name,url,county
A,url,County
A,url,County
Thomas McKean,https://www.ancestrylibrary.com/search/collections/61025/?name=Thomas_McKean&event=1777&event_x=10-0-0&name_x=1_1,New Castle
Thomas McKean,https://www.ancestrylibrary.com/search/collections/61025/?name=Thomas_McKean&event=1777&event_x=10-0-0&name_x=1_1,New Castle
Alexander McBeath,https://www.ancestrylibrary.com/search/collections/61025/?name=Alexander_McBeath&event=1777&event_x=10-0-0&name_x=1_1,New Castle
Alexander McBeath,https://www.ancestrylibrary.com/search/collections/61025/?name=Alexander_McBeath&event=1777&event_x=10-0-0&name_x=1_1,New Castle
John Passmore,https://www.ancestrylibrary.com/search/collections/61025/?name=John_Passmore&event=1777&event_x=10-0-0&name_x=1_1,New Castle
John Passmore,https://www.ancestrylibrary.com/search/collections/61025/?name=John_Passmore&event=1777&event_x=10-0-0&name_x=1_1,New Castle
