,First Name,Last Name,Search Town,Search County,Search State,Name Type,url,Match Index,Match Status
3511,Daniel,Penfield,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Penfield&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3067,Complete Match
3512,Mordecai,Gist,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Mordecai_Gist&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3068,Complete Match
3513,John,Wilson,,Clarendon County,SC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Wilson&name_x=ps_ps&residence=_clarendon-south+carolina-usa_619&residence_x=_1-1,,No Match: Too Many Potential Matches Found 39
3514,Ann,Price,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Ann_Price&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,852,Complete Match
3515,William,Scott,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Scott&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,,No Match: Too Many Potential Matches Found 8
3516,Thomas,Ogier,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Ogier&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3517,Michael,Crowly,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Crowly&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3518,Hyam,Levy,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Hyam_Levy&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3519,John,Drayton,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Drayton&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3069,Complete Match
3520,Charles,Warham,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Warham&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3070 | 3071,3 Potential Matches Found
3521,Joseph,Johnson,,,SC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Johnson&name_x=1_1&residence=_South Carolina-usa_43&residence_x=_1-0,3072 | 3073 | 3074 | 3075,4 Potential Matches Found
3522,John,Johnston,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Johnston&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,1599 | 3076,2 Potential Matches Found
3523,Jonas,Elkin,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jonas_Elkin&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3524,Robert,Lithgow,,Richland County,SC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Lithgow&name_x=s_s&residence=_richland-south+carolina-usa_2514&residence_x=_1-0,3077,Complete Match
3525,Roger,Smith,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Roger_Smith&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3078,Complete Match
3526,Ann,Roberts,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Ann_Roberts&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3079 | 3080,2 Potential Matches Found
3527,John,Molich,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Molich&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3528,John,Markland,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Markland&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3081,Complete Match
3529,Elisha,Poinsett,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elisha_Poinsett&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3082,Complete Match
3530,Isaac S,Keith,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Isaac+S_Keith&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3083,Complete Match
3531,William,Cole,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Cole&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3532,Samuel,Prioleau,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Prioleau&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3084 | 3085 | 3086 | 3087,4 Potential Matches Found
3533,James,Lyanh,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Lyanh&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3088,Complete Match
3534,Joseph,Vesey,,,SC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Vesey&name_x=s_s&residence=_south+carolina-usa_43&residence_x=_1-0,3089,Complete Match
3535,Love,Stone,,,SC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Love_Stone&name_x=1_1&residence=_South Carolina-usa_43&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3536,Thomas H,Mccalla,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+H_Mccalla&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3090,Complete Match
3537,Thomas,Rodeliffe,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Rodeliffe&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3538,Edward,Lowdes,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Lowdes&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1-a,,No Match
3539,Thomas,Smith,Savannah,Chatham County,GA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Smith&name_x=ps_ps&residence=_savannah-chatham-georgia-usa_18029&residence_x=_1-1-a,3091 | 3092,2 Potential Matches Found
3540,Mathias,Hutchinson,Dorchester,Dorchester County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Mathias_Hutchinson&name_x=ps_ps&residence=_dorchester-dorchester-south+carolina-usa_22053&residence_x=_1-1-a,,No Match
3541,Charles,Crowley,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Crowley&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3093,Complete Match
3542,William George,Cross,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William+George_Cross&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3094,Complete Match
3543,Lewis,Morris,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Lewis_Morris&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3095,Complete Match
3544,Richard,Cole,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Cole&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3096,Complete Match
3545,Hugh,Bethune,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Hugh_Bethune&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3097,Complete Match
3546,William,Graham,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Graham&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3098,Complete Match
3547,George,Parker,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Parker&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,3099,Complete Match
3548,Edward,Ireland,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Ireland&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
3549,Simeon,Theus,Charleston,Charleston County,SC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Simeon_Theus&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=_1-1,3100 | 3101,2 Potential Matches Found
3550,William,Henderson,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Henderson&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3102 | 3103 | 3104,3 Potential Matches Found
3551,John O,Conner,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+O_Conner&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 8
3552,Thomas,Randall,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Randall&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3105 | 3106,2 Potential Matches Found
3553,Robert R,Randall,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert+R_Randall&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3107,Complete Match
3554,William,Constable,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Constable&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3108 | 3109,2 Potential Matches Found
3555,Thomas,Jones,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Jones&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 7
3556,James,Hill,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Hill&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3557,George,Scriba,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Scriba&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3110,Complete Match
3558,John,Ashley,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Ashley&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3111,Complete Match
3559,Daniel,Ludlow,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Ludlow&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,785 | 786 | 787,3 Potential Matches Found
3560,Charles,anderson,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_anderson&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3112,Complete Match
3561,William,Leatham,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Leatham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3113,Complete Match
3562,John,Walker,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Walker&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 11
3563,Richard,Smith,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Smith&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 14
3564,Michael,Mclachlan,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Mclachlan&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3114,Complete Match
3565,Dominick,Lynch,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Dominick_Lynch&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3115,Complete Match
3566,Mary,Bryant,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Mary_Bryant&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3116,Complete Match
3567,John,Laurence,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Laurence&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 13
3568,John,Lawrence,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Lawrence&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 13
3569,Richard,Platt,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Platt&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3117,Complete Match
3570,Mary,Van Schaick,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Mary_Van+Schaick&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3118,Complete Match
3571,John R B,Rogers,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+R+B_Rogers&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 16
3572,Peter,Gansevert,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Peter_Gansevert&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3119,Complete Match
3573,Peter,Gansevoort,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Peter_Gansevoort&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3119,Complete Match
3574,Cornelius,Ray,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Cornelius_Ray&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3120,Complete Match
3575,Garrit W,Van Schaick,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Garrit+W_Van+Schaick&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3121,Complete Match
3576,Philip,Conine,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Conine&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3122,Complete Match
3577,John,Fonda,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Fonda&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 6
3578,Horatio,Gates,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Horatio_Gates&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3123,Complete Match
3579,Edward,Parker,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Parker&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3124 | 3125,2 Potential Matches Found
3580,George,Service,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Service&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3126 | 3127,2 Potential Matches Found
3581,Garrit,Lansing,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Garrit_Lansing&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3128 | 3129 | 3130,3 Potential Matches Found
3582,Jacob,Reed,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Reed&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3131 | 3132 | 3133,3 Potential Matches Found
3583,Maria,Van Schaick,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Maria_Van+Schaick&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3134,Complete Match
3584,Robert T,Kemble,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert+T_Kemble&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3135,Complete Match
3585,John,Conway,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Conway&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3136,Complete Match
3586,Thomas,Mceuen,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Mceuen&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3137,Complete Match
3587,Joseph,Hallett,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Hallett&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3138,Complete Match
3588,John,De La Mater,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_De+La+Mater&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 10
3589,Jacob,Mark,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Mark&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3139,Complete Match
3590,Philip,Mark,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Mark&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3140,Complete Match
3591,Walter W,Heyer,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Walter+W_Heyer&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3141 | 3142 | 3143,3 Potential Matches Found
3592,Thomas,Storm,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Storm&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3144 | 3145 | 3146 | 3147,4 Potential Matches Found
3593,Nicholas,Cruger,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Nicholas_Cruger&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3148,Complete Match
3594,Nathan,Ker,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathan_Ker&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3149,Complete Match
3595,Nathaniel,Ker,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathaniel_Ker&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3149,Complete Match
3596,Gabriel,Furman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Gabriel_Furman&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3150,Complete Match
3597,John,Bush,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Bush&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 8
3598,Charles,Shaw,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Shaw&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3151,Complete Match
3599,Abraham,Duryee,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Abraham_Duryee&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3600,Maria,De Frust,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Maria_De+Frust&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3152,Complete Match
3601,Daniel C,Verplanck,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel+C_Verplanck&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3153,Complete Match
3602,John,Buchanan,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Buchanan&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3154 | 3155,2 Potential Matches Found
3603,John R,Livingston,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+R_Livingston&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 12
3604,David,Dickson,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Dickson&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3156,Complete Match
3605,John,Jones,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Jones&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 19
3606,Theodosius V W,Graham,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Theodosius+V+W_Graham&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3157,Complete Match
3607,Samuel,Ward,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Ward&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3158 | 3159 | 3160,3 Potential Matches Found
3608,Gilbert,Saltonstall,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Gilbert_Saltonstall&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3161,Complete Match
3609,Joseph,Hardy,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Hardy&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3162,Complete Match
3610,John,Harbach,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Harbach&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3163,Complete Match
3611,James,Fitzpatrick,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Fitzpatrick&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3164,Complete Match
3612,James,Carter,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Carter&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3165,Complete Match
3613,Edward,Chinn,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Chinn&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3166,Complete Match
3614,James J,Beckman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James+J_Beckman&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3167,Complete Match
3615,James J,Buchman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James+J_Buchman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3167 | 3168 | 3169,3 Potential Matches Found
3616,Edward,Dunscomb,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Dunscomb&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3170,Complete Match
3617,John,Dewhurst,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Dewhurst&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3171,Complete Match
3618,Henry,Livingston,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Henry_Livingston&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3172 | 3173 | 3174 | 3175,4 Potential Matches Found
3619,John N,Blecker,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+N_Blecker&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3176,Complete Match
3620,John N,Bleecher,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+N_Bleecher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3621,Thomas,Buchanan,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Buchanan&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3177,Complete Match
3622,Simon,Van Antwerp,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Simon_Van+Antwerp&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3178 | 3179 | 3180,3 Potential Matches Found
3623,Robert,Bell,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Bell&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3181 | 3182,2 Potential Matches Found
3624,Robert F,Kimble,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert+F_Kimble&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3135,Complete Match
3625,Edward,Griswold,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Griswold&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3183,Complete Match
3626,Lewis Allaine,Scott,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Lewis+Allaine_Scott&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3184,Complete Match
3627,Edward,Williams,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Williams&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3185 | 3186,2 Potential Matches Found
3628,Peter,Kemble,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Peter_Kemble&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3187,Complete Match
3629,Marinus,Willett,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Marinus_Willett&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3188,Complete Match
3630,Abraham,Brinkerhoff,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Abraham_Brinkerhoff&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3189 | 3190,2 Potential Matches Found
3631,Mary,Brinkerhoff,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Mary_Brinkerhoff&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,3191,Complete Match
3632,Jacobus,Lefferts,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacobus_Lefferts&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3192,Complete Match
3633,Nicholas,Hoffman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Nicholas_Hoffman&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3634,Nicholas,Huffman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Nicholas_Huffman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
3635,Robert,Hodge,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Hodge&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3193,Complete Match
3636,Robert C,Livingston,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert+C_Livingston&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3194,Complete Match
3637,John Jacob,Lansing,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Jacob_Lansing&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3195,Complete Match
3638,Walter,Livingston,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Walter_Livingston&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3196 | 3197 | 3198,3 Potential Matches Found
3639,Gerardus,Lansing,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Gerardus_Lansing&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3199,Complete Match
3640,Joshua,Sands,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joshua_Sands&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,3200,Complete Match
3641,John,Brown,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Brown&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 41
3642,Isaac,Clason,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Isaac_Clason&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,3201,Complete Match
3643,John,Rogers,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Rogers&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 13
3644,Joseph,Lewis,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Lewis&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
