jpeg_no,state,no,letter,cert_date,cert_month,cert_year,first_name,last_name,raw_name,title,due_day,due_month,due_year,amount,90th,strike_through,note,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37
57,MA,176,L,7,10,1783,CHARLES,STEVNS,CHARLES STEVNS,,17,11,1778,15,7,74,,,,,,,,,,,,,,,,,,
57,MA,177,H,7,10,1783,STEPHEN,WAITE,STEPHEN WAITE,,16,4,1778,6,22,,,,,,,,,,,,,,,,,,,
57,MA,178,L,7,10,1783,ANDREW,PETERS,ANDREW PETERS,,6,9,1780,68,22,1232,,,,,,,,,,,,,,,,,,
57,MA,179,A,8,10,1783,ROBERT,HOOPER,ROBERT HOOPER,,22,3,1780,66,58,Ro 6773,,,,,,,,,,,,,,,,,,
57,MA,180,B,8,10,1783,JOHN,STEVENS,JOHN STEVENS,,7,9,1780,15,45,Ro 5469,,,,,,,,,,,,,,,,,,
57,MA,181,C,8,10,1783,ALEXANDER,HODGSON,ALEXANDER HODGSON,,15,9,1780,4,,"Lo 97,986",,,,,,,,,,,,,,,,,,
57,MA,182,H,8,10,1783,ELIAS,STAPLES,ELIAS STAPLES,,16,4,1782,70,,"Lo 73,339",,,,,,,,,,,,,,,,,,
57,MA,183,I,8,10,1783,STEPHEN,CROSS,STEPHEN CROSS,,16,4,1782,15,,"Lo 150,1722",,,,,,,,,,,,,,,,,,
57,MA,184,L,8,10,1783,THOMAS,SHERBORN,THOMAS SHERBORN,Jun,16,4,1782,6,22,"Lo 119,1170",,,,,,,,,,,,,,,,,,
57,MA,185,A,10,10,1783,WILLIAM,SEVER,WILLIAM SEVER,,16,4,1782,6,22,"Lo 119,1210",,,,,,,,,,,,,,,,,,
57,MA,186,P,10,10,1783,JABIDIAH,BEADING,JABIDIAH BEADING,,16,4,1782,6,22,"Lo 73,436",,,,,,,,,,,,,,,,,,
57,MA,187,C,10,10,1783,SAMUEL,HASTINGS,SAMUEL HASTINGS,,16,4,1782,10,,"Lo 97,973",,,,,,,,,,,,,,,,,,
57,MA,188,H,10,10,1783,STEPHEN,EMERY,STEPHEN EMERY,,16,4,1782,11,22,Ro 5340,,,,,,,,,,,,,,,,,,
57,MA,189,I,10,10,1783,JOHN,STANTON,JOHN STANTON,,16,4,1782,6,22,,,,,,,,,,,,,,,,,,,
57,MA,190,L,10,10,1783,SAMUEL,FAIRBANKS,SAMUEL FAIRBANKS,,16,4,1782,5,,2040,,,,,,,,,,,,,,,,,,
57,MA,191,H,10,10,1783,THOMAS,HUNT,THOMAS HUNT,,16,4,1782,13,67,5530,,,,,,,,,,,,,,,,,,
57,MA,192,I,10,10,1783,RICHARD,WARD,RICHARD WARD,,16,4,1782,15,,"Lo 182,2063",,,,,,,,,,,,,,,,,,
57,MA,193,L,10,10,1783,MASCAL,WILLIAMS,MASCAL WILLIAMS,,16,4,1782,16,22,5418,,,,,,,,,,,,,,,,,,
57,MA,194,A,10,10,1783,DANIEL,HOOPER,DANIEL HOOPER,,16,4,1782,11,22,"Lo 97,954",,,,,,,,,,,,,,,,,,
57,MA,195,B,10,10,1783,NATHANIEL,RAND,NATHANIEL RAND,,16,4,1782,6,22,"Lo 97,917",,,,,,,,,,,,,,,,,,
57,MA,196,C,10,10,1783,MARGARET,PHILLIPS,MARGARET PHILLIPS,,16,4,1782,13,67,"Lo 144,1602",,,,,,,,,,,,,,,,,,
57,MA,197,H,10,10,1783,ABRAHAM,GALE,ABRAHAM GALE,,16,4,1782,18,67,137,,,,,,,,,,,,,,,,,,
57,MA,198,I,10,10,1783,SAMUEL,AUSTIN,SAMUEL AUSTIN,,16,4,1782,6,22,4625,,,,,,,,,,,,,,,,,,
57,MA,199,L,10,10,1783,FRANCES,LOW,FRANCES LOW,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
57,MA,200,A,10,10,1783,JACOB,GILL,JACOB GILL,,16,4,1782,11,22,"Lo 144,1562",,,,,,,,,,,,,,,,,,
57,MA,201,B,10,10,1783,SAMUEL,LOCK,SAMUEL LOCK,,16,4,1782,12,45,5422,,,,,,,,,,,,,,,,,,
58,MA,202,C,10,10,1783,RICHARD R.,ELLIOT,RICHARD R. ELLIOT,,16,4,1782,3,67,"Lo 97,1000",,,,,,,,,,,,,,,,,,
58,MA,203,D,10,10,1783,SAMUEL,BELKNAP,SAMUEL BELKNAP,,16,4,1782,7,45,"Lo 150,1689",,,,,,,,,,,,,,,,,,
58,MA,204,E,10,10,1783,JOHN,DURANT,JOHN DURANT,,16,4,1782,6,22,Ro 5418,,,,,,,,,,,,,,,,,,
58,MA,205,G,10,10,1783,TIMOTHY,BILLINGS,TIMOTHY BILLINGS,,16,4,1782,15,,,,,,,,,,,,,,,,,,,,
58,MA,206,N,10,10,1783,JOHN,ANDREWS,JOHN ANDREWS,,16,4,1782,3,67,Ro 6422,,,,,,,,,,,,,,,,,,
58,MA,207,P,10,10,1783,JOSIAH,BROWN,JOSIAH BROWN,,16,4,1782,3,67,,,,,,,,,,,,,,,,,,,
58,MA,208,R,10,10,1783,FRANCIS,SHAW,FRANCIS SHAW,,16,4,1782,2,45,Ro 6520,,,,,,,,,,,,,,,,,,
58,MA,209,D,10,10,1783,THOMAS,LORING,THOMAS LORING,,16,4,1782,7,45,425,,,,,,,,,,,,,,,,,,
58,MA,210,E,10,10,1783,JOHN,SOHIER,JOHN SOHIER,,16,4,1782,10,,,,,,,,,,,,,,,,,,,,
58,MA,211,G,10,10,1783,NATHANIEL,ELY,NATHANIEL ELY,,16,4,1782,6,22,4199,,,,,,,,,,,,,,,,,,
58,MA,212,N,10,10,1783,GILLAM,TAYLOR,GILLAM TAYLOR,,16,4,1782,11,22,Ro 5363,,,,,,,,,,,,,,,,,,
58,MA,213,R,10,10,1783,NATHANIEL,BLAKE,NATHANIEL BLAKE,,16,4,1782,6,22,776,,,,,,,,,,,,,,,,,,
58,MA,214,N,10,10,1783,DAVID,EVANS,DAVID EVANS,,16,4,1782,5,,"Lo 138,1492",,,,,,,,,,,,,,,,,,
58,MA,215,P,10,10,1783,WILLIAM,JENNISON,WILLIAM JENNISON,,16,4,1782,10,,"Lo 97,954",,,,,,,,,,,,,,,,,,
58,MA,216,R,10,10,1783,NATHANIEL,FREEMAN,NATHANIEL FREEMAN,,16,4,1782,8,67,2240,,,,,,,,,,,,,,,,,,
58,MA,217,D,10,10,1783,ENOCH,GREENLEAF,ENOCH GREENLEAF,,16,4,1782,3,67,,,,,,,,,,,,,,,,,,,
58,MA,218,E,10,10,1783,WILLIAM,ROGERS,WILLIAM ROGERS,,16,4,1782,6,22,"Lo 97,900",,,,,,,,,,,,,,,,,,
58,MA,219,G,10,10,1783,SAMUEL,PIERCE,SAMUEL PIERCE,,16,4,1782,5,,Ro 6520,,,,,,,,,,,,,,,,,,
58,MA,220,N,10,10,1783,JONATHAN,STONE,JONATHAN STONE,,16,4,1782,1,22,2842,,,,,,,,,,,,,,,,,,
58,MA,221,P,10,10,1783,ELIJAH,MARSH,ELIJAH MARSH,,16,4,1782,2,45,"Lo 132,1492",,,,,,,,,,,,,,,,,,
58,MA,222,R,10,10,1783,PETER,PENNIMAN,PETER PENNIMAN,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
58,MA,223,D,10,10,1783,THOMAS,HARMON,THOMAS HARMON,,16,4,1782,2,45,,,,,,,,,,,,,,,,,,,
58,MA,224,E,10,10,1783,CHARLES,CURTHON,CHARLES CURTHON,,16,4,1782,1,22,"Lo 119,1086",,,,,,,,,,,,,,,,,,
58,MA,225,G,10,10,1783,SAMUEL,TOBEY,SAMUEL TOBEY,,16,4,1782,12,45,"Lo 150,1704",,,,,,,,,,,,,,,,,,
58,MA,226,N,10,10,1783,JOSEPH,JACKSOM,JOSEPH JACKSOM,,16,4,1782,5,,"Lo 165,1750",,,,,,,,,,,,,,,,,,
58,MA,227,P,10,10,1783,REBECCA,BAKER,REBECCA BAKER,,16,4,1782,7,45,776,,,,,,,,,,,,,,,,,,
58,MA,228,R,10,10,1783,ABRAHAM,HOWE,ABRAHAM HOWE,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
58,MA,229,N,10,10,1783,STEPHEN,BUCKER,STEPHEN BUCKER,,16,4,1782,1,22,"Lo 144,1580",,,,,,,,,,,,,,,,,,
58,MA,230,P,10,10,1783,WAKEFIELD,JACKSOM,WAKEFIELD JACKSOM,,16,4,1782,2,45,"Lo 156,1673",,,,,,,,,,,,,,,,,,
58,MA,231,R,10,10,1783,JOSEPH,JACKSON,JOSEPH JACKSON,,16,4,1782,1,22,"Lo 217,2161",,,,,,,,,,,,,,,,,,
58,MA,232,D,10,10,1783,SETH,NEWTON,SETH NEWTON,,16,4,1782,10,,32,,,,,,,,,,,,,,,,,,
58,MA,233,E,10,10,1783,STEPHEN,DANNA,STEPHEN DANNA,,16,4,1782,5,,125,,,,,,,,,,,,,,,,,,
58,MA,234,G,10,10,1783,SAMUEL,TUTTLE,SAMUEL TUTTLE,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
58,MA,235,N,10,10,1783,DANIEL,MC CARTHY,DANIEL MC CARTHY,,16,4,1782,7,45,"Lo 38,197",,,,,,,,,,,,,,,,,,
58,MA,236,P,10,10,1783,MOSES,SMITH,MOSES SMITH,,16,4,1782,6,22,"Lo 89,689",,,,,,,,,,,,,,,,,,
59,MA,237,R,10,10,1783,MOSES,DRAPER,MOSES DRAPER,,16,4,1782,16,22,"Lo 89,558",,,,,,,,,,,,,,,,,,
59,MA,238,D,15,10,1783,WILLIAM,MOLINEUX,WILLIAM MOLINEUX,,1,8,1781,30,60,Ro 6711,,,,,,,,,,,,,,,,,,
59,MA,239,E,16,10,1783,REUBEN,RICE,REUBEN RICE,,1,5,1782,100,,74,,,,,,,,,,,,,,,,,,
59,MA,240,G,16,10,1783,JOHN,GLOVER,JOHN GLOVER,,9,9,1780,38,72,No 42,,,,,,,,,,,,,,,,,,
59,MA,241,N,16,10,1783,WILLIAM,TORRERY,WILLIAM TORRERY,,30,8,1780,27,75,306,,,,,,,,,,,,,,,,,,
59,MA,242,P,17,10,1783,MARTIN B.,SOHIER,MARTIN B. SOHIER,,16,4,1782,28,67,,,,,,,,,,,,,,,,,,,
59,MA,243,R,17,10,1783,ABRAHAM,GOULD,ABRAHAM GOULD,,16,4,1782,6,22,,,,,,,,,,,,,,,,,,,
59,MA,244,D,17,10,1783,JOHN,GREENLEAF,JOHN GREENLEAF,,16,4,1782,5,,"Lo 246,2196",,,,,,,,,,,,,,,,,,
59,MA,245,E,17,10,1783,JOSEPH,NEWHALL,JOSEPH NEWHALL,,16,4,1782,26,22,,,,,,,,,,,,,,,,,,,
59,MA,246,G,17,10,1783,ALDEN,BASS,ALDEN BASS,,16,4,1782,3,67,"Lo 89,719",,,,,,,,,,,,,,,,,,
59,MA,247,D,17,10,1783,PHILLIP,DRAPER,PHILLIP DRAPER,,16,4,1782,2,45,"Lo 137,1348",,,,,,,,,,,,,,,,,,
59,MA,248,E,17,10,1783,MOSES,GILL,MOSES GILL,Esq,16,4,1782,12,45,"Lo 165,1775",,,,,,,,,,,,,,,,,,
59,MA,249,G,17,10,1783,JOSEPH,FLINT,JOSEPH FLINT,,16,4,1782,5,,"Lo 97,1061",,,,,,,,,,,,,,,,,,
59,MA,250,N,17,10,1783,SAMUEL,FREEMAN,SAMUEL FREEMAN,,16,4,1782,12,45,2240,,,,,,,,,,,,,,,,,,
59,MA,251,P,17,10,1783,BENJAMIN,BASS,BENJAMIN BASS,,16,4,1782,5,,"Lo 38,142",,,,,,,,,,,,,,,,,,
59,MA,252,R,17,10,1783,EBENEZER,SEAVER,EBENEZER SEAVER,,16,4,1782,1,22,"Lo 165,1821",,,,,,,,,,,,,,,,,,
59,MA,253,D,17,10,1783,BARTH,BROADERS,BARTH BROADERS,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
59,MA,254,E,17,10,1783,JOHN,CUTLER,JOHN CUTLER,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
59,MA,255,G,17,10,1783,BENJAMIN,AUSTIN,BENJAMIN AUSTIN,,16,4,1782,5,,"Lo 137,1289",,,,,,,,,,,,,,,,,,
59,MA,256,N,17,10,1783,NATHANIEL,WATERMAN,NATHANIEL WATERMAN,,16,4,1782,13,67,"Lo 38,185",,,,,,,,,,,,,,,,,,
59,MA,257,P,17,10,1783,JOSEPH,REYNOLDS,JOSEPH REYNOLDS,,16,4,1782,10,,,,,,,,,,,,,,,,,,,,
59,MA,258,R,17,10,1783,JOSEPH,AVERY,JOSEPH AVERY,,16,4,1782,6,22,"Lo 38,142",,,,,,,,,,,,,,,,,,
59,MA,259,D,17,10,1783,WILLIAM,MCNIEL,WILLIAM MCNIEL,,16,4,1782,12,45,,,,,,,,,,,,,,,,,,,
59,MA,260,E,17,10,1783,CUTTING,MOODY,CUTTING MOODY,,16,4,1782,1,22,"Lo 144,1568",,,,,,,,,,,,,,,,,,
59,MA,261,G,17,10,1783,JEREMIAH,PEIRSON,JEREMIAH PEIRSON,,16,4,1782,1,22,"Lo 144,1568",,,,,,,,,,,,,,,,,,
59,MA,262,H,17,10,1783,ENOCH,SAWYER,ENOCH SAWYER,,16,4,1782,1,22,"Lo 6,90",,,,,,,,,,,,,,,,,,
59,MA,263,I,17,10,1783,ROBERT,LONG,ROBERT LONG,,16,4,1782,13,67,Ro 6773,,,,,,,,,,,,,,,,,,
59,MA,264,L,17,10,1783,BENJAMIN,EATON,BENJAMIN EATON,,16,4,1782,1,22,"Lo 119,1086",,,,,,,,,,,,,,,,,,
59,MA,265,D,17,10,1783,SAMUEL,GREENLEAF,SAMUEL GREENLEAF,,16,4,1782,3,67,"Lo 6,56",,,,,,,,,,,,,,,,,,
59,MA,266,E,17,10,1783,HEZEKIAH,HUTCHINS,HEZEKIAH HUTCHINS,,16,4,1782,5,,540,,,,,,,,,,,,,,,,,,
59,MA,267,G,17,10,1783,MOSES,MOODY,MOSES MOODY,,16,4,1782,1,22,"Lo 144,1568",,,,,,,,,,,,,,,,,,
59,MA,268,N,17,10,1783,MICAJAH,SAWYER,MICAJAH SAWYER,,16,4,1782,7,45,"Lo 6,81",,,,,,,,,,,,,,,,,,
59,MA,269,P,17,10,1783,LAMUEL,FOWLER,LAMUEL FOWLER,,16,4,1782,12,45,"Lo 119,1154",,,,,,,,,,,,,,,,,,
59,MA,270,R,17,10,1783,JOSHUA,BRADSHAW,JOSHUA BRADSHAW,,16,4,1782,1,22,"Lo 209,2119",,,,,,,,,,,,,,,,,,
59,MA,271,D,17,10,1783,GEORGE,BURROUGH,GEORGE BURROUGH,,16,4,1782,5,,"Lo 182,2061",,,,,,,,,,,,,,,,,,
59,MA,272,E,17,10,1783,WILLIAM,TEELL,WILLIAM TEELL,,16,4,1782,2,45,"Lo 144,1568",,,,,,,,,,,,,,,,,,
60,MA,273,G,17,10,1783,TIMOTHY,PILSBURY,TIMOTHY PILSBURY,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
60,MA,274,N,17,10,1783,NATHANIEL,PIERCE,NATHANIEL PIERCE,,16,4,1782,47,45,"Lo 6,79",,,,,,,,,,,,,,,,,,
60,MA,275,P,17,10,1783,EDMOND,SAWYER,EDMOND SAWYER,,16,4,1782,113,67,"Lo 6,86",,,,,,,,,,,,,,,,,,
60,MA,276,R,17,10,1783,EZEKIEL,TARBOX,EZEKIEL TARBOX,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
60,MA,277,H,17,10,1783,JOSHUA,BRACKET,JOSHUA BRACKET,,16,4,1782,13,67,408,,,,,,,,,,,,,,,,,,
60,MA,278,L,17,10,1783,ELISHA,ALLEN,ELISHA ALLEN,,16,4,1782,1,22,"Lo 246,2187",,,,,,,,,,,,,,,,,,
60,MA,279,A,21,10,1783,JOHN,STOREY,JOHN STOREY,,29,10,1776,104,,Ro 6393,,,,,,,,,,,,,,,,,,
60,MA,280,B,21,10,1783,EZRA,BADHAM,EZRA BADHAM,,1,9,1782,20,88,"Lo 97,872",,,,,,,,,,,,,,,,,,
60,MA,281,C,21,10,1783,JOB,HUTCHINS,JOB HUTCHINS,,14,10,1780,1218,75,Ro 6515,,,,,,,,,,,,,,,,,,
60,MA,282,H,21,10,1783,CALVIN,SMITH,CALVIN SMITH,,6,9,1780,41,38,267,,,,,,,,,,,,,,,,,,
60,MA,283,I,22,10,1783,CHARLES,CASE,CHARLES CASE,,27,1,1781,817,73,Ro 6724,,,,,,,,,,,,,,,,,,
60,MA,284,L,22,10,1783,HENRY F.,HELMERSHAUSEN,HENRY F. HELMERSHAUSEN,,11,9,1780,7,63,3792,,,,,,,,,,,,,,,,,,
60,MA,285,A,22,10,1783,JOHN,BOND,JOHN BOND,,22,6,1780,31,60,"Lo 150,1658",,,,,,,,,,,,,,,,,,
60,MA,286,B,22,10,1783,JOHN,TORREY,JOHN TORREY,,16,1,1781,26,22,3792,,,,,,,,,,,,,,,,,,
60,MA,287,C,22,10,1783,EDWARD,SOHIER,EDWARD SOHIER,,16,4,1782,10,,"Lo 97,735",,,,,,,,,,,,,,,,,,
60,MA,288,H,22,10,1783,WILLIAM,CLEAVLAND,WILLIAM CLEAVLAND,,16,4,1782,2,45,"Lo 38,237",,,,,,,,,,,,,,,,,,
60,MA,289,I,22,10,1783,ENOCH,HIDE,ENOCH HIDE,,16,4,1782,6,22,Ro 6070,,,,,,,,,,,,,,,,,,
60,MA,290,L,22,10,1783,WILLIAM,HAMMOND,WILLIAM HAMMOND,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
60,MA,291,A,22,10,1783,EZEKIEL,HOW,EZEKIEL HOW,,16,4,1782,2,45,"Lo 91,1065",,,,,,,,,,,,,,,,,,
60,MA,292,B,22,10,1783,JAMES,SEAMMON,JAMES SEAMMON,,16,4,1782,17,45,Ro 6700,,,,,,,,,,,,,,,,,,
60,MA,293,C,22,10,1783,JOSHUA,WINSHIP,JOSHUA WINSHIP,,16,4,1782,5,,"Lo 150,1640",,,,,,,,,,,,,,,,,,
60,MA,294,H,22,10,1783,WILLIAM,BLACKS,WILLIAM BLACKS,,16,4,1782,7,45,74,,,,,,,,,,,,,,,,,,
60,MA,295,I,22,10,1783,JOSEPH,GUILD,JOSEPH GUILD,,16,4,1782,5,,5142,,,,,,,,,,,,,,,,,,
60,MA,296,L,22,10,1783,EBENEZER,WARREN,EBENEZER WARREN,,16,4,1782,10,,"Lo 89,571",,,,,,,,,,,,,,,,,,
60,MA,297,A,22,10,1783,AMASA,SMITH,AMASA SMITH,,16,4,1782,5,,"Lo 89,542",,,,,,,,,,,,,,,,,,
60,MA,298,B,22,10,1783,JAMES,PIERCE,JAMES PIERCE,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
60,MA,299,C,22,10,1783,ELI,MEADS,ELI MEADS,,16,4,1782,10,,"Lo 119,1086",,,,,,,,,,,,,,,,,,
60,MA,300,H,22,10,1783,NATHANIEL,BARBER,NATHANIEL BARBER,Jun,16,4,1782,1,22,"Lo 89,632",,,,,,,,,,,,,,,,,,
60,MA,301,I,22,10,1783,MILES,GREENWOOD,MILES GREENWOOD,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
60,MA,302,L,22,10,1783,JOHN,LIVERMORE,JOHN LIVERMORE,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
60,MA,303,A,22,10,1783,AARON,CHAMBERLAIN,AARON CHAMBERLAIN,,16,4,1782,2,45,,,,,,,,,,,,,,,,,,,
60,MA,304,B,22,10,1783,JOHN,FRESSENDEN,JOHN FRESSENDEN,,16,4,1782,1,22,1232,,,,,,,,,,,,,,,,,,
60,MA,305,C,22,10,1783,SAMUEL,SAMPSON,SAMUEL SAMPSON,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
60,MA,306,A,22,10,1783,PETER,RICHARDSON,PETER RICHARDSON,,16,4,1782,8,67,Ro 6046,,,,,,,,,,,,,,,,,,
61,MA,307,B,22,10,1783,THOMAS,HASTINGS,THOMAS HASTINGS,,16,4,1782,11,22,"Lo 89,613",,,,,,,,,,,,,,,,,,
61,MA,308,C,22,10,1783,CALEB,PRENTISS,CALEB PRENTISS,,16,4,1782,22,45,"Lo 246,220",,,,,,,,,,,,,,,,,,
61,MA,309,H,22,10,1783,SAMUEL,FORTHINGHAM,SAMUEL FORTHINGHAM,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
61,MA,310,I,22,10,1783,WILLIAM,FORBISHIRE,WILLIAM FORBISHIRE,,16,4,1782,13,67,3712,,,,,,,,,,,,,,,,,,
61,MA,311,L,22,10,1783,SAMUEL,CLAP,SAMUEL CLAP,,16,4,1782,10,,"Lo 73,451",,,,,,,,,,,,,,,,,,
61,MA,312,A,22,10,1783,JOHN,KINNE,JOHN KINNE,,6,1,1782,74,60,403,,,,,,,,,,,,,,,,,,
61,MA,313,B,22,10,1783,JOHN,BOX,JOHN BOX,,1,5,1782,242,,"Lo 119,1179",,,,,,,,,,,,,,,,,,
61,MA,314,C,22,10,1783,WILLIAM,BARTLET,WILLIAM BARTLET,,13,4,1779,12,32,794,,,,,,,,,,,,,,,,,,
61,MA,315,H,24,10,1783,STEPHEN,HALL,STEPHEN HALL,,1,4,1776,800,,"Lo 6,14",,,,,,,,,,,,,,,,,,
61,MA,316,I,24,10,1783,JONATHAN,DAVIS,JONATHAN DAVIS,,31,1,1780,447,53,"Lo 137,1342",,,,,,,,,,,,,,,,,,
61,MA,317,L,25,10,1783,JOHN,SAWIN,JOHN SAWIN,Jun,9,5,1780,3,81,"Lo 89,672",,,,,,,,,,,,,,,,,,
61,MA,318,A,25,10,1783,ABIJAH,STRATTEN,ABIJAH STRATTEN,,20,7,1780,8,,"Lo 97,837",,,,,,,,,,,,,,,,,,
61,MA,319,B,25,10,1783,REUBEN,ESTY,REUBEN ESTY,,20,7,1780,8,,"Lo 97,1001",,,,,,,,,,,,,,,,,,
61,MA,320,C,25,10,1783,RICHARD,BACON,RICHARD BACON,,4,6,1780,8,,3791,,,,,,,,,,,,,,,,,,
61,MA,321,H,25,10,1783,JOHN,SAWIN,JOHN SAWIN,,22,6,1780,8,,"Lo 89,672",,,,,,,,,,,,,,,,,,
61,MA,322,I,25,10,1783,THOMAS,SEWARD,THOMAS SEWARD,,1,5,1782,15,,,,,,,,,,,,,,,,,,,,
61,MA,323,L,27,10,1783,SIMEON,MAY,SIMEON MAY,,16,4,1782,18,67,Ro 6179,,,,,,,,,,,,,,,,,,
61,MA,324,H,27,10,1783,ELBRIDGE,JERRY,ELBRIDGE JERRY,,16,4,1782,10,,"Lo 89,510",,,,,,,,,,,,,,,,,,
61,MA,325,I,27,10,1783,JOHN,HAZELTON,JOHN HAZELTON,,16,4,1782,5,,2676,,,,,,,,,,,,,,,,,,
61,MA,326,L,27,10,1783,ISSAMER,BIGELOW,ISSAMER BIGELOW,,16,4,1782,11,22,"Lo 137,1289",,,,,,,,,,,,,,,,,,
61,MA,327,A,27,10,1783,JONATHAN,BOWMAN,JONATHAN BOWMAN,,16,4,1782,11,22,"Lo 97,1025",,,,,,,,,,,,,,,,,,
61,MA,328,B,27,10,1783,SAMUEL,PERKINS,SAMUEL PERKINS,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
61,MA,329,C,27,10,1783,PETER,COOLIDGE,PETER COOLIDGE,,16,4,1782,1,22,"Lo 89,653",,,,,,,,,,,,,,,,,,
61,MA,330,A,27,10,1783,PETER,BOYER,PETER BOYER,,16,4,1782,2,45,"Lo 97,844",,,,,,,,,,,,,,,,,,
61,MA,331,B,27,10,1783,APPLETON,PRENTISS,APPLETON PRENTISS,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
61,MA,332,C,27,10,1783,EDMOND,GREEN,EDMOND GREEN,,16,4,1782,3,67,"Lo 119,1104",,,,,,,,,,,,,,,,,,
61,MA,333,H,27,10,1783,ABIDIAH,THAYER,ABIDIAH THAYER,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
61,MA,334,I,27,10,1783,WILLIAM,CHEEVER,WILLIAM CHEEVER,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
61,MA,335,L,27,10,1783,TIMOTHY,DANIELSON,TIMOTHY DANIELSON,,16,4,1782,11,22,"Lo 174,1923",,,,,,,,,,,,,,,,,,
61,MA,336,H,27,10,1783,SAMUEL,BRADSTREET,SAMUEL BRADSTREET,,16,4,1782,5,,"Lo 165,1823",,,,,,,,,,,,,,,,,,
61,MA,337,I,27,10,1783,EDWARD,DAVIS,EDWARD DAVIS,,16,4,1782,1,22,"Lo 6,41",,,,,,,,,,,,,,,,,,
61,MA,338,L,27,10,1783,JOSHUA,GREENLEAF,JOSHUA GREENLEAF,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
61,MA,339,H,27,10,1783,MOSES,WHITE,MOSES WHITE,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
62,MA,340,I,27,10,1783,JOHN,FOX,JOHN FOX,,16,4,1782,11,22,5148,,,,,,,,,,,,,,,,,,
62,MA,341,L,27,10,1783,JOHN,CROCKER,JOHN CROCKER,,16,4,1782,13,67,687,,,,,,,,,,,,,,,,,,
62,MA,342,A,27,10,1783,AARON,CHAMBERLAIN,AARON CHAMBERLAIN,,16,4,1782,5,,N 54,,,,,,,,,,,,,,,,,,
62,MA,343,B,27,10,1783,BROWN & NEWMAN,,BROWN & NEWMAN,,16,4,1782,7,45,Ro 6591,,,,,,,,,,,,,,,,,,
62,MA,344,C,27,10,1783,HENRY,NEWMAN,HENRY NEWMAN,,16,4,1782,21,22,Ro 6591,,,,,,,,,,,,,,,,,,
62,MA,345,H,28,10,1783,BENJAMIN,SMITH,BENJAMIN SMITH,,16,6,1783,172,,Ro 5363,,,,,,,,,,,,,,,,,,
62,MA,346,I,28,10,1783,THOMAS,BOLTER,THOMAS BOLTER,,16,4,1782,155,,Ro 5363,,,,,,,,,,,,,,,,,,
62,MA,347,L,28,10,1783,DANIEL,EDWARDS,DANIEL EDWARDS,,11,5,1781,43,60,530,,,,,,,,,,,,,,,,,,
62,MA,348,A,28,10,1783,JOHN,SPEAR,JOHN SPEAR,,31,8,1782,192,,"Lo 38,268",,,,,,,,,,,,,,,,,,
62,MA,349,B,28,10,1783,EZRA,BADLAM,EZRA BADLAM,,1,11,1781,53,,"Lo 165,1750",,,,,,,,,,,,,,,,,,
62,MA,350,C,28,10,1783,ROBERT,BAGNALL,ROBERT BAGNALL,,15,2,1782,239,,,,,,,,,,,,,,,,,,,,
62,MA,351,D,28,10,1783,WILLIAM,BROWN,WILLIAM BROWN,,17,2,1776,16,,"Lo 119,1179",,,,,,,,,,,,,,,,,,
62,MA,352,E,28,10,1783,JOHN,AUSTIN,JOHN AUSTIN,,16,5,1782,195,41,404,,,,,,,,,,,,,,,,,,
62,MA,353,G,28,10,1783,JOHN,BUTTERFIELD,JOHN BUTTERFIELD,,12,6,1782,88,5,"Lo 97,965",,,,,,,,,,,,,,,,,,
62,MA,354,N,29,10,1783,EDMOND,SAWYER,EDMOND SAWYER,,16,4,1782,13,67,"Lo 6,86",,,,,,,,,,,,,,,,,,
62,MA,355,P,29,10,1783,NICHOLAS,PIKE,NICHOLAS PIKE,,16,4,1782,1,22,"Lo 97,954",,,,,,,,,,,,,,,,,,
62,MA,356,R,29,10,1783,PAUL,HILLS,PAUL HILLS,,16,4,1782,5,,Ro 0686,,,,,,,,,,,,,,,,,,
62,MA,357,D,29,10,1783,NATHANIEL,FERMEY,NATHANIEL FERMEY,,16,4,1782,1,22,"Lo 150,1704",,,,,,,,,,,,,,,,,,
