Page,JPEG number,Number,Letter,Date of the Certificate Month,Day,Year,raw_first_name_1,raw_last_name_1,raw_name,Title,Time when the debt became due Month,Day2,Year2,Amount Dollars,90th,Total Dollars,Column,Line Strike Thorugh? Yes?,Note,Notes
,245,466,D,6,20,1787,GIDEON,WOODWELL,GIDEON WOODWELL,,12,27,1777,31,85,,,1,"Lo 137,1336",
,245,467,G,6,20,1787,GIDEON,WOODWELL,,Jun,7,6,1778,45,67,,,1,"Lo 137,1336",
,245,468,N,7,3,1787,SETH,HARDING,SETH HARDING,,7,1,1778,101,4,Reg 5477 not marked when cancelled,,1,RO,
,245,469,P,7,9,1787,NEIL COOKE,,NEIL COOKE,,8,20,1777,12,60,Reg 5496 not marked when cancelled,,1,RO,
,245,470,R,7,11,1787,THOMAS GRENNELL,,THOMAS GRENNELL,,1,25,1780,508,67,,,1,"Lo 13,38",formerly marked off
,245,471,D,7,13,1787,JOHN,HALEY,JOHN HALEY,,4,14,1781,29,84,Reg 6047,,1,RO,
,245,472,E,7,14,1787,SIMEON,OSHBEE,SIMEON OSHBEE,,3,22,1780,15,33,Reg 6047,,1,RO,
,245,473,G,7,14,1787,JEREMIAH,CONNELL,JEREMIAH CONNELL,,5,16,1780,95,80,Reg 6047,,1,RO,
,245,474,N,7,14,1787,NATHANIEL,RICHARDS,NATHANIEL RICHARDS,,4,14,1781,757,85,Reg 6047,,1,RO,
,245,475,P,7,16,1787,JOSHUA,BEEBE,JOSHUA BEEBE,,4,14,1781,14,56,,,1,258,
,245,476,R,7,16,1787,YORK,BASCOM,YORK BASCOM,,5,19,1780,44,45,Reg 6047,,1,RO,Intarest not specified in rec and name not sure
,246,477,D,7,16,1787,JONATHAN,SMITH,JONATHAN SMITH,,1,15,1778,67,70,,,1,"Lo 94,413",
,246,478,E,7,16,1787,DAVID MC INTOSH,,DAVID MC INTOSH,,11,12,1779,226,37,,,1,"Lo 59,20",
,246,479,G,7,23,1787,LEAPSASTER,BURLING,LEAPSASTER BURLING,,7,1,1778,614,76,Reg 5522 not marked off when cancelled,,1,RO,Name not sure
,246,480,N,7,26,1787,NATHANIEL,RICHARDS,NATHANIEL RICHARDS,,10,21,1780,19,74,Reg 6047,,1,RO,
,246,481,P,7,27,1787,WILLIAM,CAMBRIDGE,WILLIAM CAMBRIDGE,,4,30,1781,172,77,,,1,"Lo 209,2123",
,246,482,R,7,27,1787,ELIJAH,HALL,ELIJAH HALL,,1,7,1782,671,,,,1,"Lo 97,1058",
,246,483,D,7,27,1787,THOMAS,MASSUM,THOMAS MASSUM,,7,11,1780,45,34,,,1,620,
,246,484,E,7,27,1787,THOMAS,WALDRON,THOMAS WALDRON,,7,11,1780,132,56,,,1,828,
,246,485,G,7,27,1787,CHARLES,BALL,CHARLES BALL,,7,11,1780,45,17,,,1,"Lo 97,1058",
,246,486,N,7,27,1787,NATHANIEL R,ROGERS,NATHANIEL R ROGERS,,7,11,1780,69,68,,,1,"Lo 89,630",
,246,487,P,7,27,1787,HOPLEY,YEATON,HOPLEY YEATON,,7,15,1781,817,22,,,1,563,
,246,488,R,7,27,1787,JOHN,MATTHEWA,JOHN MATTHEWA,,9,15,1779,41,30,,,1,RO,
,246,489,D,7,27,1787,NATHANIEL,PIKE,NATHANIEL PIKE,,7,11,1780,39,78,,,1,Lo 81- 73,
,246,490,E,7,27,1787,JAMES,GOOCH,JAMES GOOCH,,1,10,1782,755,48,Reg 5496 not marked when cancelled,,1,RO,
,247,491,G,7,30,1787,JOHN,OLMSTEAD,JOHN OLMSTEAD,,11,3,1780,16,38,Reg 6393,,1,RO,
,247,492,D,8,1,1787,NATHAN,BLODGET,NATHAN BLODGET,,9,7,1780,1654,14,,,1,"Lo 134,501",
,247,493,E,8,1,1787,JOHN,DESHON,JOHN DESHON,,5,6,1778,1500,,Reg 6384 not marked when cancelled,,1,RO,
,247,494,G,8,1,1787,JOHN,DESHON,,,5,6,1779,1500,,do 6393,,1,RO,
,247,495,N,8,1,1787,JOHN,DESHON,,,5,6,1780,649,70,,,1,No 10,
,247,496,P,8,1,1787,JONATHAN,WINDSHIP,JONATHAN WINDSHIP,,3,20,1782,1006,30,,,1,74,
,247,497,R,8,1,1787,JONATHAN,WINDSHIP,,,3,20,1782,976,47,,,1,No 54,
,247,498,D,8,1,1787,JONATHAN,WINDSHIP,,,3,20,1782,946,60,Reg 6436,,1,RO,
,247,499,E,8,1,1787,ALEXANDER,MARTEN,ALEXANDER MARTEN,,3,22,1779,293,,,,1,RO,
,247,500,G,8,2,1787,DANIEL,WATERS,DANIEL WATERS,,9,5,1778,1087,,,,1,"Lo 89,597",
,247,501,N,8,2,1787,DANIEL,WATERS,,,9,20,1779,576,,,,1,"Lo 89,597",
,247,502,P,8,2,1787,DANIEL,WATERS,,,1,25,1780,551,47,,,1,"Lo 89,597",
,247,503,R,8,2,1787,DANIEL,WATERS,,,9,1,1781,41,39,,,1,"Lo 89,597",
,247,504,D,8,2,1787,CHARLES,MC CARTHY,CHARLES MC CARTHY,,9,27,1777,13,60,,,1,1511,
,248,505,E,8,4,1787,JOHN,RAWOTH,JOHN RAWOTH,,12,16,1777,93,85,,,1,1850,
,248,506,G,8,7,1787,JOHN,COX,JOHN COX,,1,12,1777,419,66,,,1,"Lo 44,2",
,248,507,N,8,8,1787,NICHOLAS E,GARDNOR,NICHOLAS E GARDNOR,,11,1,1781,482,21,,,1,"Lo 128,429",
,248,508,P,8,8,1787,BERRET,SEABURY,BERRET SEABURY,,3,18,1781,29,18,,,1,4603,
,248,509,R,8,10,1787,JOSEPH,GREENLEAF,JOSEPH GREENLEAF,,1,6,1776,139,42,,,1,"Lo 97,821",
,248,510,D,8,10,1787,JOHN MC CAFFERY,,JOHN MC CAFFERY,,9,6,1780,24,46,Reg 6393,,1,RO,
,248,511,E,8,10,1787,JOHN MC CAFFERY,,,,9,6,1780,30,,,,1,"Lo 137,1334",
,248,512,G,8,10,1787,JOHN,FARNAM,JOHN FARNAM,,9,6,1780,70,55,Reg 6393,,1,RO,
,248,513,N,8,14,1787,SILAS,SANDFORD,SILAS SANDFORD,,7,11,1780,293,70,,,,,
,248,514,P,8,16,1787,SAMUEL,HOLT,SAMUEL HOLT,,9,27,1781,264,86,,,1,"Lo 49,382",
,248,515,R,8,16,1787,ROBERT,WARNOCK,ROBERT WARNOCK,,6,11,1782,12,14,,,1,"Lo 67,463",
,249,516,D,8,17,1787,GEORGE,WORTHYLAKE,GEORGE WORTHYLAKE,,5,29,1780,73,82,,,1,"L 114,16",
,249,517,E,8,17,1787,JESSE,SIP,JESSE SIP,,4,14,1781,53,73,,,1,"L 114,16",
,249,518,G,8,17,1787,FRANCIS,PERKIM,FRANCIS PERKIM,,9,23,1779,6,66,,,1,"L 59,20",
,249,519,N,8,21,1787,SAMUEL,CHINE,SAMUEL CHINE,,7,17,1780,24,52,Reg 6047,,1,RO,
,249,520,P,8,21,1787,THOMAS,HAUGHTON,THOMAS HAUGHTON,,3,1,1777,45,45,,,1,823,
,249,521,R,8,21,1787,JOHN,FARNAM,JOHN FARNAM,,9,6,1780,26,68,,,1,"Lo 137,1334",
,249,522,D,8,25,1787,JOHN,MCLEAN,JOHN MCLEAN,,5,16,1780,17,,Reg 5742 not marked when cancelled,,1,RO,
,249,523,E,8,25,1787,CHARLES,PRIELY,CHARLES PRIELY,,12,4,1782,477,8,Reg 6393,,1,RO,
,249,524,G,8,27,1787,EISHA,HINMAN,EISHA HINMAN,,3,9,1778,1775,,,,1,407,
,249,525,N,8,27,1787,EISHA,HINMAN,,,1,25,1780,1563,8,,,1,407,
,249,526,P,8,27,1787,DANIEL STARR,,DANIEL STARR,,6,4,1780,390,63,Reg 6051,,1,RO,
,250,527,R,8,28,1787,THOMAS,IVERS,THOMAS IVERS,,5,20,1776,3164,64,Reg 5694 not marked off when cancelled,,1,RO,
,250,528,D,8,28,1787,SAMUEL,COOPER,SAMUEL COOPER,,11,1,1781,832,14,Reg 6025,,1,RO,
,250,529,E,8,28,1787,MATTHEW,MCFEE,MATTHEW MCFEE,,9,15,1779,117,88,,,1,1850,
,250,530,G,8,31,1787,JAMES LYND,,JAMES LYND,,12,10,1780,515,6,,,1,565,
,250,531,N,8,31,1787,PHILIP,O'REILY,PHILIP O'REILY,,4,14,1781,93,8,Reg 5976,,1,RO,
,250,532,P,8,31,1787,JOHN,MARRNAN,JOHN MARRNAN,,1,4,1781,50,68,Reg 5976,,1,RO,
,250,533,R,8,31,1787,FRANCIS,MC LAUGHLIN,FRANCIS MC LAUGHLIN,,4,14,1781,17,54,Reg 5976,,1,RO,
,250,534,D,8,31,1787,WILLIAM,GRANT,WILLIAM GRANT,,4,16,1781,55,33,Reg 5976,,1,RO,Intarest not specified in rec
,250,535,E,8,31,1787,ELNATHAN,CHATFIELD,ELNATHAN CHATFIELD,,3,3,1781,12,59,Reg 5976,,1,RO,
,250,536,G,8,31,1787,THOMAS,WOOD,THOMAS WOOD,,4,14,1781,10,4,do 5976,,1,RO,
,250,537,N,9,3,1787,JOHN,RWLAND,JOHN RWLAND,,4,14,1781,16,16,Reg 5976,,1,RO,
,251,538,P,9,3,1787,FRANCIS,MC LANE,FRANCIS MC LANE,,4,14,1781,19,,Reg 5976,,1,RO,
,251,539,R,9,3,1787,HAIL,MYERS,HAIL MYERS,,4,14,1781,15,16,d 5976,,1,RO,
,251,540,H,9,6,1787,JOHN,SIGGINSON,JOHN SIGGINSON,,1,20,1777,37,84,,,1,"Lo 149,5093",
,251,541,I,9,6,1787,HENRY TAYLOR,,HENRY TAYLOR,,1,20,1777,20,6,,,1,1571,
,251,542,L,9,7,1787,LUKE,MATTHEWMAN,LUKE MATTHEWMAN,,2,24,1779,123,47,Reg 5742not marked off when cancelled,,1,RO,
,251,543,A,9,18,1787,DAVID CULLAM,,DAVID CULLAM,,8,18,1782,338,74,Reg 5744 do - do,,1,RO,
,251,544,B,9,18,1787,DAVID CULLAM,,,,8,18,1782,1016,42,Reg 5744 not marked off when cancelled,,1,RO,
,251,545,C,9,18,1787,CLARENCE WENTWORTH,,CLARENCE WENTWORTH,,8,18,1782,28,29,Reg 5744 do,,1,RO,
,251,546,A,9,20,1787,JAMES,BOYLE,JAMES BOYLE,,3,16,1781,20,72,do 6044,,1,RO,
,251,547,B,9,20,1787,JOSEPH,BARTLOT,JOSEPH BARTLOT,,11,6,1781,66,65,Reg 5617 not formerly chaeked off when cancelled,,1,RO,
,252,548,C,9,20,1787,BENJAMIN,PITTS,BENJAMIN PITTS,,7,11,1780,63,7,Reg 6070,,1,RO,
,252,549,H,9,20,1787,JOHN,MADER,JOHN MADER,,3,16,1780,77,31,,,1,4521,
,252,550,I,9,20,1787,STEWART JEMMISON,,STEWART JEMMISON,,3,15,1783,50,80,,,1,2191,
,254,551,L,10,9,1787,EDWARD,THURBUR,EDWARD THURBUR,,9,4,1779,851,60,,,1,68,
,254,552,A,10,9,1787,DAVID,STEVENS,DAVID STEVENS,,12,9,1777,32,49,Reg 6620,,1,RO,
,254,553,B,10,9,1787,ANTHONY,RUNNOE,ANTHONY RUNNOE,,12,9,1777,14,44,do 6620,,1,RO,
,254,554,H,10,11,1787,JOHN,DAGGETT,JOHN DAGGETT,,11,13,1778,71,54,Reg 6292,,2,RO,
,254,555,I,10,11,1787,GIBBONS,SHARPE,GIBBONS SHARPE,,3,1,1784,461,62,"Zwwiept D 460,62",,1,"Lo 97,815",
,254,556,L,10,11,1787,GIBBONS,SHARPE,,,3,1,1784,937,48,,,1,RO,
,254,557,A,10,11,1787,JOHN,RHEA,JOHN RHEA,,3,15,1781,43,57,,,1,Lo 1850,
,254,558,B,10,13,1787,ROBERT,HARRIS,ROBERT HARRIS,,9,3,1779,671,20,Reg 5759,,1,RO,
,254,559,C,10,13,1787,JAMES ROBINSON,,JAMES ROBINSON,,1,31,1780,943,4,,,1,SO,
,254,560,A,10,13,1787,MATTHEW,CHUBB,MATTHEW CHUBB,,10,11,1780,96,8,,,1,1850,
,254,561,B,10,13,1787,JOHN,WHITE,JOHN WHITE,,7,16,1780,75,5,Reg 5697 Not marked when Cancelled,,1,RO,
,254,562,C,10,13,1787,WILLIAM,SLAPER,WILLIAM SLAPER,,9,6,1780,60,76,,,1,2191,
,254,563,I,10,15,1787,SAMUEL,CARTIS,SAMUEL CARTIS,,1,25,1780,963,15,,,1,457,
,255,564,L,10,15,1787,JOSEPH,FREDERICK,JOSEPH FREDERICK,,9,6,1780,99,14,Reg 6046,,1,RO,
,255,565,H,10,16,1787,THOMAS,CUSHING,THOMAS CUSHING,,5,1,1779,4000,,,,1,Lo 89538,
,255,566,I,10,16,1787,THOMAS,CUSHING,,,5,1,1779,4000,,,,1,Lo 89538,
,255,567,L,10,16,1787,THOMAS,CUSHING,,,5,1,1779,4000,,,,1,Lo 89538,
,255,568,A,10,16,1787,THOMAS,CUSHING,,,5,1,1779,3759,44,,,1,Lo 89538,
,255,569,B,10,17,1787,AMOS,WINDSHIP,AMOS WINDSHIP,,3,16,1781,770,53,Reg 6597,,1,RO,
,255,570,C,10,17,1787,THOMAS,BRISKOW,THOMAS BRISKOW,,9,6,1780,35,40,Reg 6070,,1,RO,Last name not sure
,255,571,H,10,17,1787,JAMES,DALLEY,JAMES DALLEY,,7,8,1780,225,8,do 6422,,1,RO,
,255,572,I,10,19,1787,SILAS DEVOL,,SILAS DEVOL,,7,16,1780,803,53,Reg 6393 marked when cancelled,,1,RO,
,255,573,L,10,26,1787,PIERCE POWER,,PIERCE POWER,,7,11,1780,132,30,,,1,"Lo 174,1987",
,255,574,A,10,26,1787,CHARLES,RICKER,CHARLES RICKER,,7,11,1780,39,55,Reg 5737,,1,RO,
,255,575,B,10,26,1787,FRANCIS MASSUERE,,FRANCIS MASSUERE,,6,23,1781,561,54,Reg 5737,,1,RO,
,256,576,C,10,26,1787,PETER,ADAMS,PETER ADAMS,,7,11,1780,114,75,Reg 5737,,1,RO,
,256,577,H,10,26,1787,BENJAMIN,LORD,BENJAMIN LORD,,7,11,1780,75,47,d 5737,,1,RO,
,256,578,I,10,26,1787,JA HOLBROOK,,JA HOLBROOK,,7,11,1780,24,25,Reg 5743 not marked off when cancelled,,1,RO,
,256,579,L,10,26,1787,ABNER,COFFIN,ABNER COFFIN,,7,14,1780,35,40,Reg 5737,,1,RO,
,256,580,A,10,27,1787,JOSEPH,ROBERTS,JOSEPH ROBERTS,,7,11,1780,33,45,do 5737,,1,RO,
,256,581,B,10,27,1787,WILLIAM,MILTON,WILLIAM MILTON,,7,11,1780,38,25,do 5737,,1,RO,
,256,582,C,10,27,1787,JOHN ARNEY,,JOHN ARNEY,,8,24,1779,12,65,,,1,Lo 81-65,
,256,583,H,10,27,1787,JOHN,GIBSON,JOHN GIBSON,,7,11,1780,34,55,Reg 5737,,1,RO,
,256,584,I,10,27,1787,RICHARD,LANGDON,RICHARD LANGDON,,5,1,1781,993,15,,,1,"Lo 144,1564",
,256,585,L,11,2,1787,STEPHEN,GREGORY,STEPHEN GREGORY,,3,1,1783,1354,18,Reg 6228,,1,RO,
,256,586,A,11,3,1787,WILLIAM PETTY,,WILLIAM PETTY,,5,16,1780,103,55,Reg 5737,,1,RO,
,256,587,B,11,5,1787,LAWRENCE,BROOK,LAWRENCE BROOK,,1,23,1780,139,59,do 6002,,1,RO,
,257,588,C,11,5,1787,WILLIAM,BALCOM,WILLIAM BALCOM,,9,6,1780,30,57,Reg 6046,,1,RO,
,257,589,H,11,5,1787,CHIPMAN,BANGS,CHIPMAN BANGS,,9,6,1780,42,46,Reg 6213,,1,RO,
,257,590,I,11,5,1787,WILLIAM,COLLINGWOOD,WILLIAM COLLINGWOOD,,9,6,1780,65,27,Reg 6025,,1,RO,
,257,591,L,11,6,1787,WILLIAM,MC CASSETT,WILLIAM MC CASSETT,,2,10,1780,100,48,Reg 6025,,1,RO,
,257,593,B,11,6,1787,ANDREW,GARDINER,ANDREW GARDINER,,11,17,1784,1093,30,,,1,Lo 73478,
,257,594,C,11,7,1787,MICHAEL,RYAN,MICHAEL RYAN,,3,25,1780,55,42,Reg 6312,,1,RO,
,257,595,H,11,7,1787,GILBERT,WALL,GILBERT WALL,,6,13,1780,5,26,Reg 6043,,1,RO,
,257,596,I,11,7,1787,ROMEO,LAMB,ROMEO LAMB,,5,25,1782,226,38,Reg 5737,,1,RO,
,257,597,L,11,14,1787,ISAAC CARR,,ISAAC CARR,,9,6,1780,105,43,,,1,RO,
,257,598,A,11,14,1787,JOHN,GREEN,JOHN GREEN,,9,6,1780,157,54,Reg 6070,,1,RO,
,257,599,B,11,14,1787,ROBERT,ELLIS,ROBERT ELLIS,,2,10,1780,96,,,,1,"Lo 150,1700",
,257,600,C,11,14,1787,REUBEN,CHACE,REUBEN CHACE,,1,19,1780,86,45,,,1,"Lo 97,1055",
,258,601,H,11,14,1787,NATHANIEL BAILEY,,NATHANIEL BAILEY,,9,23,1779,4,13,,,1,"Lo 137,1336",
,258,602,I,11,15,1787,RICHARD,LUNT,RICHARD LUNT,,7,20,1779,13,39,,,1,403,
,258,603,L,11,15,1787,DANIEL,KNIGHT,DANIEL KNIGHT,,9,6,1780,112,52,,,1,Lo 2040,
,258,604,A,11,15,1787,JOHN,PARR,JOHN PARR,,9,6,1780,70,13,,,1,74,
,258,605,B,11,15,1787,EBENEZER,EDWARDS,EBENEZER EDWARDS,,9,6,1780,43,82,,,1,794,
,258,606,C,11,19,1787,CUFF,JENNINGS,CUFF JENNINGS,,7,16,1780,63,62,,,1,Lo 89638,
,258,607,L,11,19,1787,ROBERT,MULLER,ROBERT MULLER,,5,1,1779,686,29,,,1,1850,
,258,608,A,11,19,1787,ROBERT,MULLER,,,4,28,1780,465,55,,,1,1850,
,258,609,B,11,20,1787,ROBERT,MC CAVER,ROBERT MC CAVER,,6,1,1778,329,,Reg 5761,,1,RO,
,258,610,C,11,20,1787,ROBERT,MC CAVER,,,1,1,1781,490,63,do 5761,,1,RO,
,258,611,H,11,20,1787,RICHARD WICKES,,RICHARD WICKES,,6,29,1776,22,,,,1,2629,Int pretd 20th Nov 1776
,258,612,I,11,20,1787,LAMBERT WICKES,,LAMBERT WICKES,,10,1,1777,541,8,,,1,2629,
,259,613,L,11,20,1787,LAMBERT WICKES,,,,10,1,1777,193,,,,1,2285,
,259,614,A,11,27,1787,BENJAMIN,PIERCE,BENJAMIN PIERCE,,1,23,1778,131,48,Reg 6309,,1,RO,
,259,616,C,12,3,1787,PRESERVED,SISSON,PRESERVED SISSON,,3,16,1781,33,30,,,1,2090,
,259,617,H,12,3,1787,EDMUND,OGDEN,EDMUND OGDEN,,9,6,1780,105,55,Reg 5912,,1,RO,
,259,618,I,12,3,1787,SAMUEL,DALE,SAMUEL DALE,,9,6,1780,72,55,do 6044,,1,RO,
,259,619,L,12,5,1787,THOMAS SIMPSON,,THOMAS SIMPSON,,7,1,1780,1427,75,,,1,"Lo 10,11",
,259,620,A,12,8,1787,THOMAS,ELWOOD,THOMAS ELWOOD,,11,1,1781,85,65,Reg 6337,,1,RO,
,259,621,B,12,10,1787,DAVID,TROW,DAVID TROW,,9,6,1780,75,48,Reg 5742 not marked when cancelled,,1,RO,
,259,622,C,12,11,1787,JONATHAN,SMITH,JONATHAN SMITH,,10,25,1779,39,77,do 6382,,1,RO,
,259,623,H,12,12,1787,SAMUEL,CROMWELL,SAMUEL CROMWELL,,4,27,1780,18,12,,,1,"Lo 59,25",
,259,624,I,12,12,1787,WINTHROP,LANGLEY,WINTHROP LANGLEY,,4,22,1780,14,88,,,1,"Lo 109,138",
,259,625,L,12,13,1787,HENRY,GARDNER,HENRY GARDNER,,9,6,1780,131,82,Reg 5722 not marked when cancelled,,1,RO,
,259,626,A,12,18,1787,LEWIS RUSSELL,,LEWIS RUSSELL,,9,6,1780,97,40,Reg 6025,,1,RO,
,260,627,B,12,18,1787,JOHN SAWIN,,JOHN SAWIN,,9,6,1780,134,81,Reg 6025,,1,RO,
,260,628,C,12,18,1787,JAMES,EVANS,JAMES EVANS,,9,6,1780,61,63,do 6025,,1,RO,
,260,629,H,12,18,1787,RICHARD SKINNERS,,RICHARD SKINNERS,,7,16,1780,65,63,Reg 6025,,1,RO,
,260,630,I,12,18,1787,GEORGE,COX,GEORGE COX,,9,6,1780,42,50,do 6025,,1,RO,
,260,631,L,12,18,1787,JOSEPH,STILL,JOSEPH STILL,,9,6,1780,71,59,Reg 6025,,1,RO,
,260,632,A,12,20,1787,SILAS,SMITH,SILAS SMITH,,5,19,1780,6,66,Reg 6043,,1,RO,
,260,633,B,12,20,1787,JACOB,TURE,JACOB TURE,,9,6,1780,65,11,Reg 5912,,1,RO,
,260,634,C,12,20,1787,WILLIAM,CLYSDALE,WILLIAM CLYSDALE,,9,6,1780,56,30,Reg 5912,,1,RO,
,260,635,H,12,20,1787,JAMES MC CHORD,,JAMES MC CHORD,,3,18,1781,153,82,,,1,1850,
,260,636,I,12,20,1787,CHARLES PARSONS,,CHARLES PARSONS,,6,27,1780,79,69,Reg 5912,,1,RO,
,260,637,L,12,20,1787,JAMES PARRY,,JAMES PARRY,,12,1,1779,7,14,do 5912,,1,RO,
,260,638,A,12,20,1787,ARTHUR DUNN,,ARTHUR DUNN,,12,26,1780,200,57,,,1,"Lo 83,726",
,260,639,B,12,20,1787,JOHN GARVIN,,JOHN GARVIN,,8,15,1782,379,20,,,1,142,
,261,640,C,12,20,1787,HERMAN,WHITMAN,HERMAN WHITMAN,,5,19,1780,31,2,,,1,295,
,261,641,H,12,20,1787,SAMUEL,HUBBELL,SAMUEL HUBBELL,,8,14,1782,459,65,,,1,1850,
,261,642,I,12,20,1787,LAWRENCE,VENNESS,LAWRENCE VENNESS,,9,6,1780,64,82,,,1,1850,Last name not sure
,261,643,L,12,20,1787,ROBERT,CORAM,ROBERT CORAM,,11,9,1779,23,13,Reg 6397,,1,RO,
,261,644,A,12,20,1787,SAMUEL,MATTHEWS,SAMUEL MATTHEWS,,6,13,1780,34,,,,1,141,
,261,645,B,12,20,1787,JOSEPH,BURNS,JOSEPH BURNS,,9,6,1780,40,46,Reg 5912,,1,RO,
,261,646,C,12,21,1787,THOMAS,PATTER,THOMAS PATTER,,3,5,1781,9,38,,,1,"Lo 65,201",
,261,647,H,12,21,1787,ELIHU,TROWBRIDGE,ELIHU TROWBRIDGE,,10,22,1778,138,60,Reg 6210,,1,RO,
,261,648,L,12,21,1787,LAWRENCE,SMITH,LAWRENCE SMITH,,1,24,1780,13,76,,,1,1850,
,261,649,A,12,21,1787,PATRICK GREEN,,PATRICK GREEN,,3,18,1781,57,7,,,,,Strike Through not found
,261,650,B,12,21,1787,WILLIAM DENNY,,WILLIAM DENNY,,11,5,1780,21,61,,,1,1850,
,261,651,C,12,21,1787,JOHN DOWN,,JOHN DOWN,,5,16,1780,135,16,Reg 5912,,1,RO,
,261,652,H,12,21,1787,ELISHA JOHNOTON,,ELISHA JOHNOTON,,3,1,1781,113,46,do 5912,,1,RO,
,262,653,I,12,21,1787,JOHN,GUNNISSON,JOHN GUNNISSON,,5,16,1781,273,55,Reg 5912,,1,RO,
,262,654,L,12,22,1787,ALEXANDER,TAYLOR,ALEXANDER TAYLOR,,9,6,1780,28,52,,,1,No 1,
,262,655,A,12,24,1787,STEPHEN LAWLEY,,STEPHEN LAWLEY,,9,23,1779,20,5,Reg 5912,,1,RO,
,262,656,B,12,24,1787,JAMES CRUMPTON,,JAMES CRUMPTON,,3,18,1781,84,30,Reg 5912,,1,RO,"Int predt 18 May, 1780"
,262,657,C,12,26,1787,ANTHONY,BENSON,ANTHONY BENSON,,1,1,1781,47,3,Reg 5912,,1,RO,
,262,658,H,12,27,1787,JOHN FISE,,JOHN FISE,,3,18,1781,58,10,Reg 5912,,1,RO,
,262,659,I,12,27,1787,JOHN EAGAN,,JOHN EAGAN,,3,18,1781,83,50,do 5912,,1,RO,
,262,660,L,12,27,1787,JOSHUA MOORE,,JOSHUA MOORE,,3,18,1781,73,51,,,1,1850,
,262,661,A,12,27,1787,EDMUND BOYINGTON,,EDMUND BOYINGTON,,3,18,1781,150,54,Reg 5912,,1,RO,
,262,662,B,12,27,1787,DANIEL CONNOR,,DANIEL CONNOR,,3,18,1781,227,23,do 5912,,1,RO,
,262,663,C,12,27,1787,JAMES PLUMMER,,JAMES PLUMMER,,3,18,1781,62,20,do 5912,,1,RO,
,262,664,H,12,27,1787,THOMAS MC CARTY,,THOMAS MC CARTY,,3,18,1781,54,40,,,1,1850,
,262,665,I,12,27,1787,ALEXAMDER WHITE,,ALEXAMDER WHITE,,3,18,1781,60,,,,1,1850,
,263,666,L,12,27,1787,ELIJAH PERKINS,,ELIJAH PERKINS,,3,16,1781,267,74,,,1,267,"Int predt 16th March, 1780"
,263,667,H,12,28,1787,MICHAEL MILLER,,MICHAEL MILLER,,3,18,1781,56,40,,,1,2191,
,263,668,I,12,28,1787,GREENBERRY HUGHES,,GREENBERRY HUGHES,,3,18,1781,51,50,Reg 6397,,1,RO,
,263,669,L,12,28,1787,WILLIAM BROWN FOGGO,,WILLIAM BROWN FOGGO,,10,11,1781,283,80,,,1,Lo 83-726,
,263,670,A,12,29,1787,JOHN,SADLER,JOHN SADLER,,9,6,1780,67,77,Reg 6046,,1,RO,
,263,671,B,12,29,1787,ROBERT SMITH,,ROBERT SMITH,,12,6,1780,95,76,,,1,5459,
,263,672,C,12,31,1787,JOHN MINAN,,JOHN MINAN,,9,6,1780,56,64,,,1,RO,
,263,673,H,12,31,1787,THOMAS VAUGHEN,,THOMAS VAUGHEN,,11,1,1778,580,,,,1,1850,
,263,674,I,12,31,1787,THOMAS VAUGHEN,,,,5,1,1780,541,4,,,1,1850,
,263,675,L,12,31,1787,DAVID,MAYWELL,DAVID MAYWELL,,7,11,1780,20,47,,,1,"Lo 73,388",
,264,676,A,1,3,1788,JACOB,NUTTER,JACOB NUTTER,,9,6,1780,107,52,Reg 6325,,1,RO,
,264,677,B,1,3,1788,JOHN,LIBBEY,JOHN LIBBEY,,7,11,1780,52,8,,,1,99,
,264,678,C,1,3,1788,WILLIAM,BRAY,WILLIAM BRAY,,4,13,1780,88,36,Reg 5737 not marked when cancelled,,1,RO,
,264,679,H,1,3,1788,THEOPHILUS WIGGINS,,THEOPHILUS WIGGINS,,7,11,1780,40,42,,,1,"Lo 182,2052",
,264,680,I,1,3,1788,SAMUEL APPLETON,,SAMUEL APPLETON,,7,11,1780,58,57,,,1,782,
,264,681,L,1,3,1788,EDWARD,WEBBER,EDWARD WEBBER,,4,30,1780,49,77,Reg 6543,,1,RO,
,264,682,A,1,3,1788,JOHN,RAYNES,JOHN RAYNES,,7,11,1780,51,55,Reg 6025,,1,RO,
,264,683,B,1,3,1788,JOHN,DAVIS,JOHN DAVIS,,7,11,1780,35,25,,,1,"Lo 97,1032",
,264,684,C,1,3,1788,JOHN,TODD,JOHN TODD,,4,30,1780,28,57,Reg 6025,,1,RO,
,264,685,D,1,3,1788,ABRAHAM HODSDON,,ABRAHAM HODSDON,,7,11,1780,54,80,do 6325,,1,RO,
,264,686,E,1,3,1788,JEDEDIAH,KNOX,JEDEDIAH KNOX,,4,14,1781,62,66,Reg 6046,,1,RO,
,264,687,G,1,3,1788,DAVID,HORSHAM,DAVID HORSHAM,,7,11,1780,50,58,do 6238,,1,RO,
,264,688,N,1,4,1788,BENJAMIN,ROBERTS,BENJAMIN ROBERTS,,7,11,1780,41,41,do 6591,,1,RO,
,265,689,P,1,4,1788,METURIN,RICKER,METURIN RICKER,,7,11,1780,61,48,,,1,900,
,265,690,R,1,4,1788,HENRY,LUNT,HENRY LUNT,,5,16,1781,220,16,,,1,RO,
,265,691,D,1,4,1788,PELETIAH,GREENOUGH,PELETIAH GREENOUGH,,7,11,1780,58,45,Reg 6543,,1,"Lo 97,1061",
