Page,JPEG number,Number,Letter,Date of the Certificate Month,Day,Year,raw_first_name_1,raw_last_name_1,raw_name,Title,Time when the debt became due Month,Day2,Year2,Amount Dollars,90th,Total Dollars,Column,Line Strike Thorugh? Yes?,Note,Notes
,265,692,E,1,4,1788,JACOB,HORN,JACOB HORN,,7,11,1780,54,63,,,1,386,
,265,693,G,1,4,1788,ABEL,TURNEY,ABEL TURNEY,,9,10,1781,40,78,,,1,287,
,265,694,N,1,4,1788,EDWARD,HILLERIAN,EDWARD HILLERIAN,,7,11,1780,184,22,,,1,"Lo 137,1293",
,265,695,P,1,4,1788,GEORGE,NORTON,GEORGE NORTON,,7,11,1780,40,88,Reg 6025,,1,RO,
,265,696,R,1,5,1788,ESEK,HOPKINS,ESEK HOPKINS,,3,26,1777,2027,79,,,1,341,
,265,697,D,1,9,1788,HECTOR MC NEIL,,HECTOR MC NEIL,,12,27,1777,2091,54,,,1,"Lo 137,1370",
,265,698,E,1,11,1788,THOMAS,DOTEN,THOMAS DOTEN,,1,3,1782,797,16,Reg 6782,,1,RO,
,265,699,G,1,11,1788,SYLVANUS,BARTLETT DECEASED,SYLVANUS BARTLETT DECEASED,,7,15,1780,58,28,,,1,"Lo 73,368",
,265,700,N,1,11,1788,THOMAS,COX,THOMAS COX,,2,10,1780,49,30,,,1,"Lo 97,1055",
,265,701,P,1,11,1788,JOHN FENNING,,JOHN FENNING,,9,22,1781,436,9,,,1,2191,
,265,702,R,1,18,1788,THOMAS,POTTER,THOMAS POTTER,,3,5,1781,66,60,,,1,"Lo 137,1392",
,266,703,N,1,22,1788,STEPHEN,WATERS,STEPHEN WATERS,,9,6,1780,39,26,,,1,"Lo 53,205",
,266,704,P,1,23,1788,NEWPORT,RHODE ISLAND,NEWPORT RHODE ISLAND,,7,11,1780,32,31,,,1,"Lo 38,287",
,266,705,R,1,23,1788,THOMAS,LORD,THOMAS LORD,,7,11,1780,74,9,,,1,446,
,266,706,D,1,23,1788,TIMOTHY,WARMOUTH,TIMOTHY WARMOUTH,,7,11,1780,71,76,,,1,No 8,
,266,707,E,1,23,1788,SAMUEL,MARBLE,SAMUEL MARBLE,,7,11,1780,87,15,,,1,125,
,266,708,G,1,23,1788,JOHN,HOOPER,JOHN HOOPER,,7,11,1780,39,48,Reg 5940,,1,RO,
,266,709,N,1,23,1788,JMAES,WARMOUTH,JMAES WARMOUTH,,7,11,1780,66,54,do 6228,,1,RO,
,266,710,P,1,23,1788,RICHARD,HAWEY,RICHARD HAWEY,,7,11,1780,42,40,Reg 6025,,1,RO,
,266,711,R,1,23,1788,ANDREW,SHERBURNE,ANDREW SHERBURNE,,7,11,1780,71,79,,,1,"Lo 73,483",
,266,712,D,1,24,1788,JAMES,CONNELL,JAMES CONNELL,,6,13,1780,62,43,Reg 6512,,1,RO,
,266,713,E,2,4,1788,ROBERT,SMITH,ROBERT SMITH,,11,3,1780,204,19,,,1,1850,
,266,714,G,2,4,1788,ISAAC,SMITH,ISAAC SMITH,,11,3,1780,24,,,,1,2773,
,266,715,N,2,7,1788,JOHN,MORANT,JOHN MORANT,,11,9,1779,21,72,Reg 5823,,1,RO,
,266,716,P,2,7,1788,JOHN,SEAWARD,JOHN SEAWARD,,4,30,1780,42,23,do 6002,,1,RO,
,267,717,R,2,7,1788,THOMAS,SHERBURNE,THOMAS SHERBURNE,,4,30,1780,48,85,Reg 5930,,1,RO,
,267,718,D,2,7,1788,SAMUEL,PARCKAR,SAMUEL PARCKAR,,4,30,1780,99,10,do 5940,,1,RO,
,267,719,E,2,7,1788,NATHANIEL,COBBEY,NATHANIEL COBBEY,,7,11,1780,27,56,,,1,"Lo 59,28",
,267,720,G,2,7,1788,JAMES BARTLETT,,JAMES BARTLETT,,7,11,1780,53,,Reg 5939,,1,RO,
,267,721,N,2,7,1788,CHESLY PERKINS,,CHESLY PERKINS,,7,11,1780,43,27,,,1,191,
,267,722,P,2,7,1788,SOLOMON,THOMPSON,SOLOMON THOMPSON,,7,11,1780,74,3,Reg 6325,,1,RO,
,267,723,R,2,7,1788,THOMAS,BODINGTON,THOMAS BODINGTON,,7,11,1780,36,58,Reg 5940,,1,RO,
,267,724,D,2,8,1788,ROBERT,SMITH,ROBERT SMITH,,11,3,1780,96,36,,,1,2773,
,267,725,E,2,13,1788,ABEL,GORE,ABEL GORE,,8,8,1781,285,9,Reg 5940,,1,RO,
,267,726,G,2,13,1788,WILLIAM,LEEDS,WILLIAM LEEDS,,1,25,1780,,,,,,,this certificate was Cancelled
,267,726,N,2,14,1788,WILLIAM,LEEDS,,,1,25,1780,211,75,Reg 5905,,1,RO,
,267,727,P,2,14,1788,ESTATE JOHN HAYNES,,ESTATE JOHN HAYNES,,9,6,1780,79,60,,,1,1850,
,267,728,D,2,15,1788,SAMUEL,STACY,SAMUEL STACY,,5,16,1781,59,5,,,1,4780,
,267,729,E,2,15,1788,SAMUEL,STACY,,,5,16,1781,100,,,,1,"Lo 123,158",
,268,730,G,2,15,1788,SAMUEL,STACY,,,5,16,1781,100,,,,1,"Lo 123,158",
,268,731,N,2,15,1788,SAMUEL,STACY,,,5,16,1781,50,,,,1,"Lo 123,158",
,268,732,P,2,15,1788,SAMUEL,STACY,,,5,16,1781,50,,,,1,"Lo 123,158",
,268,733,R,2,15,1788,NATHANIEL,KINNARD,NATHANIEL KINNARD,,3,16,1780,32,70,,,1,"Lo 164,194",
,268,734,D,2,15,1788,NATHANIEL,KINNARD,,,3,16,1780,30,,,,1,"Lo 123,158",
,268,735,E,2,18,1788,JOSEPH,HARDY,JOSEPH HARDY,,3,7,1783,485,47,Reg 5976,,1,RO,
,268,736,G,2,18,1788,JOSEPH,HARDY,,,3,7,1783,30,,Reg 5976,,1,RO,
,268,737,N,2,18,1788,JOSEPH,HARDY,,,12,31,1780,1000,,Reg 5784 Not marked when cancelled,,1,RO,
,268,738,P,2,19,1788,SAMUEL,CHENCY,SAMUEL CHENCY,,5,26,1778,83,77,Reg 5912,,1,RO,
,268,739,R,2,19,1788,FRANCIS,PALMER,FRANCIS PALMER,,7,16,1780,47,79,do 5976,,1,RO,
,268,740,D,2,19,1788,RICHARD,PALMER,RICHARD PALMER,,12,31,1779,500,,Reg 5976,,1,RO,
,268,741,E,2,19,1788,RICHARD,PALMER,,,4,30,1781,311,65,do 5976,,1,RO,
,269,742,G,2,25,1788,JAMES,NEAL,JAMES NEAL,,7,11,1780,42,24,Reg 6046,,1,RO,
,269,743,N,2,25,1788,WILLIAM,HART,WILLIAM HART,,7,11,1780,45,65,Reg 6002,,1,RO,
,269,744,P,2,25,1788,RICHARD,MOLINEAUX,RICHARD MOLINEAUX,,7,11,1780,46,55,Reg 6002,,1,RO,
,269,745,R,2,25,1788,THOMAS,PROUSE,THOMAS PROUSE,,7,11,1780,30,10,,,1,RO,
,269,746,D,2,25,1788,SAMUEL,HILL,SAMUEL HILL,,7,11,1780,33,44,,,1,RO,
,269,747,E,2,25,1788,BENJAMIN,FISHLY,BENJAMIN FISHLY,,7,11,1780,26,5,,,1,"Lo 59,20",
,269,748,G,2,25,1788,ANDREW,TUCKER,ANDREW TUCKER,,7,11,1780,43,43,Reg 5940,,1,RO,
,269,749,N,2,25,1788,NOAH,AKERMAN,NOAH AKERMAN,,4,30,1780,4,20,Reg 5939,,1,RO,
,269,750,P,2,25,1788,JAMES,SULLIVAN,JAMES SULLIVAN,,4,30,1780,24,65,do 6002,,1,RO,
,269,751,R,2,25,1788,JOHN,WALL,JOHN WALL,,4,30,1780,13,87,Reg 5939,,1,RO,
,269,752,D,2,26,1788,JOHN,ROBERTS,JOHN ROBERTS,,7,11,1780,54,28,do 6386,,1,RO,
,269,753,E,2,26,1788,SOLOMON,HUTCKINS,SOLOMON HUTCKINS,,7,11,1780,68,70,Reg 5930,,1,RO,
,270,754,G,2,26,1788,SIMON,HUTCHINS DECEASED,SIMON HUTCHINS DECEASED,,7,11,1780,47,12,Reg 6002,,1,RO,
,270,755,N,2,26,1788,THOMAS,CHANDLER,THOMAS CHANDLER,,7,11,1780,34,68,do 6341,,1,RO,
,270,756,P,2,26,1788,NICHOLAS,FURLONG DECEASED,NICHOLAS FURLONG DECEASED,,7,11,1780,104,58,do 6572,,1,RO,
,270,757,R,2,27,1788,GILBERT,SALTONSTALL,GILBERT SALTONSTALL,,5,21,1783,2149,56,,,1,"Lo 26,177",
,270,758,D,2,29,1788,JOHN,GOULD DECEASED,JOHN GOULD DECEASED,,5,30,1781,22,9,,,1,929,Int predt  13th May
,270,759,E,3,1,1788,SAMUEL,HERN DECEASED,SAMUEL HERN DECEASED,,3,18,1781,247,3,Reg 5940,,1,RO,
,270,760,G,3,3,1788,STEVEN,LOLEY DECEASED,STEVEN LOLEY DECEASED,,9,23,1779,20,5,do 6002,,1,RO,
,270,761,N,3,3,1788,DAVID,WOODER DECEASED,DAVID WOODER DECEASED,,7,11,1780,64,5,do 6025,,1,RO,
,270,762,P,3,5,1788,SAMUEL A,OTIS,SAMUEL A OTIS,,10,1,1778,398,,,,1,445,
,270,763,R,3,6,1788,JOHN ROWE,,JOHN ROWE,,12,31,1782,1533,48,,,1,"Lo 97,733",
,270,764,D,3,6,1788,JOHN,KEILY,JOHN KEILY,,9,6,1780,27,78,Reg 5905,,1,RO,
,270,765,E,3,7,1788,DANIEL,TILLINGHARST,DANIEL TILLINGHARST,,7,11,1780,101,53,,,1,2890,
,271,766,G,3,7,1788,JOHN,MORAN,JOHN MORAN,,9,7,1780,67,,Reg 6044,,1,RO,
,271,767,N,3,7,1788,PIERCE,MORAN,PIERCE MORAN,,6,20,1781,29,21,do 6044,,1,RO,
,271,768,P,3,7,1788,WILLIAM,MC DOWELL,WILLIAM MC DOWELL,,6,18,1778,135,67,,,1,1510,
,271,769,R,3,7,1788,JOHN,WARREN,JOHN WARREN,,5,14,1781,42,7,Reg 6242,,1,RO,
,271,770,D,3,8,1788,WILLIAM O,BARNET,WILLIAM O BARNET,,4,30,1780,3,83,Reg 6046,,1,RO,
,271,771,E,3,8,1788,JOHN,RICKER,JOHN RICKER,,7,11,1780,72,50,,,1,"Lo 89,630",
,271,772,G,3,8,1788,GEORGE,HUDSON,GEORGE HUDSON,,1,11,1783,74,82,Reg 6044,,1,RO,
,271,773,N,3,8,1788,ANDREW,WHITHAM,ANDREW WHITHAM,,9,1,1779,7,45,,,1,3867,
,271,774,P,3,10,1788,NICHOLAS,WOODBURY,NICHOLAS WOODBURY,,9,6,1780,105,55,Reg 5924,,1,RO,
,271,775,R,3,10,1788,ROBERT,HALLIDAY,ROBERT HALLIDAY,,9,1,1779,35,35,do 6025,,1,RO,
,271,776,D,3,11,1788,ELLIOTT,DEARING,ELLIOTT DEARING,,4,30,1780,68,30,,,1,1176,
,271,777,E,3,11,1788,JOSHUA,GOSS,JOSHUA GOSS,,8,15,1782,624,24,Reg 6002,,1,RO,
,272,778,G,3,14,1788,ABISHA,ROGERS DECEASED,ABISHA ROGERS DECEASED,,3,16,1780,62,49,Reg 6002,,1,RO,
,272,779,N,3,14,1788,DANIEL,MC CANNON DECEASED,DANIEL MC CANNON DECEASED,,10,1,1777,76,16,Reg 6500,,1,RO,
,272,780,P,3,14,1788,ELIPHALET,ROGERS DECEASED,ELIPHALET ROGERS DECEASED,,3,21,1781,162,4,,,1,446,
,272,781,R,3,14,1788,THOMAS,LOVE DECEASED,THOMAS LOVE DECEASED,,10,1,1777,75,70,Reg 6500,,1,RO,
,272,782,D,3,14,1788,JOHN,RUTHERFORD DECEASED,JOHN RUTHERFORD DECEASED,,5,16,1781,37,26,,,1,759,
,272,783,E,3,15,1788,THOMAS,JONES,THOMAS JONES,,7,16,1780,95,62,,,1,"Lo 137,1334",
,272,784,G,3,15,1788,HEZEKIAH,WELSH,HEZEKIAH WELSH,,7,1,1780,1097,86,,,1,RO,
,272,785,N,3,15,1788,WILLIAM,COOPER,WILLIAM COOPER,,7,16,1780,243,65,,,1,"Lo 137,1334",
,272,786,P,3,17,1788,DAVID,LATHAM,DAVID LATHAM,,11,20,1780,201,52,Reg 6002,,1,RO,
,272,787,R,3,18,1788,MOSES,HILTON DECEASED,MOSES HILTON DECEASED,,3,2,1780,19,26,,,1,401,
,272,788,D,3,18,1788,EZEKIEL,LYONS,EZEKIEL LYONS,,4,14,1781,114,17,,,1,1402,
,272,789,E,3,18,1788,SAMUEL ISLAND,HARRIS,SAMUEL ISLAND HARRIS,,7,11,1780,74,23,,,1,N 122,
,272,790,G,3,18,1788,JOHN,CLARK,JOHN CLARK,,7,11,1780,71,68,Reg 6773,,1,RO,
,274,791,N,3,18,1788,JOHN,WALES,JOHN WALES,,7,16,1780,51,72,,,1,"Lo 38,185",Int predt to 16th July
,274,792,P,3,18,1788,JAMES,CLARK,JAMES CLARK,,7,16,1780,54,85,,,1,"Lo 137,1334",Int predt to 16th July
,274,793,R,3,18,1788,WILLIAM,DUER,WILLIAM DUER,,3,1,1776,231,54,,,1,RO,
,274,794,D,3,19,1788,DAVID,LATHAM,DAVID LATHAM,,4,13,1782,144,,,,1,RO,
,276,795,E,3,20,1788,DANIEL,NASON,DANIEL NASON,,7,11,1780,45,45,,,1,74,
,276,796,G,3,20,1788,NICHOLAS,WAYMOUTH,NICHOLAS WAYMOUTH,,7,11,1780,35,13,,,1,809,
,276,797,N,3,20,1788,JOSEP,SHAW DECEASED,JOSEP SHAW DECEASED,,7,11,1780,39,,,,1,4797,
,276,798,P,3,20,1788,JAMES,FURLONG DECEASED,JAMES FURLONG DECEASED,,4,30,1780,162,55,,,1,"Lo 59,28",
,276,799,R,3,20,1788,JAMES,BROUGHTON,JAMES BROUGHTON,,7,11,1780,63,,Reg 6591,,1,RO,
,276,800,E,3,21,1788,HENRY,SHILLING,HENRY SHILLING,,4,15,1780,33,12,,,1,"Lo 123,158",
,276,801,G,3,21,1788,JOHN,SEAVY,JOHN SEAVY,,7,11,1780,30,45,,,1,"Lo 59,18",
,276,802,N,3,21,1788,CHARLES,CACERLY,CHARLES CACERLY,,4,30,1780,43,53,Reg 6572,,1,RO,
,276,803,P,3,21,1788,THOMAS,HAMMET,THOMAS HAMMET,,11,20,1779,27,13,,,1,"Lo 123,15",
,276,804,R,3,21,1788,EBENEZER,LIBBEY,EBENEZER LIBBEY,,9,6,1780,93,81,,,1,"Lo 73,335",
,276,805,N,3,21,1788,ICHBED,LORD,ICHBED LORD,,11,20,1779,43,12,,,1,"Lo 123,158",
,276,806,P,3,26,1788,JOHN,COLE DECEASED,JOHN COLE DECEASED,,7,25,1778,141,60,Reg 6070,,1,RO,
,277,807,R,3,27,1788,GILBERT,CRUM,GILBERT CRUM,,9,6,1780,71,23,,,1,74,
,277,808,D,3,27,1788,JOHN,JONES,JOHN JONES,,9,6,1780,44,45,Reg 6614,,1,RO,
,277,809,E,3,27,1788,ROBERT,EMBLETON,ROBERT EMBLETON,,9,6,1780,127,74,Reg 6046,,1,RO,
,277,810,G,3,27,1788,DANIEL,PRIOR,DANIEL PRIOR,,3,16,1780,41,17,,,1,"Lo 97,1055",
,277,811,D,3,27,1788,NATHANIEL,WARNER DECEASED,NATHANIEL WARNER DECEASED,,3,19,1780,57,7,,,1,"Lo 138,1419",
,277,812,E,3,27,1788,DAVID,PRICHARD,DAVID PRICHARD,,9,6,1780,54,45,Reg 6242,,1,RO,
,277,813,G,3,29,1788,JOHN,ESSER DECEASED,JOHN ESSER DECEASED,,9,6,1780,177,15,,,1,"Lo 119,1131",
,277,814,N,3,29,1788,HENRY,COLLIGAN,HENRY COLLIGAN,,9,6,1780,82,9,Reg 6325,,1,RO,
,277,815,P,3,29,1788,RICHARD,WOODROW DECEASED,RICHARD WOODROW DECEASED,,9,6,1780,95,44,,,1,"Lo 6,65",
,277,816,R,3,29,1788,THOMAS,BOLTON,THOMAS BOLTON,,9,6,1780,61,6,Reg 6591,,1,RO,
,277,817,D,3,29,1788,JAMES,FOGG,JAMES FOGG,,9,6,1780,39,26,Reg 6591,,1,RO,
,277,818,E,3,29,1788,AARON,FRANCIS,AARON FRANCIS,,9,6,1780,90,60,Reg 6591,,1,RO,
,278,819,G,4,2,1788,JOHN,DUNLAP,JOHN DUNLAP,,10,26,1778,1,85,,,,,Note note sure and strike through not found
,278,820,N,4,2,1788,JOHN,NICHOLSON,JOHN NICHOLSON,,4,6,1781,912,70,Reg 5932 not marked off when cancelled,,1,RO,
,278,821,P,4,4,1788,MATTHEW MEASE,,MATTHEW MEASE,,5,16,1781,296,36,,,1,495,
,278,822,R,4,4,1788,ANDREW PORTER,,ANDREW PORTER,,3,15,1781,181,5,,,1,2877,
,278,823,E,4,4,1788,ANDREW PORTER,,,,1,25,1780,933,78,,,1,1213,
,278,824,G,4,5,1788,WILLIAM,JONES,WILLIAM JONES,,1,1,1781,248,66,,,1,558,
,278,825,D,4,17,1788,BENJAMIN AKERMAN,,BENJAMIN AKERMAN,,4,30,1780,28,36,,,1,"Lo 123,144",
,278,826,E,4,18,1788,THOMAS,MILLER,THOMAS MILLER,,9,6,1780,93,65,Reg 6179,,1,RO,
,278,827,G,4,18,1788,WILLIAM ROBERTS,,WILLIAM ROBERTS,,10,1,1781,67,69,do 6213,,1,RO,
,278,828,N,4,18,1788,SAMUEL,DOWNE,SAMUEL DOWNE,,7,11,1780,89,30,Reg 5924,,1,RO,
,278,829,P,4,18,1788,WILLIAM,SCOTT,WILLIAM SCOTT,,9,6,1780,84,10,do 6044,,1,RO,
,278,830,R,4,18,1788,JOHN MARLEY,,JOHN MARLEY,,12,7,1776,207,73,Reg 6002,,1,RO,
,278,831,H,4,25,1788,JOHN,HIBBY,JOHN HIBBY,,9,6,1780,32,60,,,1,"Lo 34,231",
,279,832,I,4,25,1788,REV ROBERT,KEITH,REV ROBERT KEITH,,5,25,1780,92,15,,,1,"Lo 67,463",
,279,833,L,5,5,1788,JOSHUA,FOX DECEASED,JOSHUA FOX DECEASED,,5,17,1700,66,6,Reg 6047,,1,RO,
,279,834,H,5,8,1788,RICHARD,WEST,RICHARD WEST,,9,8,1781,90,,Reg 6017,,1,RO,
,279,835,I,5,14,1788,JOHN L LIVINGSTON,,JOHN L LIVINGSTON,,3,18,1781,91,18,,,1,1791,
,279,836,L,5,14,1788,ABEL,JONES DECEASED,ABEL JONES DECEASED,,3,8,1778,89,30,Reg 6530,,1,RO,
,279,837,A,5,14,1788,PHILIP,LYONS,PHILIP LYONS,,12,11,1780,274,73,,,1,"Lo 16,72",
,279,838,B,5,24,1788,ESEK,HOPKINS,ESEK HOPKINS,,3,26,1777,631,,Reg 6201,,1,RO,
,279,839,C,5,24,1788,ESEK,HOPKINS,,,1,21,1778,1500,18,do 6618,,1,RO,
,279,840,H,5,26,1788,DAVID,WELSH DECEASED,DAVID WELSH DECEASED,,3,8,1778,198,8,,,1,758,
,279,841,I,6,17,1788,SAMUEL JONES,,SAMUEL JONES,,3,18,1781,65,6,Reg 6213,,1,RO,
,279,842,L,6,17,1788,THOMAS,PILKINGTON,THOMAS PILKINGTON,,3,18,1781,58,65,do 6213,,1,RO,
,279,843,A,6,17,1788,JOHN,PEIRCE DECEASED,JOHN PEIRCE DECEASED,,3,18,1781,98,47,Reg 6213,,1,RO,
,279,844,B,6,17,1788,MICHAEL,LEVAN DECEASED,MICHAEL LEVAN DECEASED,,3,18,1781,45,10,Reg 6213,,1,RO,
,279,845,C,6,17,1788,ROBERT,GARDNER DECEASED,ROBERT GARDNER DECEASED,,3,18,1781,51,10,do 6213,,1,RO,
,280,846,H,6,17,1788,ISAAC,STOCKHOLM DECEASED,ISAAC STOCKHOLM DECEASED,,3,18,1781,58,60,Reg 6213,,1,RO,
,280,847,I,6,17,1788,JAMES,SOUTHARD DECEASED,JAMES SOUTHARD DECEASED,,3,18,1781,53,78,do 6213,,1,RO,
,280,848,L,6,17,1788,MARTINS,CONDEN DECEASED,MARTINS CONDEN DECEASED,,3,18,1781,65,6,,,1,"Lo 38,275",
,280,849,A,6,17,1788,ROBERT,STINSON DECEASED,ROBERT STINSON DECEASED,,3,18,1781,56,80,Reg 6782,,1,RO,
,280,850,B,6,17,1788,PRINCE,GILBERT DECEASED,PRINCE GILBERT DECEASED,,3,18,1781,46,60,Reg 6631,,1,RO,
,280,851,C,6,17,1788,JOHN,BOTH DECEASED,JOHN BOTH DECEASED,,3,18,1781,51,70,do 6782,,1,RO,
,280,852,A,6,17,1788,WILLIAM,HAMILTON DECEASED,WILLIAM HAMILTON DECEASED,,3,18,1781,45,50,Reg 6631,,1,RO,
,280,853,B,6,17,1788,JOHN,HENRAHAM DECEASED,JOHN HENRAHAM DECEASED,,2,1,1781,71,38,Reg 6530,,1,RO,
,280,854,C,6,17,1788,EDWARD GARRETTS ESTATE,,EDWARD GARRETTS ESTATE,,2,1,1781,83,60,do 6530,,1,RO,
,280,855,H,6,26,1788,PHILIP,BROWN,PHILIP BROWN,,3,31,1778,598,23,,,1,"Lo 50,416",
,280,856,I,6,26,1788,PHILIP,BROWN,,,7,29,1780,600,,,,1,"Lo 50,416",Note at bottom not sure
,280,857,L,7,14,1788,THOMAS,FITZGERALD,THOMAS FITZGERALD,,5,25,1780,229,85,,,1,"Lo 26,117",
,280,858,A,7,14,1788,NATHANIEL,MARSTON,NATHANIEL MARSTON,,5,25,1780,117,54,,,1,1429,
,280,859,B,7,14,1788,JOHN,MANLEY,JOHN MANLEY,,3,19,1778,800,,Reg 6010,,1,RO,
,280,860,C,7,14,1788,JOHN,MANLEY,,,3,19,1778,400,,do 6010,,1,RO,
,282,861,H,7,14,1788,JOHN,MARLEY,JOHN MARLEY,,11,8,1778,412,29,Reg 6010,,1,RO,
,282,862,I,7,20,1788,SAMUEL,NICHOLSON,SAMUEL NICHOLSON,,1,1,1778,100,,do 6228,,1,RO,
,282,863,L,7,20,1788,SAMUEL,NICHOLSON,,,1,1,1778,571,3,,,1,"Lo 97,872",
,282,864,A,7,22,1788,GURDON,BILL,GURDON BILL,,3,24,1782,582,54,,,1,255,Note not sure
,282,865,B,7,26,1788,JOHN,BROWN,JOHN BROWN,,9,7,1781,262,,,,1,"Lo 34,263",
,282,866,C,7,29,1788,EPHRAIM,CLARK,EPHRAIM CLARK,,8,15,1782,239,35,,,1,"Lo 123,158",
,282,867,H,7,29,1788,THOMAS,MEHARRY,THOMAS MEHARRY,,9,16,1783,341,63,,,1,"Lo 123,158",
,282,868,I,7,30,1788,ANTHONY,MARGOTTO DECEASED,ANTHONY MARGOTTO DECEASED,,3,18,1781,76,67,Reg 6631,,1,RO,
,282,869,L,7,30,1788,WILLIAM,BOWERS DECEASED,WILLIAM BOWERS DECEASED,,3,18,1781,138,23,,,1,Lo 83 - 726,
,282,870,A,7,30,1788,JOHN,MEHARRY DECEASED,JOHN MEHARRY DECEASED,,3,18,1781,148,5,Reg 6056 Not marked off when cancelled,,1,RO,
,282,871,B,7,30,1788,JOHN C,MEHARRY DECEASED,JOHN C MEHARRY DECEASED,,3,18,1781,290,59,Reg 6056 Not marked off when cancelled,,1,RO,
,282,872,C,7,30,1788,JOHN,DARBY DECEASED,JOHN DARBY DECEASED,,3,18,1781,123,34,,,1,Lo 83 - 726,
,282,873,H,8,4,1788,JOSHUA,BUFFOM,JOSHUA BUFFOM,,4,14,1781,40,20,Reg 6510,,1,RO,
,282,874,I,8,4,1788,JOHN,COTTON,JOHN COTTON,,4,12,1781,1573,44,do 6720,,1,RO,
,282,875,L,8,4,1788,JOHN,COTTON,,,4,12,1781,1500,,do 6720,,1,RO,
,283,876,H,8,11,1788,HOYSTED,HACKER,HOYSTED HACKER,,6,1,1779,73,22,,,1,490,
,283,877,I,8,13,1788,JOHN,HUNTER,JOHN HUNTER,,7,15,1780,310,51,,,1,32,
,283,878,L,8,13,1788,WILLIAM,CARY,WILLIAM CARY,,7,11,1780,119,49,Reg 6189,,1,RO,
,283,879,B,8,13,1788,PETER,GREEN,PETER GREEN,,7,15,1780,460,62,,,1,32,
,283,880,C,8,13,1788,THOMAS,FANNING,THOMAS FANNING,,7,15,1780,71,53,,,1,649,
,283,881,H,8,13,1788,BENJAMIN,BROWN,BENJAMIN BROWN,,7,16,1780,141,50,,,1,No 25,
,283,882,I,8,13,1788,PATRICK,SHANLEY,PATRICK SHANLEY,,4,30,1780,21,26,Reg 6389,,1,RO,
,283,883,L,8,14,1788,THOMAS,SHERIDAN,THOMAS SHERIDAN,,4,30,1780,151,24,Reg 6389,,1,RO,
,283,884,H,8,14,1788,WILLIAM,GATES,WILLIAM GATES,,4,28,1779,22,5,,,1,"Lo 97,1032",
,283,885,I,8,14,1788,DANIEL,JACKSON DECEASED,DANIEL JACKSON DECEASED,,9,6,1780,50,41,,,1,"Lo 123,158",
,283,886,L,8,17,1788,DAVID,RICE,DAVID RICE,,9,6,1780,76,10,,,1,RO,
,283,887,H,8,17,1788,JOHN,JONES,JOHN JONES,,9,6,1780,33,40,,,1,N 47,
,283,888,I,8,17,1788,ELIJAH,SWIFT,ELIJAH SWIFT,,7,15,1780,104,,,,1,"Lo 89,623",
,284,889,L,8,17,1788,AMOS,HOWARD,AMOS HOWARD,,7,15,1780,145,76,Reg 6325,,1,RO,
,284,890,A,8,17,1788,THOMAS,RICHARDSON,THOMAS RICHARDSON,,7,15,1780,232,43,,,1,"Lo 89,622",
,284,891,B,8,17,1788,JOHN,HOWARD,JOHN HOWARD,,7,15,1780,77,55,Reg 6325,,1,RO,
,284,892,C,8,26,1788,JACOB,BROCK DECEASED,JACOB BROCK DECEASED,,10,1,1777,258,9,,,1,"Lo 131,420",
,284,893,H,8,26,1788,JAMES,CONNOLLY,JAMES CONNOLLY,,9,19,1777,28,53,,,1,"Lo 4,32",
,284,894,I,8,28,1788,SAMUEL,NICHOLSON,SAMUEL NICHOLSON,,1,1,1778,133,32,Reg 6572,,1,RO,
,284,895,L,8,28,1788,SAMUEL,NICHOLSON,,,1,1,1778,100,,,,1,"Lo 119,1083",
,284,896,A,8,28,1788,ARTHUR DILLAWAY,,ARTHUR DILLAWAY,,1,1,1778,193,77,Reg 6572,,1,RO,
,284,897,B,8,27,1788,LAMBERT WICKER,,LAMBERT WICKER,,1,1,1778,1645,,Reg 6072,,1,RO,
,284,898,C,8,28,1788,JAMES,CONOLLY DECEASED,JAMES CONOLLY DECEASED,,1,1,1778,66,8,,,1,"Lo 4,32",Note not sure
,284,899,H,9,3,1788,JONATHAN,MALTBIE,JONATHAN MALTBIE,,10,25,1781,727,45,,,1,"Lo 13,59",
,284,900,I,9,3,1788,JONATHAN,MALTBIE,,,10,25,1781,800,,,,1,"Lo 13,59",
,284,901,L,9,3,1788,JOHN,MALTBIE,JOHN MALTBIE,,10,25,1781,68,70,,,1,"Lo 13,59",
,285,902,A,9,3,1788,DOLPHIN,HUBBERT,DOLPHIN HUBBERT,,10,25,1781,86,10,Reg 6774,,1,RO,
,285,903,B,9,3,1788,THOMAS,REYNOLDS DECEASED,THOMAS REYNOLDS DECEASED,,10,1,1777,83,59,do 6795,,1,RO,
,285,904,C,9,3,1788,JACOB,BROOKS DECEASED,JACOB BROOKS DECEASED,,1,1,1778,553,,,,1,"Lo 131,420",
,285,905,D,9,4,1788,STEPHEN,RANNEY,STEPHEN RANNEY,,10,1,1777,260,,Reg 6053,,1,RO,
,285,906,E,9,4,1788,THOMAS,REYNOLDS DECEASED,THOMAS REYNOLDS DECEASED,,1,1,1778,72,,,,1,N 15,
,285,907,G,9,8,1788,JOHN,READER,JOHN READER,,4,14,1781,7,35,Reg 6179,,1,RO,
,285,908,N,9,8,1788,JOHN,ELLIOTT DECEASED,JOHN ELLIOTT DECEASED,,1,1,1778,199,,,,1,"Lo 16,72",
,285,909,P,9,8,1788,JOHN,ELLIOTT,JOHN ELLIOTT,,4,15,1779,194,,,,1,122,
