row_id,state_data,state_data_index,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,First Name,Last Name,new_town,county,new_state,country,geo_level,6p_total,6p_def_total,3p_total,suspicious_row,suspicious_reason
1912,NY,1933,,,,,22.0,41.0,,NY,,Thomas Ludlow,,,,,NY,US,state,0.0,0.0,22.41,True,More than 25% missing; 
1913,NY,1934,,,,,8825.0,0.0,,NY,,Thomas Law,,,,,NY,US,state,0.0,0.0,8825.0,True,More than 25% missing; 
1914,NY,1935,,,,,920.0,20.0,,NY,,Alexander Henderson,,,,,NY,US,state,0.0,0.0,920.2,True,More than 25% missing; 
1915,NY,1936,,,,,133.0,15.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,133.15,True,More than 25% missing; 
1916,NY,1937,,,,,390.0,96.0,,NY,,Henry Huntington,,,,,NY,US,state,0.0,0.0,390.96,True,More than 25% missing; 
1917,NY,1938,,,,,498.0,11.0,,NY,,Gabriel Furman,,,,,NY,US,state,0.0,0.0,498.11,True,More than 25% missing; 
1918,NY,1939,,,,,24.0,60.0,,NY,,Henry Huntington,,,,,NY,US,state,0.0,0.0,24.6,True,More than 25% missing; 
1919,NY,1940,,,,,74.0,37.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,74.37,True,More than 25% missing; 
1920,NY,1941,,,,,1052.0,4.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,1052.04,True,More than 25% missing; 
1921,NY,1942,,,,,3462.0,22.0,,NY,,Daniel Ludlow and Co,,,,,NY,US,state,0.0,0.0,3462.22,True,More than 25% missing; 
1922,NY,1943,,,,,223.0,13.0,,NY,,Nathaniel Prime,,,,,NY,US,state,0.0,0.0,223.13,True,More than 25% missing; 
1923,NY,1944,,,,,101.0,73.0,,NY,,Jeremiah Frazier,,,,,NY,US,state,0.0,0.0,101.73,True,More than 25% missing; 
1924,NY,1945,,,,,1.0,87.0,,NY,,Ephram Hart,,,,,NY,US,state,0.0,0.0,1.87,True,More than 25% missing; 
1925,NY,1946,,,,,653.0,77.0,,NY,,Jonathan Burrall,,,,,NY,US,state,0.0,0.0,653.77,True,More than 25% missing; 
1926,NY,1947,,,,,5140.0,86.0,,NY,,Desdeily and Co,,,,,NY,US,state,0.0,0.0,5140.86,True,More than 25% missing; 
1927,NY,1948,,,,,4974.0,16.0,,NY,,Armstrong and Barnswall,,,,,NY,US,state,0.0,0.0,4974.16,True,More than 25% missing; 
1928,NY,1949,,,,,500.0,0.0,,NY,,Coll McGregor,,,,,NY,US,state,0.0,0.0,500.0,True,More than 25% missing; 
1929,NY,1950,,,,,4801.0,39.0,,NY,,Rodolph F Grand,,,,,NY,US,state,0.0,0.0,4801.39,True,More than 25% missing; 
1930,NY,1951,,,,,949.0,52.0,,NY,,Nicholas Olive,,,,,NY,US,state,0.0,0.0,949.52,True,More than 25% missing; 
1931,NY,1952,,,,,97.0,70.0,,NY,,Robert R Waddell,,,,,NY,US,state,0.0,0.0,97.7,True,More than 25% missing; 
1932,NY,1953,,,,,37.0,71.0,,NY,,Robert R Waddell,,,,,NY,US,state,0.0,0.0,37.71,True,More than 25% missing; 
1933,NY,1954,,,,,44.0,79.0,,NY,,John Crawford,,,,,NY,US,state,0.0,0.0,44.79,True,More than 25% missing; 
1934,NY,1955,,,,,4.0,43.0,,NY,,John Crawford,,,,,NY,US,state,0.0,0.0,4.43,True,More than 25% missing; 
1935,NY,1956,,,,,369.0,59.0,,NY,,John Crawford,,,,,NY,US,state,0.0,0.0,369.59,True,More than 25% missing; 
1936,NY,1957,,,,,7419.0,40.0,,NY,,Armstrong and Barnswall,,,,,NY,US,state,0.0,0.0,7419.4,True,More than 25% missing; 
1937,NY,1958,,,,,2526.0,35.0,,NY,,Elisha Leeds,,,,,NY,US,state,0.0,0.0,2526.35,True,More than 25% missing; 
1938,NY,1959,,,,,19.0,13.0,,NY,,Gulian McEvers,,,,,NY,US,state,0.0,0.0,19.13,True,More than 25% missing; 
1939,NY,1960,,,,,43.0,77.0,,NY,,Gulian McEvers,,,,,NY,US,state,0.0,0.0,43.77,True,More than 25% missing; 
1940,NY,1961,,,,,3719.0,79.0,,NY,,Bleeker and March,,,,,NY,US,state,0.0,0.0,3719.79,True,More than 25% missing; 
1941,NY,1962,,,,,23.0,5.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,23.05,True,More than 25% missing; 
1942,NY,1963,,,,,20000.0,0.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,20000.0,True,More than 25% missing; 
1943,NY,1964,,,,,1500.0,0.0,,NY,,Bleeker and March,,,,,NY,US,state,0.0,0.0,1500.0,True,More than 25% missing; 
1944,NY,1965,,,,,59.0,53.0,,NY,,Abraham Fowler,,,,,NY,US,state,0.0,0.0,59.53,True,More than 25% missing; 
1945,NY,1966,,,,,4000.0,0.0,,NY,,Laurent Deonna,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
1946,NY,1967,,,,,20.0,22.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,20.22,True,More than 25% missing; 
1947,NY,1968,,,,,800.0,13.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,800.13,True,More than 25% missing; 
1948,NY,1969,,,,,90.0,17.0,,NY,,Samuel Sackett,,,,,NY,US,state,0.0,0.0,90.17,True,More than 25% missing; 
1949,NY,1970,,,,,99.0,52.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,99.52,True,More than 25% missing; 
1950,NY,1971,,,,,4000.0,0.0,,NY,,M M Benturnsburn,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
1951,NY,1972,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1952,NY,1973,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1953,NY,1974,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1954,NY,1975,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1955,NY,1976,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1956,NY,1977,,,,,5000.0,0.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
1957,NY,1978,,,,,7180.0,30.0,,NY,,Mare R Sahuguet,,,,,NY,US,state,0.0,0.0,7180.3,True,More than 25% missing; 
1958,NY,1979,,,,,289.0,52.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,289.52,True,More than 25% missing; 
1959,NY,1980,,,,,67.0,18.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,67.18,True,More than 25% missing; 
1960,NY,1981,,,,,212.0,82.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,212.82,True,More than 25% missing; 
1961,NY,1982,,,,,200.0,31.0,,NY,,Arch Gracie,,,,,NY,US,state,0.0,0.0,200.31,True,More than 25% missing; 
1962,NY,1983,,,,,207.0,93.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,207.93,True,More than 25% missing; 
1963,NY,1984,,,,,180.0,0.0,,NY,,Cooke and Cushing,,,,,NY,US,state,0.0,0.0,180.0,True,More than 25% missing; 
1964,NY,1985,,,,,61.0,62.0,,NY,,Arch Gracie,,,,,NY,US,state,0.0,0.0,61.62,True,More than 25% missing; 
1965,NY,1986,,,,,69.0,71.0,,NY,,Abraham Lyon,,,,,NY,US,state,0.0,0.0,69.71,True,More than 25% missing; 
1966,NY,1987,,,,,8.0,3.0,,NY,,Michael Connolly,,,,,NY,US,state,0.0,0.0,8.03,True,More than 25% missing; 
1967,NY,1988,,,,,6301.0,55.0,,NY,,Alexander Henderson,,,,,NY,US,state,0.0,0.0,6301.55,True,More than 25% missing; 
1968,NY,1989,,,,,15.0,6.0,,NY,,Leonard Bleecker,,,,,NY,US,state,0.0,0.0,15.06,True,More than 25% missing; 
1969,NY,1990,,,,,38.0,0.0,,NY,,Lynde Catline,,,,,NY,US,state,0.0,0.0,38.0,True,More than 25% missing; 
1970,NY,1991,,,,,4077.0,69.0,,NY,,Laurent Deonna,,,,,NY,US,state,0.0,0.0,4077.69,True,More than 25% missing; 
1971,NY,1992,,,,,511.0,39.0,,NY,,Samuel Beebe,,,,,NY,US,state,0.0,0.0,511.39,True,More than 25% missing; 
1972,NY,1993,,,,,144.0,0.0,,NY,,John Davenport,,,,,NY,US,state,0.0,0.0,144.0,True,More than 25% missing; 
1973,NY,1994,,,,,318.0,20.0,,NY,,Gilbert Saltonstall,,,,,NY,US,state,0.0,0.0,318.2,True,More than 25% missing; 
1974,NY,1995,,,,,733.0,55.0,,NY,,Benjamin Tallmadge,,,,,NY,US,state,0.0,0.0,733.55,True,More than 25% missing; 
1975,NY,1996,,,,,12.0,42.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,12.42,True,More than 25% missing; 
1976,NY,1997,,,,,166.0,58.0,,NY,,David Collins,,,,,NY,US,state,0.0,0.0,166.58,True,More than 25% missing; 
1977,NY,1998,,,,,48.0,25.0,,NY,,Thomas Saunders,,,,,NY,US,state,0.0,0.0,48.25,True,More than 25% missing; 
1978,NY,1999,,,,,54.0,43.0,,NY,,David Collins,,,,,NY,US,state,0.0,0.0,54.43,True,More than 25% missing; 
1979,NY,2000,,,,,373.0,24.0,,NY,,John Rathbone,,,,,NY,US,state,0.0,0.0,373.24,True,More than 25% missing; 
1980,NY,2001,,,,,291.0,15.0,,NY,,Isaac Richards,,,,,NY,US,state,0.0,0.0,291.15,True,More than 25% missing; 
1981,NY,2002,,,,,79.0,19.0,,NY,,John Targe,,,,,NY,US,state,0.0,0.0,79.19,True,More than 25% missing; 
1982,NY,2003,,,,,226.0,27.0,,NY,,Leffingwell Pierpont,,,,,NY,US,state,0.0,0.0,226.27,True,More than 25% missing; 
1983,NY,2004,,,,,372.0,30.0,,NY,,John and Francis Atkinson,,,,,NY,US,state,0.0,0.0,372.3,True,More than 25% missing; 
1984,NY,2005,,,,,21.0,97.0,,NY,,Isaac Riley,,,,,NY,US,state,0.0,0.0,21.97,True,More than 25% missing; 
1985,NY,2006,,,,,289.0,34.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,289.34,True,More than 25% missing; 
1986,NY,2007,,,,,530.0,38.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,530.38,True,More than 25% missing; 
1987,NY,2008,,,,,702.0,76.0,,NY,,Thomas Law,,,,,NY,US,state,0.0,0.0,702.76,True,More than 25% missing; 
1988,NY,2009,,,,,4.0,42.0,,NY,,Michael Connolly,,,,,NY,US,state,0.0,0.0,4.42,True,More than 25% missing; 
1989,NY,2010,,,,,411.0,13.0,,NY,,Abraham Brower,,,,,NY,US,state,0.0,0.0,411.13,True,More than 25% missing; 
1990,NY,2011,,,,,1085.0,61.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,1085.61,True,More than 25% missing; 
1991,NY,2012,,,,,62.0,28.0,,NY,,John Pules,,,,,NY,US,state,0.0,0.0,62.28,True,More than 25% missing; 
1992,NY,2013,,,,,56.0,12.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,56.12,True,More than 25% missing; 
1993,NY,2014,,,,,292.0,81.0,,NY,,Stephen Hopkins and Co,,,,,NY,US,state,0.0,0.0,292.81,True,More than 25% missing; 
1994,NY,2015,,,,,470.0,16.0,,NY,,Seth Warner,,,,,NY,US,state,0.0,0.0,470.16,True,More than 25% missing; 
1995,NY,2016,,,,,136.0,56.0,,NY,,Samuel Beach,,,,,NY,US,state,0.0,0.0,136.56,True,More than 25% missing; 
1996,NY,2017,,,,,120.0,82.0,,NY,,Daniel and E Marsh,,,,,NY,US,state,0.0,0.0,120.82,True,More than 25% missing; 
1997,NY,2018,,,,,127.0,26.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,127.26,True,More than 25% missing; 
1998,NY,2019,,,,,14.0,3.0,,NY,,Michael Connolly,,,,,NY,US,state,0.0,0.0,14.03,True,More than 25% missing; 
1999,NY,2020,,,,,527.0,0.0,,NY,,Thomas Law,,,,,NY,US,state,0.0,0.0,527.0,True,More than 25% missing; 
2000,NY,2021,,,,,66.0,72.0,,NY,,Ashbel Stoddard,,,,,NY,US,state,0.0,0.0,66.72,True,More than 25% missing; 
2001,NY,2022,,,,,6229.0,67.0,,NY,,David Peyerimhoff,,,,,NY,US,state,0.0,0.0,6229.67,True,More than 25% missing; 
2002,NY,2023,,,,,455.0,0.0,,NY,,William Pickin,,,,,NY,US,state,0.0,0.0,455.0,True,More than 25% missing; 
2003,NY,2024,,,,,605.0,19.0,,NY,,Malachi Treat,,,,,NY,US,state,0.0,0.0,605.19,True,More than 25% missing; 
2004,NY,2025,,,,,416.0,9.0,,NY,,Clarkson Edgar,,,,,NY,US,state,0.0,0.0,416.09,True,More than 25% missing; 
2005,NY,2026,,,,,111.0,6.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,111.06,True,More than 25% missing; 
2006,NY,2027,,,,,10.0,10.0,,NY,,Armstrong and Barnswall,,,,,NY,US,state,0.0,0.0,10.1,True,More than 25% missing; 
2007,NY,2028,,,,,63.0,61.0,,NY,,John Warford,,,,,NY,US,state,0.0,0.0,63.61,True,More than 25% missing; 
2008,NY,2029,,,,,180.0,0.0,,NY,,Michael and Abraham Van Peene,,,,,NY,US,state,0.0,0.0,180.0,True,More than 25% missing; 
2009,NY,2030,,,,,1074.0,77.0,,NY,,John Constable,,,,,NY,US,state,0.0,0.0,1074.77,True,More than 25% missing; 
2010,NY,2031,,,,,37.0,90.0,,NY,,John Goodwin,,,,,NY,US,state,0.0,0.0,37.9,True,More than 25% missing; 
2011,NY,2032,,,,,85.0,3.0,,NY,,Michael Connolly,,,,,NY,US,state,0.0,0.0,85.03,True,More than 25% missing; 
2012,NY,2033,,,,,942.0,0.0,,NY,,James Watson,,,,,NY,US,state,0.0,0.0,942.0,True,More than 25% missing; 
2013,NY,2034,,,,,71.0,80.0,,NY,,Robert Watts,,,,,NY,US,state,0.0,0.0,71.8,True,More than 25% missing; 
2014,NY,2035,,,,,5000.0,,,NY,,Samuel Hoare,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
2015,NY,2036,,,,,7200.0,,,NY,,John H Thompson,,,,,NY,US,state,0.0,0.0,7200.0,True,More than 25% missing; 
2016,NY,2037,,,,,2800.0,0.0,,NY,,Gertrud A V Burch,,,,,NY,US,state,0.0,0.0,2800.0,True,More than 25% missing; 
2017,NY,2038,,,,,2953.0,65.0,,NY,,Gertrud A V Burch,,,,,NY,US,state,0.0,0.0,2953.65,True,More than 25% missing; 
2018,NY,2039,,,,,16.0,13.0,,NY,,Abijah Abbot,,,,,NY,US,state,0.0,0.0,16.13,True,More than 25% missing; 
2019,NY,2040,,,,,101.0,69.0,,NY,,Jacob House,,,,,NY,US,state,0.0,0.0,101.69,True,More than 25% missing; 
2020,NY,2041,,,,,299.0,79.0,,NY,,Christian House,,,,,NY,US,state,0.0,0.0,299.79,True,More than 25% missing; 
2021,NY,2042,,,,,101.0,69.0,,NY,,Garret Marselus,,,,,NY,US,state,0.0,0.0,101.69,True,More than 25% missing; 
2022,NY,2043,,,,,5140.0,86.0,,NY,,Henry Cheriot,,,,,NY,US,state,0.0,0.0,5140.86,True,More than 25% missing; 
2023,NY,2044,,,,,43.0,41.0,,NY,,Archibald Gracie,,,,,NY,US,state,0.0,0.0,43.41,True,More than 25% missing; 
2024,NY,2045,,,,,89.0,25.0,,NY,,David Kelly,,,,,NY,US,state,0.0,0.0,89.25,True,More than 25% missing; 
2025,NY,2046,,,,,1244.0,32.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,1244.32,True,More than 25% missing; 
2026,NY,2047,,,,,9.0,10.0,,NY,,Ephraim Hart,,,,,NY,US,state,0.0,0.0,9.1,True,More than 25% missing; 
2027,NY,2048,,,,,82.0,69.0,,NY,,Sally Crane,,,,,NY,US,state,0.0,0.0,82.69,True,More than 25% missing; 
2028,NY,2049,,,,,846.0,17.0,,NY,,Nathaniel Prime,,,,,NY,US,state,0.0,0.0,846.17,True,More than 25% missing; 
2029,NY,2050,,,,,18.0,90.0,,NY,,Samuel Beebe,,,,,NY,US,state,0.0,0.0,18.9,True,More than 25% missing; 
2030,NY,2051,,,,,3737.0,0.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,3737.0,True,More than 25% missing; 
2031,NY,2052,,,,,3000.0,0.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,3000.0,True,More than 25% missing; 
2032,NY,2053,,,,,842.0,2.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,842.02,True,More than 25% missing; 
2033,NY,2054,,,,,2946.0,57.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,2946.57,True,More than 25% missing; 
2034,NY,2055,,,,,360.0,0.0,,NY,,Armstrong and Barnswall,,,,,NY,US,state,0.0,0.0,360.0,True,More than 25% missing; 
2035,NY,2056,,,,,24.0,93.0,,NY,,Thomas Pearsall,,,,,NY,US,state,0.0,0.0,24.93,True,More than 25% missing; 
2036,NY,2057,,,,,53.0,55.0,,NY,,Elias Cowles,,,,,NY,US,state,0.0,0.0,53.55,True,More than 25% missing; 
2037,NY,2058,,,,,57.0,67.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,57.67,True,More than 25% missing; 
2038,NY,2059,,,,,128.0,71.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,128.71,True,More than 25% missing; 
2039,NY,2060,,,,,23.0,1.0,,NY,,Thomas Storm,,,,,NY,US,state,0.0,0.0,23.01,True,More than 25% missing; 
2040,NY,2061,,,,,87.0,4.0,,NY,,Gulian McEvers,,,,,NY,US,state,0.0,0.0,87.04,True,More than 25% missing; 
2041,NY,2062,,,,,431.0,58.0,,NY,,Coll McGregor,,,,,NY,US,state,0.0,0.0,431.58,True,More than 25% missing; 
2042,NY,2063,,,,,197.0,43.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,197.43,True,More than 25% missing; 
2043,NY,2064,,,,,1102.0,98.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,1102.98,True,More than 25% missing; 
2044,NY,2065,,,,,218.0,44.0,,NY,,Flores Bancker,,,,,NY,US,state,0.0,0.0,218.44,True,More than 25% missing; 
2045,NY,2066,,,,,3000.0,0.0,,NY,,James Phillipps,,,,,NY,US,state,0.0,0.0,3000.0,True,More than 25% missing; 
2046,NY,2067,,,,,4487.0,30.0,,NY,,F Hickman,,,,,NY,US,state,0.0,0.0,4487.3,True,More than 25% missing; 
2047,NY,2068,,,,,55.0,36.0,,NY,,John Conklin,,,,,NY,US,state,0.0,0.0,55.36,True,More than 25% missing; 
2048,NY,2069,,,,,178.0,64.0,,NY,,Samuel Baldwin,,,,,NY,US,state,0.0,0.0,178.64,True,More than 25% missing; 
2049,NY,2070,,,,,505.0,39.0,,NY,,Arch Gracie,,,,,NY,US,state,0.0,0.0,505.39,True,More than 25% missing; 
2050,NY,2071,,,,,40.0,15.0,,NY,,David Kelly,,,,,NY,US,state,0.0,0.0,40.15,True,More than 25% missing; 
2051,NY,2072,,,,,15159.0,61.0,,NY,,John Ashley,,,,,NY,US,state,0.0,0.0,15159.61,True,More than 25% missing; 
2052,NY,2073,,,,,947.0,27.0,,NY,,John and Alexander Mowatt,,,,,NY,US,state,0.0,0.0,947.27,True,More than 25% missing; 
2053,NY,2074,,,,,11700.0,0.0,,NY,,Charles and Vanderborcht and DeWolf,,,,,NY,US,state,0.0,0.0,11700.0,True,More than 25% missing; 
2054,NY,2075,,,,,112.0,31.0,,NY,,Charles Bush,,,,,NY,US,state,0.0,0.0,112.31,True,More than 25% missing; 
2055,NY,2076,,,,,1605.0,33.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,1605.33,True,More than 25% missing; 
2056,NY,2077,,,,,202.0,51.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,202.51,True,More than 25% missing; 
2057,NY,2078,,,,,38.0,31.0,,NY,,Benjamin Seixas,,,,,NY,US,state,0.0,0.0,38.31,True,More than 25% missing; 
2058,NY,2079,,,,,98.0,13.0,,NY,,Smith Weed,,,,,NY,US,state,0.0,0.0,98.13,True,More than 25% missing; 
2059,NY,2080,,,,,772.0,43.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,772.43,True,More than 25% missing; 
2060,NY,2081,,,,,160.0,61.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,160.61,True,More than 25% missing; 
2061,NY,2082,,,,,29.0,2.0,,NY,,Cornelius Ten Broeck,,,,,NY,US,state,0.0,0.0,29.02,True,More than 25% missing; 
2062,NY,2083,,,,,3129.0,45.0,,NY,,Henry Huntington,,,,,NY,US,state,0.0,0.0,3129.45,True,More than 25% missing; 
2063,NY,2084,,,,,35762.0,87.0,,NY,,Coxe and Meilan,,,,,NY,US,state,0.0,0.0,35762.87,True,More than 25% missing; 
2064,NY,2085,,,,,1148.0,79.0,,NY,,Jonathan Burnace,,,,,NY,US,state,0.0,0.0,1148.79,True,More than 25% missing; 
2065,NY,2086,,,,,2034.0,82.0,,NY,,Jonathan Burnace,,,,,NY,US,state,0.0,0.0,2034.82,True,More than 25% missing; 
2066,NY,2087,,,,,69.0,32.0,,NY,,Benjamin Winthrop,,,,,NY,US,state,0.0,0.0,69.32,True,More than 25% missing; 
2067,NY,2088,,,,,63.0,22.0,,NY,,Samuel Beebe,,,,,NY,US,state,0.0,0.0,63.22,True,More than 25% missing; 
2068,NY,2089,,,,,168.0,20.0,,NY,,Ephraim Hart,,,,,NY,US,state,0.0,0.0,168.2,True,More than 25% missing; 
2069,NY,2090,,,,,107.0,87.0,,NY,,Gulian McEvers,,,,,NY,US,state,0.0,0.0,107.87,True,More than 25% missing; 
2070,NY,2091,,,,,1988.0,34.0,,NY,,Daniel Wadsworth,,,,,NY,US,state,0.0,0.0,1988.34,True,More than 25% missing; 
2071,NY,2092,,,,,167.0,11.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,167.11,True,More than 25% missing; 
2072,NY,2093,,,,,142.0,40.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,142.4,True,More than 25% missing; 
2073,NY,2094,,,,,517.0,87.0,,NY,,Jonathan Burrall,,,,,NY,US,state,0.0,0.0,517.87,True,More than 25% missing; 
2074,NY,2095,,,,,196.0,35.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,196.35,True,More than 25% missing; 
2075,NY,2096,,,,,456.0,7.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,456.07,True,More than 25% missing; 
2076,NY,2097,,,,,200.0,42.0,,NY,,Anthony Egberts,,,,,NY,US,state,0.0,0.0,200.42,True,More than 25% missing; 
2077,NY,2098,,,,,4.0,98.0,,NY,,Nathaniel Leonard,,,,,NY,US,state,0.0,0.0,4.98,True,More than 25% missing; 
2078,NY,2099,,,,,10.0,98.0,,NY,,Archibald Curie,,,,,NY,US,state,0.0,0.0,10.98,True,More than 25% missing; 
2079,NY,2100,,,,,15.0,21.0,,NY,,Archibald Curie,,,,,NY,US,state,0.0,0.0,15.21,True,More than 25% missing; 
2080,NY,2101,,,,,959.0,93.0,,NY,,John Glover,,,,,NY,US,state,0.0,0.0,959.93,True,More than 25% missing; 
2081,NY,2102,,,,,509.0,77.0,,NY,,Benjamin S Judah,,,,,NY,US,state,0.0,0.0,509.77,True,More than 25% missing; 
2082,NY,2103,,,,,106.0,1.0,,NY,,Archibald Gracie,,,,,NY,US,state,0.0,0.0,106.01,True,More than 25% missing; 
2083,NY,2104,,,,,1060.0,0.0,,NY,,Jacques de Volder,,,,,NY,US,state,0.0,0.0,1060.0,True,More than 25% missing; 
2084,NY,2105,,,,,233.0,45.0,,NY,,Jacob Sebor,,,,,NY,US,state,0.0,0.0,233.45,True,More than 25% missing; 
2085,NY,2106,,,,,398.0,40.0,,NY,,Samuel Boyd,,,,,NY,US,state,0.0,0.0,398.4,True,More than 25% missing; 
2086,NY,2107,,,,,288.0,0.0,,NY,,Peleg Sanford,,,,,NY,US,state,0.0,0.0,288.0,True,More than 25% missing; 
2087,NY,2108,,,,,54.0,83.0,,NY,,Isaac Bronson,,,,,NY,US,state,0.0,0.0,54.83,True,More than 25% missing; 
2088,NY,2109,,,,,309.0,5.0,,NY,,Isaac Bronson,,,,,NY,US,state,0.0,0.0,309.05,True,More than 25% missing; 
2089,NY,2110,,,,,2201.0,24.0,,NY,,John and Alexander Mowatt,,,,,NY,US,state,0.0,0.0,2201.24,True,More than 25% missing; 
2090,NY,2111,,,,,26.0,64.0,,NY,,Nathaniel Jaques,,,,,NY,US,state,0.0,0.0,26.64,True,More than 25% missing; 
2091,NY,2112,,,,,88.0,80.0,,NY,,Nathaniel Jaques,,,,,NY,US,state,0.0,0.0,88.8,True,More than 25% missing; 
2092,NY,2113,,,,,609.0,9.0,,NY,,Jonathan Burrall,,,,,NY,US,state,0.0,0.0,609.09,True,More than 25% missing; 
2093,NY,2114,,,,,345.0,33.0,,NY,,David Collins,,,,,NY,US,state,0.0,0.0,345.33,True,More than 25% missing; 
2094,NY,2115,,,,,348.0,56.0,,NY,,William Leffingwell,,,,,NY,US,state,0.0,0.0,348.56,True,More than 25% missing; 
2095,NY,2116,,,,,5000.0,,,NY,,"Phym, Ellice and Ingliss",,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
2096,NY,2117,,,,,5000.0,,,NY,,"Phym, Ellice and Ingliss",,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
2097,NY,2118,,,,,3185.0,52.0,,NY,,"Phym, Ellice and Ingliss",,,,,NY,US,state,0.0,0.0,3185.52,True,More than 25% missing; 
2098,NY,2119,,,,,3067.0,67.0,,NY,,Bleeker and March,,,,,NY,US,state,0.0,0.0,3067.67,True,More than 25% missing; 
2099,NY,2120,,,,,5500.0,,,NY,,Bleeker and March,,,,,NY,US,state,0.0,0.0,5500.0,True,More than 25% missing; 
2100,NY,2121,,,,,353.0,88.0,,NY,,John Bergen,,,,,NY,US,state,0.0,0.0,353.88,True,More than 25% missing; 
2101,NY,2122,,,,,167.0,89.0,,NY,,Bleeker and March,,,,,NY,US,state,0.0,0.0,167.89,True,More than 25% missing; 
2102,NY,2123,,,,,142.0,66.0,,NY,,Benjamin Mooers,,,,,NY,US,state,0.0,0.0,142.66,True,More than 25% missing; 
2103,NY,2124,,,,,103.0,61.0,,NY,,Timothy Pitkin,,,,,NY,US,state,0.0,0.0,103.61,True,More than 25% missing; 
2104,NY,2125,,,,,114.0,49.0,,NY,,Angus McLean,,,,,NY,US,state,0.0,0.0,114.49,True,More than 25% missing; 
2105,NY,2126,,,,,331.0,84.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,331.84,True,More than 25% missing; 
2106,NY,2127,,,,,17.0,80.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,17.8,True,More than 25% missing; 
2107,NY,2128,,,,,484.0,27.0,,NY,,Alexander and Michael Mowatt,,,,,NY,US,state,0.0,0.0,484.27,True,More than 25% missing; 
