recon_id,six_percent_amt,deferred_amt,post_total,ratio_six,ratio_deferred,pre_total,expected_six_amt,expected_deferred_amt,in_ratio_tolerance
A2012:Z2012,139.98,69.99,209.96999999999997,0.6666666666666667,0.33333333333333337,1000,666.6666666666666,333.3333333333333,True
A2013:Z2013,0.0,0.0,0.0,,,1600,1066.6666666666665,533.3333333333333,False
A2016:Z2016,237.7,118.85,356.54999999999995,0.6666666666666667,0.33333333333333337,2700,1800.0,900.0,True
A2020:Z2020,618.14,309.07,927.21,0.6666666666666666,0.3333333333333333,3900,2600.0,1300.0,True
A2021:Z2021,692.24,346.12,1038.3600000000001,0.6666666666666666,0.3333333333333333,8600,5733.333333333333,2866.6666666666665,True
A2025:Z2025,110.48,55.24,165.72,0.6666666666666667,0.33333333333333337,200,133.33333333333331,66.66666666666666,True
A2029:Z2029,16.03,8.02,24.05,0.6665280665280665,0.33347193347193343,400,266.66666666666663,133.33333333333331,True
A2030:Z2030,211.59,105.8,317.39,0.6666561643404014,0.33334383565959863,800,533.3333333333333,266.66666666666663,True
A2033:Z2033,427.18,213.59,640.77,0.6666666666666667,0.33333333333333337,5000,3333.333333333333,1666.6666666666665,True
A2038:Z2038,129.03,64.51,193.54000000000002,0.6666838896352174,0.3333161103647825,1300,866.6666666666666,433.3333333333333,True
A203:Z203,1276.4,638.2,1914.6000000000001,0.6666666666666666,0.3333333333333333,800,533.3333333333333,266.66666666666663,True
A2040:Z2040,324.15,162.07,486.21999999999997,0.6666735222738678,0.3333264777261322,600,400.0,200.0,True
A2048:Z2048,0.0,0.0,0.0,,,1200,800.0,400.0,False
A2049:Z2049,0.0,0.0,0.0,,,400,266.66666666666663,133.33333333333331,False
A2050:Z2050,2482.28,1241.14,3723.42,0.6666666666666667,0.33333333333333337,12000,8000.0,4000.0,True
A2052:Z2052,1380.84,690.43,2071.27,0.6666634480294699,0.33333655197053014,9300,6200.0,3100.0,True
A2053:Z2053,340.01,170.0,510.01,0.6666732024862257,0.33332679751377425,10000,6666.666666666666,3333.333333333333,True
A2054:Z2054,135.56,67.77,203.32999999999998,0.6666994540894113,0.3333005459105887,1400,933.3333333333333,466.66666666666663,True
A2056:Z2056,48.04,24.23,72.27,0.6647294866472949,0.33527051335270514,10600,7066.666666666666,3533.333333333333,True
A2058:Z2058,1211.24,605.62,1816.8600000000001,0.6666666666666666,0.3333333333333333,800,533.3333333333333,266.66666666666663,True
A2062:Z2062,2741.3,954.84,3696.1400000000003,0.7416656295486642,0.2583343704513357,3200,2133.333333333333,1066.6666666666665,False
A2064:Z2064,469.13,234.56,703.69,0.6666714036010174,0.3333285963989825,200,133.33333333333331,66.66666666666666,True
A2067:Z2067,0.0,0.0,0.0,,,300,200.0,100.0,False
A2073:Z2073,377.94,188.97,566.91,0.6666666666666667,0.33333333333333337,1000,666.6666666666666,333.3333333333333,True
A2081:Z2081,871.32,435.66,1306.98,0.6666666666666667,0.33333333333333337,700,466.66666666666663,233.33333333333331,True
A2083:Z2083,674.68,337.34,1012.02,0.6666666666666666,0.3333333333333333,900,600.0,300.0,True
A2090:Z2090,7572.7,3786.35,11359.05,0.6666666666666667,0.33333333333333337,5400,3600.0,1800.0,True
A2093:Z2093,1215.45,607.72,1823.17,0.6666684949840114,0.3333315050159886,900,600.0,300.0,True
A2094:Z2094,3185.52,1592.76,4778.28,0.6666666666666667,0.33333333333333337,7100,4733.333333333333,2366.6666666666665,True
A2095:Z2095,94.07,47.04,141.10999999999999,0.6666430444334207,0.3333569555665793,1600,1066.6666666666665,533.3333333333333,True
A2097:Z2097,78.51,39.26,117.77000000000001,0.6666383629107583,0.3333616370892417,1800,1200.0,600.0,True
A20:Z20,745.65,372.82,1118.47,0.6666696469283933,0.33333035307160674,2900,1933.3333333333333,966.6666666666666,True
A2101:Z2101,1215.01,607.5,1822.51,0.6666684956461144,0.3333315043538856,1500,1000.0,500.0,True
A2102:Z2102,188.89,94.44,283.33,0.666678431510959,0.33332156848904104,1400,933.3333333333333,466.66666666666663,True
A2103:Z2103,0.0,0.0,0.0,,,800,533.3333333333333,266.66666666666663,False
A2105:Z2105,716.36,358.19,1074.55,0.6666604625191941,0.3333395374808059,1700,1133.3333333333333,566.6666666666666,True
A2110:Z2110,700.38,350.2,1050.58,0.6666603209655619,0.3333396790344381,5000,3333.333333333333,1666.6666666666665,True
A2112:Z2112,23.52,11.76,35.28,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A2121:Z2121,188.61,94.31,282.92,0.6666548847730808,0.3333451152269193,200,133.33333333333331,66.66666666666666,True
A2129:Z2129,2144.47,1072.24,3216.71,0.6666656304111964,0.33333436958880347,600,400.0,200.0,True
A2132:Z2132,185.68,92.85,278.53,0.6666427314831438,0.3333572685168564,300,200.0,100.0,True
A2134:Z2134,166.95,84.48,251.43,0.664001909080062,0.335998090919938,900,600.0,300.0,True
A2138:Z2138,273.46,136.73,410.18999999999994,0.6666666666666667,0.33333333333333337,900,600.0,300.0,True
A2141:Z2141,400.0,200.0,600.0,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A2150:Z2150,388.33,194.16,582.49,0.666672389225566,0.3333276107744339,700,466.66666666666663,233.33333333333331,True
A2152:Z2152,124.64,62.32,186.96,0.6666666666666666,0.3333333333333333,4000,2666.6666666666665,1333.3333333333333,True
A2166:Z2166,763.11,381.55,1144.66,0.6666695787395384,0.3333304212604616,6600,4400.0,2200.0,True
A2168:Z2168,18120.83,9060.41,27181.24,0.6666667893002675,0.3333332106997326,15800,10533.333333333332,5266.666666666666,True
A2176:Z2176,10419.1,5209.68,15628.78,0.666661121341525,0.33333887865847495,200,133.33333333333331,66.66666666666666,True
A2177:Z2177,575.62,287.81,863.4300000000001,0.6666666666666666,0.3333333333333333,2000,1333.3333333333333,666.6666666666666,True
A2180:Z2180,66.4,33.2,99.60000000000001,0.6666666666666666,0.3333333333333333,4200,2800.0,1400.0,True
A2182:Z2182,191.53,95.77,287.3,0.6666550643926209,0.33334493560737904,300,200.0,100.0,True
A2187:Z2187,47.38,23.69,71.07000000000001,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A218:Z218,0.0,0.0,0.0,,,3300,2200.0,1100.0,False
A2193:Z2193,442.88,221.44,664.3199999999999,0.6666666666666667,0.33333333333333337,6100,4066.6666666666665,2033.3333333333333,True
A2196:Z2196,189.63,94.82,284.45,0.666654948145544,0.33334505185445595,200,133.33333333333331,66.66666666666666,True
A21:Z21,925.88,462.95,1388.83,0.6666618664631381,0.333338133536862,600,400.0,200.0,True
A2214:Z2214,15404.05,7701.56,23105.61,0.666680083321756,0.33331991667824395,15600,10400.0,5200.0,True
A2219:Z2219,211.76,105.89,317.65,0.6666456792066741,0.333354320793326,300,200.0,100.0,True
A2220:Z2220,1959.27,979.63,2938.9,0.6666678008778795,0.33333219912212053,300,200.0,100.0,True
A2222:Z2222,466.66,233.34,700.0,0.666657142857143,0.33334285714285716,1700,1133.3333333333333,566.6666666666666,True
A2228:Z2228,134.94,67.47,202.41,0.6666666666666666,0.3333333333333333,500,333.3333333333333,166.66666666666666,True
A2234:Z2234,84.01,42.01,126.02000000000001,0.6666402158387558,0.3333597841612442,3000,2000.0,1000.0,True
A2238:Z2238,262.35,131.17,393.52,0.6666751372230129,0.3333248627769872,300,200.0,100.0,True
A2239:Z2239,15.47,7.74,23.21,0.6665230504093064,0.3334769495906937,400,266.66666666666663,133.33333333333331,True
A2244:Z2244,199.74,99.87,299.61,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A2245:Z2245,1793.36,896.68,2690.04,0.6666666666666666,0.3333333333333333,21900,14600.0,7300.0,True
A2247:Z2247,78.0,39.0,117.0,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A2248:Z2248,1707.53,853.76,2561.29,0.6666679680942025,0.33333203190579747,3300,2200.0,1100.0,True
A2256:Z2256,16.85,8.43,25.28,0.6665348101265823,0.3334651898734177,7500,5000.0,2500.0,True
A2257:Z2257,28.15,14.07,42.22,0.6667456181904311,0.33325438180956896,200,133.33333333333331,66.66666666666666,True
A2263:Z2263,600.0,300.0,900.0,0.6666666666666666,0.3333333333333333,11000,7333.333333333333,3666.6666666666665,True
A2265:Z2265,10435.47,5217.76,15653.23,0.6666656019236924,0.3333343980763076,6000,4000.0,2000.0,True
A2267:Z2267,410.16,205.08,615.24,0.6666666666666667,0.33333333333333337,1900,1266.6666666666665,633.3333333333333,True
A2277:Z2277,1609.21,804.61,2413.82,0.6666652857296733,0.3333347142703267,300,200.0,100.0,True
A2281:Z2281,101.44,50.72,152.16,0.6666666666666666,0.3333333333333333,500,333.3333333333333,166.66666666666666,True
A2285:Z2285,5259.03,2629.52,7888.549999999999,0.6666662441133034,0.33333375588669656,1000,666.6666666666666,333.3333333333333,True
A2287:Z2287,3164.26,1582.13,4746.39,0.6666666666666666,0.3333333333333333,1800,1200.0,600.0,True
A2292:Z2292,800.0,400.0,1200.0,0.6666666666666666,0.3333333333333333,4000,2666.6666666666665,1333.3333333333333,True
A2294:Z2294,126.16,63.08,189.24,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A2296:Z2296,259.7,129.85,389.54999999999995,0.6666666666666667,0.33333333333333337,1500,1000.0,500.0,True
A2297:Z2297,16405.29,8202.64,24607.93,0.6666668021243559,0.33333319787564414,300,200.0,100.0,True
A22:Z22,102.64,51.32,153.96,0.6666666666666666,0.3333333333333333,2000,1333.3333333333333,666.6666666666666,True
A2307:Z2307,200.0,100.0,300.0,0.6666666666666666,0.3333333333333333,900,600.0,300.0,True
A2308:Z2308,398.93,199.46,598.39,0.6666722371697388,0.3333277628302612,400,266.66666666666663,133.33333333333331,True
A230:Z230,6368.84,3184.42,9553.26,0.6666666666666666,0.3333333333333333,1100,733.3333333333333,366.66666666666663,True
A2314:Z2314,165.7,82.85,248.54999999999998,0.6666666666666666,0.3333333333333333,500,333.3333333333333,166.66666666666666,True
A2318:Z2318,733.33,366.67,1100.0,0.6666636363636363,0.33333636363636365,400,266.66666666666663,133.33333333333331,True
A231:Z231,3676.44,1838.22,5514.66,0.6666666666666667,0.33333333333333337,1600,1066.6666666666665,533.3333333333333,True
A2323:Z2323,475.92,237.96,713.88,0.6666666666666667,0.33333333333333337,500,333.3333333333333,166.66666666666666,True
A2326:Z2326,191.44,95.73,287.17,0.6666434516140265,0.33335654838597345,400,266.66666666666663,133.33333333333331,True
A2329:Z2329,77.0,38.49,115.49000000000001,0.666724391722227,0.333275608277773,800,533.3333333333333,266.66666666666663,True
A2341:Z2341,1166.84,583.42,1750.2599999999998,0.6666666666666667,0.33333333333333337,700,466.66666666666663,233.33333333333331,True
A234:Z234,459.4,229.7,689.0999999999999,0.6666666666666667,0.33333333333333337,5200,3466.6666666666665,1733.3333333333333,True
A2353:Z2353,22.7,11.36,34.06,0.6664709336465061,0.3335290663534938,7200,4800.0,2400.0,True
A2355:Z2355,1959.55,979.78,2939.33,0.6666655326213797,0.33333446737862027,1200,800.0,400.0,True
A2356:Z2356,116.05,58.03,174.07999999999998,0.666647518382353,0.3333524816176471,500,333.3333333333333,166.66666666666666,True
A237:Z237,1901.78,950.89,2852.67,0.6666666666666666,0.3333333333333333,6400,4266.666666666666,2133.333333333333,True
A2382:Z2382,967.94,483.97,1451.91,0.6666666666666666,0.3333333333333333,6900,4600.0,2300.0,True
A2384:Z2384,813.47,406.73,1220.2,0.666669398459269,0.333330601540731,1200,800.0,400.0,True
A2389:Z2389,12567.22,6283.59,18850.809999999998,0.6666673739749115,0.3333326260250886,10700,7133.333333333333,3566.6666666666665,True
A2396:Z2396,1241.76,620.88,1862.6399999999999,0.6666666666666667,0.33333333333333337,1800,1200.0,600.0,True
A23:Z23,32.77,16.39,49.160000000000004,0.6665988608624899,0.3334011391375102,1300,866.6666666666666,433.3333333333333,True
A2409:Z2409,0.0,0.0,0.0,,,1100,733.3333333333333,366.66666666666663,False
A2420:Z2420,3260.83,1630.41,4891.24,0.6666673481571136,0.3333326518428865,400,266.66666666666663,133.33333333333331,True
A2428:Z2428,539.06,269.54,808.5999999999999,0.6666584219638882,0.33334157803611186,1600,1066.6666666666665,533.3333333333333,True
A2438:Z2438,1585.73,792.86,2378.59,0.6666680680571262,0.3333319319428737,9600,6400.0,3200.0,True
A2439:Z2439,225.24,112.62,337.86,0.6666666666666666,0.3333333333333333,1100,733.3333333333333,366.66666666666663,True
A243:Z243,14.36,7.18,21.54,0.6666666666666666,0.3333333333333333,1100,733.3333333333333,366.66666666666663,True
A2449:Z2449,766.54,383.27,1149.81,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A2456:Z2456,19.0,9.5,28.5,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A245:Z245,3386.94,1693.47,5080.41,0.6666666666666667,0.33333333333333337,2200,1466.6666666666665,733.3333333333333,True
A2462:Z2462,152.54,76.27,228.81,0.6666666666666666,0.3333333333333333,1100,733.3333333333333,366.66666666666663,True
A2463:Z2463,1993.33,996.67,2990.0,0.6666655518394649,0.3333344481605351,22500,15000.0,7500.0,True
A2467:Z2467,183.42,91.71,275.13,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A2470:Z2470,72.22,36.11,108.33,0.6666666666666666,0.3333333333333333,1800,1200.0,600.0,True
A2477:Z2477,17.76,8.88,26.64,0.6666666666666667,0.33333333333333337,300,200.0,100.0,True
A2484:Z2484,2419.4,1209.7,3629.1000000000004,0.6666666666666666,0.3333333333333333,20000,13333.333333333332,6666.666666666666,True
A248:Z248,0.0,0.0,0.0,,,2800,1866.6666666666665,933.3333333333333,False
A2491:Z2491,4244.33,2122.17,6366.5,0.6666661430927511,0.33333385690724887,1400,933.3333333333333,466.66666666666663,True
A2502:Z2502,740.82,370.41,1111.23,0.6666666666666667,0.33333333333333337,6000,4000.0,2000.0,True
A2504:Z2504,465.49,232.75,698.24,0.6666618927589367,0.3333381072410632,2800,1866.6666666666665,933.3333333333333,True
A2507:Z2507,178.96,89.48,268.44,0.6666666666666667,0.33333333333333337,500,333.3333333333333,166.66666666666666,True
A2512:Z2512,96.78,48.4,145.18,0.6666207466593195,0.3333792533406805,400,266.66666666666663,133.33333333333331,True
A2514:Z2514,0.0,0.0,0.0,,,4300,2866.6666666666665,1433.3333333333333,False
A2515:Z2515,4082.06,2041.03,6123.09,0.6666666666666666,0.3333333333333333,14000,9333.333333333332,4666.666666666666,True
A2527:Z2527,424.81,212.41,637.22,0.6666614356109349,0.333338564389065,800,533.3333333333333,266.66666666666663,True
A2531:Z2531,1538.76,769.38,2308.14,0.6666666666666667,0.33333333333333337,6900,4600.0,2300.0,True
A2539:Z2539,809.43,404.72,1214.15,0.666663921261788,0.3333360787382119,600,400.0,200.0,True
A2542:Z2542,3979.5,1989.75,5969.25,0.6666666666666666,0.3333333333333333,3800,2533.333333333333,1266.6666666666665,True
A2550:Z2550,1295.39,647.69,1943.0800000000002,0.6666683821561644,0.3333316178438356,800,533.3333333333333,266.66666666666663,True
A2556:Z2556,6.82,3.42,10.24,0.666015625,0.333984375,500,333.3333333333333,166.66666666666666,True
A2564:Z2564,0.0,0.0,0.0,,,400,266.66666666666663,133.33333333333331,False
A2566:Z2566,180.63,90.31,270.94,0.6666789695135454,0.33332103048645456,600,400.0,200.0,True
A2570:Z2570,12.46,6.24,18.700000000000003,0.6663101604278074,0.33368983957219245,200,133.33333333333331,66.66666666666666,True
A2576:Z2576,97.53,48.76,146.29,0.6666894524574476,0.33331054754255246,1400,933.3333333333333,466.66666666666663,True
A2580:Z2580,1168.56,584.29,1752.85,0.6666628633368514,0.33333713666314857,600,400.0,200.0,True
A2582:Z2582,34.26,17.13,51.39,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A2614:Z2614,5666.21,2833.1,8499.31,0.6666670588553659,0.3333329411446341,2200,1466.6666666666665,733.3333333333333,True
A2615:Z2615,308.36,154.18,462.54,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A2616:Z2616,2900.51,1450.26,4350.77,0.6666659005187587,0.3333340994812412,3000,2000.0,1000.0,True
A2617:Z2617,419.43,209.72,629.15,0.6666613685130732,0.33333863148692683,500,333.3333333333333,166.66666666666666,True
A2618:Z2618,3904.55,1952.3,5856.85,0.6666638209959278,0.33333617900407214,1100,733.3333333333333,366.66666666666663,True
A2619:Z2619,405.98,202.99,608.97,0.6666666666666666,0.3333333333333333,5200,3466.6666666666665,1733.3333333333333,True
A2638:Z2638,221.02,110.51,331.53000000000003,0.6666666666666666,0.3333333333333333,500,333.3333333333333,166.66666666666666,True
A2642:Z2642,0.0,0.0,0.0,,,200,133.33333333333331,66.66666666666666,False
A2647:Z2647,536.62,268.31,804.9300000000001,0.6666666666666666,0.3333333333333333,1200,800.0,400.0,True
A2650:Z2650,932.92,466.46,1399.3799999999999,0.6666666666666667,0.33333333333333337,1000,666.6666666666666,333.3333333333333,True
A2658:Z2658,984.71,492.36,1477.0700000000002,0.6666644099467188,0.3333355900532811,5300,3533.333333333333,1766.6666666666665,True
A2681:Z2681,493.47,246.74,740.21,0.6666621634401049,0.3333378365598952,6900,4600.0,2300.0,True
A2687:Z2687,166.6,83.3,249.89999999999998,0.6666666666666667,0.33333333333333337,600,400.0,200.0,True
A2689:Z2689,0.0,0.0,0.0,,,900,600.0,300.0,False
A268:Z268,75.26,37.64,112.9,0.666607617360496,0.333392382639504,500,333.3333333333333,166.66666666666666,True
A2693:Z2693,321.68,160.84,482.52,0.6666666666666667,0.33333333333333337,400,266.66666666666663,133.33333333333331,True
A2694:Z2694,401.8,200.9,602.7,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A2695:Z2695,617.94,308.97,926.9100000000001,0.6666666666666666,0.3333333333333333,200,133.33333333333331,66.66666666666666,True
A2696:Z2696,40.75,20.38,61.129999999999995,0.6666121380664158,0.33338786193358416,300,200.0,100.0,True
A2699:Z2699,192.71,96.35,289.06,0.6666781982979313,0.33332180170206877,200,133.33333333333331,66.66666666666666,True
A269:Z269,352.53,176.26,528.79,0.666672970366308,0.33332702963369204,1400,933.3333333333333,466.66666666666663,True
A26:Z26,64.02,32.01,96.03,0.6666666666666666,0.3333333333333333,1200,800.0,400.0,True
A2709:Z2709,38.63,19.31,57.94,0.6667241974456335,0.33327580255436656,300,200.0,100.0,True
A2710:Z2710,15.28,7.65,22.93,0.6663759267335368,0.33362407326646315,300,200.0,100.0,True
A2719:Z2719,892.92,446.45,1339.37,0.6666716441311961,0.333328355868804,1300,866.6666666666666,433.3333333333333,True
A2720:Z2720,1189.05,594.52,1783.57,0.6666685355775215,0.3333314644224785,900,600.0,300.0,True
A2722:Z2722,422.38,211.19,633.5699999999999,0.6666666666666667,0.33333333333333337,400,266.66666666666663,133.33333333333331,True
A2741:Z2741,936.31,468.16,1404.47,0.6666642932921315,0.33333570670786844,4800,3200.0,1600.0,True
A2755:Z2755,402.21,201.11,603.3199999999999,0.6666611416826892,0.3333388583173109,1400,933.3333333333333,466.66666666666663,True
A2762:Z2762,692.25,346.12,1038.37,0.6666698768261795,0.33333012317382055,9000,6000.0,3000.0,True
A2764:Z2764,24.69,12.35,37.04,0.6665766738660908,0.3334233261339093,400,266.66666666666663,133.33333333333331,True
A2765:Z2765,5636.96,2818.49,8455.45,0.6666658782205559,0.333334121779444,4700,3133.333333333333,1566.6666666666665,True
A2770:Z2770,1787.12,893.56,2680.68,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A2771:Z2771,3146.08,1573.05,4719.13,0.6666652539768982,0.3333347460231017,1400,933.3333333333333,466.66666666666663,True
A2783:Z2783,2064.67,1032.34,3097.01,0.666665590359734,0.3333344096402659,700,466.66666666666663,233.33333333333331,True
A2790:Z2790,0.0,0.0,0.0,,,2600,1733.3333333333333,866.6666666666666,False
A2798:Z2798,27393.12,13696.59,41089.71,0.6666661799267992,0.33333382007320084,7600,5066.666666666666,2533.333333333333,True
A2799:Z2799,12.1,6.05,18.15,0.6666666666666667,0.33333333333333337,300,200.0,100.0,True
A27:Z27,74.58,37.29,111.87,0.6666666666666666,0.3333333333333333,1200,800.0,400.0,True
A2807:Z2807,397.72,198.86,596.58,0.6666666666666666,0.3333333333333333,3200,2133.333333333333,1066.6666666666665,True
A280:Z280,41.0,20.5,61.5,0.6666666666666666,0.3333333333333333,700,466.66666666666663,233.33333333333331,True
A2812:Z2812,1431.74,715.88,2147.62,0.666663562455183,0.33333643754481707,600,400.0,200.0,True
A2813:Z2813,0.0,0.0,0.0,,,1000,666.6666666666666,333.3333333333333,False
A2815:Z2815,0.0,0.0,0.0,,,500,333.3333333333333,166.66666666666666,False
A2820:Z2820,1200.0,600.0,1800.0,0.6666666666666666,0.3333333333333333,400,266.66666666666663,133.33333333333331,True
A2823:Z2823,3144.8,1572.4,4717.200000000001,0.6666666666666666,0.3333333333333333,4400,2933.333333333333,1466.6666666666665,True
A2831:Z2831,577.97,288.98,866.95,0.6666705115635273,0.3333294884364727,6500,4333.333333333333,2166.6666666666665,True
A2832:Z2832,23189.21,11594.61,34783.82,0.6666665708366706,0.3333334291633294,1600,1066.6666666666665,533.3333333333333,True
A2835:Z2835,4840.83,2420.4,7261.23,0.6666680438438116,0.33333195615618844,2700,1800.0,900.0,True
A2837:Z2837,11691.25,5845.65,17536.9,0.6666657162896521,0.33333428371034785,5300,3533.333333333333,1766.6666666666665,True
A2843:Z2843,1755.96,877.98,2633.94,0.6666666666666666,0.3333333333333333,15400,10266.666666666666,5133.333333333333,True
A2846:Z2846,20.38,10.19,30.57,0.6666666666666666,0.3333333333333333,400,266.66666666666663,133.33333333333331,True
A2866:Z2866,2536.92,1268.42,3805.34,0.6666736743628691,0.333326325637131,300,200.0,100.0,True
A2867:Z2867,1463.95,731.97,2195.92,0.66666818463332,0.33333181536668005,1500,1000.0,500.0,True
A2881:Z2881,444.67,222.33,667.0,0.666671664167916,0.333328335832084,1000,666.6666666666666,333.3333333333333,True
A2890:Z2890,206.75,103.38,310.13,0.6666559184857963,0.3333440815142037,1300,866.6666666666666,433.3333333333333,True
A2901:Z2901,303.12,151.56,454.68,0.6666666666666666,0.3333333333333333,1000,666.6666666666666,333.3333333333333,True
A2903:Z2903,1573.33,786.67,2360.0,0.6666652542372881,0.3333347457627118,700,466.66666666666663,233.33333333333331,True
A290:Z290,791.85,395.93,1187.78,0.666663860310832,0.33333613968916803,2800,1866.6666666666665,933.3333333333333,True
A2917:Z2917,1739.64,869.82,2609.46,0.6666666666666667,0.33333333333333337,600,400.0,200.0,True
A291:Z291,81.96,40.97,122.92999999999999,0.6667208980720736,0.3332791019279265,300,200.0,100.0,True
A2921:Z2921,78.62,39.31,117.93,0.6666666666666666,0.3333333333333333,200,133.33333333333331,66.66666666666666,True
A2927:Z2927,4201.14,3829.55,8030.6900000000005,0.5231356209740383,0.4768643790259616,1300,866.6666666666666,433.3333333333333,False
A292:Z292,57.64,28.82,86.46000000000001,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A2930:Z2930,1789.16,894.58,2683.7400000000002,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A2935:Z2935,267.62,133.81,401.43,0.6666666666666666,0.3333333333333333,1100,733.3333333333333,366.66666666666663,True
A2937:Z2937,1538.62,769.31,2307.93,0.6666666666666666,0.3333333333333333,200,133.33333333333331,66.66666666666666,True
A2952:Z2952,3463.2,1731.61,5194.8099999999995,0.6666653833345204,0.3333346166654796,5900,3933.333333333333,1966.6666666666665,True
A2956:Z2956,11320.72,5660.36,16981.079999999998,0.6666666666666667,0.33333333333333337,8300,5533.333333333333,2766.6666666666665,True
A2957:Z2957,25635.37,12817.68,38453.05,0.6666667533524648,0.3333332466475351,600,400.0,200.0,True
A2964:Z2964,2441.32,1220.66,3661.9800000000005,0.6666666666666666,0.3333333333333333,9200,6133.333333333333,3066.6666666666665,True
A2965:Z2965,1664.6,832.3,2496.8999999999996,0.6666666666666667,0.33333333333333337,400,266.66666666666663,133.33333333333331,True
A2969:Z2969,341.08,170.53,511.61,0.6666796974257735,0.33332030257422646,1500,1000.0,500.0,True
A2973:Z2973,62.37,31.19,93.56,0.6666310389055151,0.33336896109448483,1300,866.6666666666666,433.3333333333333,True
A2974:Z2974,590.73,295.36,886.09,0.6666704285117765,0.33332957148822356,1000,666.6666666666666,333.3333333333333,True
A2978:Z2978,1748.46,874.23,2622.69,0.6666666666666666,0.3333333333333333,2500,1666.6666666666665,833.3333333333333,True
A2985:Z2985,0.0,0.0,0.0,,,5600,3733.333333333333,1866.6666666666665,False
A2988:Z2988,1898.27,949.14,2847.41,0.6666654960121655,0.3333345039878346,1400,933.3333333333333,466.66666666666663,True
A2990:Z2990,107.37,53.69,161.06,0.6666459704457967,0.3333540295542034,400,266.66666666666663,133.33333333333331,True
A2996:Z2996,461.11,230.55,691.6600000000001,0.6666714859902263,0.3333285140097736,1200,800.0,400.0,True
A2997:Z2997,1979.6,989.8,2969.3999999999996,0.6666666666666667,0.33333333333333337,400,266.66666666666663,133.33333333333331,True
A299:Z299,643.34,321.67,965.01,0.6666666666666667,0.33333333333333337,4200,2800.0,1400.0,True
A3002:Z3002,3374.0,1687.0,5061.0,0.6666666666666666,0.3333333333333333,6000,4000.0,2000.0,True
A3006:Z3006,5635.49,2817.75,8453.24,0.6666662723405463,0.3333337276594537,1400,933.3333333333333,466.66666666666663,True
A3013:Z3013,16159.96,8079.99,24239.949999999997,0.6666663916385966,0.3333336083614034,1900,1266.6666666666665,633.3333333333333,True
A3020:Z3020,850.62,425.32,1275.94,0.6666614417605843,0.3333385582394156,5400,3600.0,1800.0,True
A3022:Z3022,5683.06,2841.54,8524.6,0.666665884616287,0.333334115383713,25200,16800.0,8400.0,True
A3031:Z3031,2388.52,1194.26,3582.7799999999997,0.6666666666666667,0.33333333333333337,7700,5133.333333333333,2566.6666666666665,True
A3037:Z3037,2017.65,508.82,2526.4700000000003,0.7986043768578293,0.20139562314217066,1600,1066.6666666666665,533.3333333333333,False
A3050:Z3050,0.0,0.0,0.0,,,500,333.3333333333333,166.66666666666666,False
A3063:Z3063,916.11,458.06,1374.17,0.6666642409599977,0.3333357590400023,4800,3200.0,1600.0,True
A3071:Z3071,29.14,14.57,43.71,0.6666666666666666,0.3333333333333333,300,200.0,100.0,True
A3074:Z3074,200.0,100.0,300.0,0.6666666666666666,0.3333333333333333,5700,3800.0,1900.0,True
A3080:Z3080,243.33,121.66,364.99,0.6666757993369682,0.33332420066303187,400,266.66666666666663,133.33333333333331,True
A3086:Z3086,73.28,36.65,109.93,0.6666060220140089,0.3333939779859911,1300,866.6666666666666,433.3333333333333,True
A3087:Z3087,188.02,94.01,282.03000000000003,0.6666666666666666,0.3333333333333333,3400,2266.6666666666665,1133.3333333333333,True
A3090:Z3090,440.02,220.01,660.03,0.6666666666666666,0.3333333333333333,7000,4666.666666666666,2333.333333333333,True
A3094:Z3094,129.78,64.89,194.67000000000002,0.6666666666666666,0.3333333333333333,200,133.33333333333331,66.66666666666666,True
A3098:Z3098,145.68,72.84,218.52,0.6666666666666666,0.3333333333333333,600,400.0,200.0,True
A3101:Z3101,516.81,258.4,775.2099999999999,0.6666709665767986,0.33332903342320147,1000,666.6666666666666,333.3333333333333,True
A3106:Z3106,209.81,104.9,314.71000000000004,0.6666772584283943,0.3333227415716056,200,133.33333333333331,66.66666666666666,True
A3109:Z3109,298.43,149.33,447.76,0.6664954439878507,0.3335045560121494,1600,1066.6666666666665,533.3333333333333,True
A310:Z310,2468.42,1234.21,3702.63,0.6666666666666666,0.3333333333333333,6200,4133.333333333333,2066.6666666666665,True
A3110:Z3110,3222.48,1611.25,4833.73,0.6666652874695111,0.3333347125304889,1200,800.0,400.0,True
