row_id,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,geo_level,Name_Fix
4458,Nathan Fisk,Nathan,Fisk,North Scituate,Providence County,RI,US,town,Nathan Fisk
4459,John Hunt,John,Hunt,Rehoboth,Bristol County,MA,US,town,John Hunt
4460,Thomas Greene and Sons,Thomas,Greene,Newport,Newport County,RI,US,town,Thomas Greene
4461,Brown and Francis,John,Francis,Providence,Providence County,RI,US,town,John Francis | Moses Brown
4462,Brown and Francis,Moses,Brown,Providence,Providence County,RI,US,town,John Francis | Moses Brown
4463,Moses and Nicholas Brown,Moses,Brown,Providence,Providence County,RI,US,town,Moses Brown | Nicholas Brown
4464,Moses and Nicholas Brown,Nicholas,Brown,Providence,Providence County,RI,US,town,Moses Brown | Nicholas Brown
4465,Edmund Fowle,Edmund,Fowle,,,RI,US,state,Edmund Fowle
4466,Amasa Learned,Amasa,Learned,,,RI,US,state,Amasa Learned
4467,Archibald Crary,Archibald,Crary,East Greenwich,Kent County,RI,US,town,Archibald Crary
4468,Elizabeth Freeborn,Elizabeth,Freeborn,East Greenwich,Kent County,RI,US,town,Elizabeth Freeborn
4469,Thomas Bumstead,Thomas,Bumstead,,,RI,US,state,Thomas Bumstead
4470,Samuel Young,Samuel,Young,,,RI,US,state,Samuel Young
4471,John Thurber,John,Thurber,,,RI,US,state,John Thurber
4472,David Durfee,David,Durfee,,,RI,US,state,David Durfee
4473,Edward Mason,Edward,Mason,,,RI,US,state,Edward Mason
4474,Peleg Arnold,Peleg,Arnold,,,RI,US,state,Peleg Arnold
4475,Samuel White,Samuel,White,,,RI,US,state,Samuel White
4476,Obed Pain,Obed,Pain,,,RI,US,state,Obed Pain
4477,Pardon Tillinghast | Pardon Tillinghast of Exeter,Pardon,Tillinghast,,,RI,US,state,Pardon Tillinghast
4478,Ephraim Bowen,Ephraim,Bowen,,,RI,US,state,Ephraim Bowen
4479,Isaac Pitman,Isaac,Pitman,Providence,Providence County,RI,US,town,Isaac Pitman
4480,Joshua Davis,Joshua,Davis,,,RI,US,state,Joshua Davis
4481,William Crooke,William,Crooke,,,RI,US,state,William Crooke
4482,John Foster,John,Foster,Providence,Providence County,RI,US,town,John Foster
4483,Ruth Vial,Ruth,Vial,,,RI,US,state,Ruth Vial
4484,Frederick Crary,Frederick,Crary,,,RI,US,state,Frederick Crary
4485,Stephen Olney,Stephen,Olney,,,RI,US,state,Stephen Olney
4486,Benjamin Hall,Benjamin,Hall,,,RI,US,state,Benjamin Hall
4487,Nathan and Frederick Williams | Nathan and Fredrick Williams,Frederick,Williams,,,RI,US,state,Frederick Williams | Nathan Williams
4488,Nathan and Frederick Williams | Nathan and Fredrick Williams,Nathan,Williams,,,RI,US,state,Frederick Williams | Nathan Williams
4489,John Radloff,John,Radloff,,,RI,US,state,John Radloff
4490,Clark and Hammond,Ethan,Clark,Newport,Newport County,RI,US,town,Ethan Clark
4491,Abner Daggatt | Abner Daggett,Abner,Daggatt,Providence,Providence County,RI,US,town,Abner Daggatt | Abner Daggett
4492,Abner Daggatt | Abner Daggett,Abner,Daggett,Providence,Providence County,RI,US,town,Abner Daggatt | Abner Daggett
4493,Charles Holden,Charles,Holden,,,RI,US,state,Charles Holden
4494,Jeremiah Eddy,Jeremiah,Eddy,,,RI,US,state,Jeremiah Eddy
4495,Richard Thornton,Richard,Thornton,,,RI,US,state,Richard Thornton
4496,Job Watson,Job,Watson,,,RI,US,state,Job Watson
4497,John P Dexter | John S Dexter,John P,Dexter,,,RI,US,state,John P Dexter | John S Dexter
4498,John P Dexter | John S Dexter,John S,Dexter,,,RI,US,state,John P Dexter | John S Dexter
4499,Philip Peckham,Philip,Peckham,,,RI,US,state,Philip Peckham
4500,Gilbert Grant,Gilbert,Grant,,,RI,US,state,Gilbert Grant
4501,Christopher Brown,Christopher,Brown,,,RI,US,state,Christopher Brown
4502,John Johnson,John,Johnson,,,RI,US,state,John Johnson
4503,Mary Allen,Mary,Allen,Providence,Providence County,RI,US,town,Mary Allen
4504,Daniel Tefft,Daniel,Tefft,Providence,Providence County,RI,US,town,Daniel Tefft
4505,Ezekiel Carpenter,Ezekiel,Carpenter,,,RI,US,state,Ezekiel Carpenter
4506,Ebenezer Upham,Ebenezer,Upham,,,RI,US,state,Ebenezer Upham
4507,Thomas Noyes,Thomas,Noyes,,,RI,US,state,Thomas Noyes
4508,Matthew Manchester,Matthew,Manchester,,,RI,US,state,Matthew Manchester
4509,Caleb Green,Caleb,Green,,,RI,US,state,Caleb Green
4510,Henry Sherburne,Henry,Sherburne,Newport,Newport County,RI,US,town,Henry Sherburne
4511,Obadiah Sprague,Obadiah,Sprague,,,RI,US,state,Obadiah Sprague
4512,John Whipple,John,Whipple,,,RI,US,state,John Whipple
4513,Thomas B Arnold,Thomas B,Arnold,,,RI,US,state,Thomas B Arnold
4514,Bethiah Jenckes Transfer from Register of Treasury | Bethiah Jenckes transfer from Register | Bethiah Jencks transfer from register,Bethiah,Jenckes,,,RI,US,state,Bethiah Jenckes | Bethiah Jencks
4515,Bethiah Jenckes Transfer from Register of Treasury | Bethiah Jenckes transfer from Register | Bethiah Jencks transfer from register,Bethiah,Jencks,,,RI,US,state,Bethiah Jenckes | Bethiah Jencks
4516,John Updike Transfer from South Carolina | John Updike transfer from S Carolin | John Updike transfer from Society Carolina,John,Updike,,,RI,US,state,John Updike
4517,Benjamin Baurn Transfer from Register | Benjamin Bourn transfer from the Register | Benjamin Brown transfer from register,Benjamin,Baurn,,,RI,US,state,Benjamin Baurn | Benjamin Bourn | Benjamin Brown
4518,Benjamin Baurn Transfer from Register | Benjamin Bourn transfer from the Register | Benjamin Brown transfer from register,Benjamin,Bourn,,,RI,US,state,Benjamin Baurn | Benjamin Bourn | Benjamin Brown
4519,Benjamin Baurn Transfer from Register | Benjamin Bourn transfer from the Register | Benjamin Brown transfer from register,Benjamin,Brown,,,RI,US,state,Benjamin Baurn | Benjamin Bourn | Benjamin Brown
4520,Samuel Eddy Transferred from Register | Samuel Eddy transfer from register | Samuel Eddy transfer from the Register,Samuel,Eddy,,,RI,US,state,Samuel Eddy
4521,Matthew Hanly Transferred from Register | Matthew Hanly transfer from register | Matthew Hanly transfer from the Register,Matthew,Hanly,,,RI,US,state,Matthew Hanly
4522,Comfort Eddy Transferred from Register | Comfort Eddy transfer from register | Comfort Eddy transfer from the Register,Comfort,Eddy,,,RI,US,state,Comfort Eddy
4523,Asa Francklin transfer from the Register | Asa Franklin Transferred from Register | Asa Franklin transfer from Register,Asa,Francklin,,,RI,US,state,Asa Francklin | Asa Franklin
4524,Asa Francklin transfer from the Register | Asa Franklin Transferred from Register | Asa Franklin transfer from Register,Asa,Franklin,,,RI,US,state,Asa Francklin | Asa Franklin
4525,Peleg Shearman Transferred from the Register of the Treasury | Peleg Shearman transfer from the Register of the Treasury | Peleg Shearman transfer the register,Peleg,Shearman,,,RI,US,state,Peleg Shearman
4526,Samuel Black Transfer from Register | Samuel Black transfer from Register,Samuel,Black,,,RI,US,state,Samuel Black
4527,Jonathan Pitcher Transferred from the Register | Jonathan Pitcher transfer from the Register | Jonathan Pitcher transfer from the register,Jonathan,Pitcher,,,RI,US,state,Jonathan Pitcher
4528,Welcome Arnold Transfer from the Office at Connecticut | Welcome Arnold transferred from the office at Connecticut | Welcome Arnold transferred from the office in Connecticut,Welcome,Arnold,,,RI,US,state,Welcome Arnold
4529,William Vernon Transfer from the Register of the Treasury | William Vernon transferred from the Register of Treasury | William Vernon transferred from the Register of treasury,William,Vernon,,,RI,US,state,William Vernon
4530,Clark and Nightingale Transferred from Register | Clark and Nightingale transferred,Joseph Innes,Clark,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
4531,Clark and Nightingale Transferred from Register | Clark and Nightingale transferred,Joseph,Nightingale,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
4532,Mess and Nicholas Brown transferred | Moses and Nicholas Brown Transferred from Treasury | Moses and Nicholas Brown transferred,Moses,Brown,,,RI,US,state,Moses Brown | Nicholas Brown
4533,Mess and Nicholas Brown transferred | Moses and Nicholas Brown Transferred from Treasury | Moses and Nicholas Brown transferred,Nicholas,Brown,,,RI,US,state,Moses Brown | Nicholas Brown
4534,Samuel Nightingale Transferred from Treasury | Samuel Nightingale transfer from Treasury | Samuel and Nightingale transfer from treasury,Samuel,Nightingale,,,RI,US,state,Samuel Nightingale
4535,Benjamin Bowen | Benjamin Brown Transferred from Treasury | Benjamin Brown transfer from treasury,Benjamin,Bowen,,,RI,US,state,Benjamin Bowen | Benjamin Brown
4536,Benjamin Bowen | Benjamin Brown Transferred from Treasury | Benjamin Brown transfer from treasury,Benjamin,Brown,,,RI,US,state,Benjamin Bowen | Benjamin Brown
4537,Samuel Eddy | Samuel Eddy Transferred from Treasury | Samuel Eddy transfer from treasury,Samuel,Eddy,,,RI,US,state,Samuel Eddy
4538,Stephen Tillinghast transferred from treasury,Stephen,Tillinghast,,,RI,US,state,Stephen Tillinghast
4539,Clark and Nightingale | Clark and Nightingale transferred to treasury,Joseph Innes,Clark,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4540,Clark and Nightingale | Clark and Nightingale transferred to treasury,Joseph,Nightingale,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4541,Mess Brown and Frances from the Register of the Treasury | Mess Brown and Frances transferred from the Register of the Treasury | Mess Brown and Francis Transferred from the Register of the Treasury,John,Francis,,,RI,US,state,John Francis | Moses Brown
4542,Mess Brown and Frances from the Register of the Treasury | Mess Brown and Frances transferred from the Register of the Treasury | Mess Brown and Francis Transferred from the Register of the Treasury,Moses,Brown,,,RI,US,state,John Francis | Moses Brown
4543,Clark and Nightingale Transferred from Register | Clark and Nightingale transferred,Joseph Innes,Clark,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4544,Clark and Nightingale Transferred from Register | Clark and Nightingale transferred,Joseph,Nightingale,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4545,James Manning | James Manning Transferred from Treasury | James Manning transferred from the Treasury,James,Manning,,,RI,US,state,James Manning
4546,Zachariah Allen | Zachariah Allen Transferred from Massachusetts | Zachariah Allen transferred from Massachusetts,Zachariah,Allen,,,RI,US,state,Zachariah Allen
4547,Philip Allen | Philip Allen Transferred to Massachusetts | Philip Allen transferred from Massachusetts,Philip,Allen,,,RI,US,state,Philip Allen
4548,Clark and Nightingale Register | Clark and Nightingale Transferred from the Reg | Clarkand Nightingale Transferred from the Register,Joseph Innes,Clark,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4549,Clark and Nightingale Register | Clark and Nightingale Transferred from the Reg | Clarkand Nightingale Transferred from the Register,Joseph,Nightingale,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale
4550,Christopher Ellery Transfer | Christopher Ellery transfer,Christopher,Ellery,,,RI,US,state,Christopher Ellery
4551,Samuel Athenton Transfer | Samuel Atherton Transfer | Samuel Atherton transfer,Samuel,Athenton,,,MA,US,state,Samuel Athenton | Samuel Atherton
4552,Samuel Athenton Transfer | Samuel Atherton Transfer | Samuel Atherton transfer,Samuel,Atherton,,,MA,US,state,Samuel Athenton | Samuel Atherton
4553,Dorothy Sabin Transfer | Dorothy Sabin transfer,Dorothy,Sabin,,,RI,US,state,Dorothy Sabin
4554,Amos Throop Transfer | Amos Throop Transferred | Amos Throop transfer,Amos,Throop,,,RI,US,state,Amos Throop
4555,James Manning Transferred from the Register | James Manning transferred from reg | James Manning transferred from the Register,James,Manning,,,RI,US,state,James Manning
4556,Hopestill McNeal | Hopestill McNeal Transferred from the Register of the Treasury,Hopestill,Mcneal,,,RI,US,state,Hopestill Mcneal
4557,John Smith | John Smith Transferred from the Register of the Treasury,John,Smith,Johnston,Providence County,RI,US,town,John Smith
4558,Nehemiah Rhodes | Nehemiah Rhodes Transferred from the Register of the Treasury,Nehemiah,Rhodes,Cranston,Providence County,RI,US,town,Nehemiah Rhodes
4559,Thomas Fry and Co | Thomas Fry and Co Transferred from the Register of the Treasury,Thomas,Fry,,,RI,US,state,Thomas Fry
4560,John Mumford Journal | John Mumford Transferred from Treasury | John Mumford transferred from the Treasury,John,Mumford,,,RI,US,state,John Mumford
4561,Jabez Bowen Journal | Jabez Bowen Transferred from Massachusetts | Jabez Bowen transferred from Massachusetts,Jabez,Bowen,,,RI,US,state,Jabez Bowen
4562,Nicholas Brown Transferred from the Register | Nicholas Brown transfer from register | Nicholas Brown transferred from Register,Nicholas,Brown,,,RI,US,state,Nicholas Brown
4563,Anna Greene Transferred from the Register | Anna Greene transfer from the register | Anna Greene transferred from Register,Anna,Greene,,,RI,US,state,Anna Greene
4564,Jabez Bowen Transferred from the Reg | Jabez Bowen transferred from the Register | Jaboz Bown Transferred from the Register,Jabez,Bowen,,,RI,US,state,Jabez Bowen | Jaboz Bown
4565,Jabez Bowen Transferred from the Reg | Jabez Bowen transferred from the Register | Jaboz Bown Transferred from the Register,Jaboz,Bown,,,RI,US,state,Jabez Bowen | Jaboz Bown
4566,Mary Johnson transfer from Register | Mary Johnston Transfer from Register | Mary Johnston transfer from register,Mary,Johnson,,,RI,US,state,Mary Johnson | Mary Johnston
4567,Mary Johnson transfer from Register | Mary Johnston Transfer from Register | Mary Johnston transfer from register,Mary,Johnston,,,RI,US,state,Mary Johnson | Mary Johnston
4568,Clark and Nightingale | Nathaniel Barney transfer from Register | Nicholas Banney transfer from register,Joseph Innes,Clark,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale | Nathaniel Barney | Nicholas Banney
4569,Clark and Nightingale | Nathaniel Barney transfer from Register | Nicholas Banney transfer from register,Joseph,Nightingale,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale | Nathaniel Barney | Nicholas Banney
4570,Clark and Nightingale | Nathaniel Barney transfer from Register | Nicholas Banney transfer from register,Nathaniel,Barney,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale | Nathaniel Barney | Nicholas Banney
4571,Clark and Nightingale | Nathaniel Barney transfer from Register | Nicholas Banney transfer from register,Nicholas,Banney,,,RI,US,state,Joseph Innes Clark | Joseph Nightingale | Nathaniel Barney | Nicholas Banney
4572,Clark and Nightingale transfer from Register | Clark and Nightingale transfer from register | William Larned,Joseph Innes,Clark,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale | William Larned
4573,Clark and Nightingale transfer from Register | Clark and Nightingale transfer from register | William Larned,Joseph,Nightingale,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale | William Larned
4574,Clark and Nightingale transfer from Register | Clark and Nightingale transfer from register | William Larned,William,Larned,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale | William Larned
4575,Joseph A Rechards Transfer from Treasury | William Larned transfer from Register | William Learned transfer from register,Joseph A,Rechards,,,RI,US,state,Joseph A Rechards | William Larned | William Learned
4576,Joseph A Rechards Transfer from Treasury | William Larned transfer from Register | William Learned transfer from register,William,Larned,,,RI,US,state,Joseph A Rechards | William Larned | William Learned
4577,Joseph A Rechards Transfer from Treasury | William Larned transfer from Register | William Learned transfer from register,William,Learned,,,RI,US,state,Joseph A Rechards | William Larned | William Learned
4578,Henry Sherburne Transferred from the Register of the Treasury | Joseph A Richards transfer from Register | Samuel Vernon transfer from register,Henry,Sherburne,,,RI,US,state,Henry Sherburne | Joseph A Richards | Samuel Vernon
4579,Henry Sherburne Transferred from the Register of the Treasury | Joseph A Richards transfer from Register | Samuel Vernon transfer from register,Joseph A,Richards,,,RI,US,state,Henry Sherburne | Joseph A Richards | Samuel Vernon
4580,Henry Sherburne Transferred from the Register of the Treasury | Joseph A Richards transfer from Register | Samuel Vernon transfer from register,Samuel,Vernon,,,RI,US,state,Henry Sherburne | Joseph A Richards | Samuel Vernon
4581,Brown Benson and Ives transferred from the books in Massachusetts | Henry Sherburne transferred from the Register of the Treasury | William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099,George,Benson,,,RI,US,state,George Benson | Henry Sherburne | Nicholas Brown | Thomas Ives | William Wheaten
4582,Brown Benson and Ives transferred from the books in Massachusetts | Henry Sherburne transferred from the Register of the Treasury | William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099,Henry,Sherburne,,,RI,US,state,George Benson | Henry Sherburne | Nicholas Brown | Thomas Ives | William Wheaten
4583,Brown Benson and Ives transferred from the books in Massachusetts | Henry Sherburne transferred from the Register of the Treasury | William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099,Nicholas,Brown,,,RI,US,state,George Benson | Henry Sherburne | Nicholas Brown | Thomas Ives | William Wheaten
4584,Brown Benson and Ives transferred from the books in Massachusetts | Henry Sherburne transferred from the Register of the Treasury | William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099,Thomas,Ives,,,RI,US,state,George Benson | Henry Sherburne | Nicholas Brown | Thomas Ives | William Wheaten
4585,Brown Benson and Ives transferred from the books in Massachusetts | Henry Sherburne transferred from the Register of the Treasury | William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099,William,Wheaten,,,RI,US,state,George Benson | Henry Sherburne | Nicholas Brown | Thomas Ives | William Wheaten
4586,"Joseph A Richards transfer from register | Matthew Watson Transferred from the Office of William Imlay Connecticut | William Wheater transferred from the books of the Register as of Warrant No 10,101",Joseph A,Richards,,,RI,US,state,Joseph A Richards | Matthew Watson | William Wheater
4587,"Joseph A Richards transfer from register | Matthew Watson Transferred from the Office of William Imlay Connecticut | William Wheater transferred from the books of the Register as of Warrant No 10,101",Matthew,Watson,,,RI,US,state,Joseph A Richards | Matthew Watson | William Wheater
4588,"Joseph A Richards transfer from register | Matthew Watson Transferred from the Office of William Imlay Connecticut | William Wheater transferred from the books of the Register as of Warrant No 10,101",William,Wheater,,,RI,US,state,Joseph A Richards | Matthew Watson | William Wheater
4589,Christopher Hill Transferred from the Register | Matthew Watson transferred from the office in Connecticut | the president and Co of bank of providence from the books in Massachusetts,Christopher,Hill,,,RI,US,state,Christopher Hill | Matthew Watson | The President Of Bank Of Providence
4590,Christopher Hill Transferred from the Register | Matthew Watson transferred from the office in Connecticut | the president and Co of bank of providence from the books in Massachusetts,Matthew,Watson,,,RI,US,state,Christopher Hill | Matthew Watson | The President Of Bank Of Providence
4591,John Warren Transferred from the Register | William Littlefeild transferred from the office of the Register | the president and Co of bank of providence from the books in Massachusetts,John,Warren,,,RI,US,state,John Warren | The President Of Bank Of Providence | William Littlefeild
4592,John Warren Transferred from the Register | William Littlefeild transferred from the office of the Register | the president and Co of bank of providence from the books in Massachusetts,William,Littlefeild,,,RI,US,state,John Warren | The President Of Bank Of Providence | William Littlefeild
4593,Christopher Hill transferred from the Register of the Treasury | Henry Sherburne transfer from the register of the treasury | Sarah Ward Transferred from the Register,Christopher,Hill,,,RI,US,state,Christopher Hill | Henry Sherburne | Sarah Ward
4594,Christopher Hill transferred from the Register of the Treasury | Henry Sherburne transfer from the register of the treasury | Sarah Ward Transferred from the Register,Henry,Sherburne,,,RI,US,state,Christopher Hill | Henry Sherburne | Sarah Ward
4595,Christopher Hill transferred from the Register of the Treasury | Henry Sherburne transfer from the register of the treasury | Sarah Ward Transferred from the Register,Sarah,Ward,,,RI,US,state,Christopher Hill | Henry Sherburne | Sarah Ward
4596,Elisha Aldrich Transferred from the Register | John Warner transferred from the Register of the Treasury | William Wheaten Transferred from the Register of the Treasury of Warrents No 10100,Elisha,Aldrich,,,RI,US,state,Elisha Aldrich | John Warner | William Wheaten
4597,Elisha Aldrich Transferred from the Register | John Warner transferred from the Register of the Treasury | William Wheaten Transferred from the Register of the Treasury of Warrents No 10100,John,Warner,,,RI,US,state,Elisha Aldrich | John Warner | William Wheaten
4598,Elisha Aldrich Transferred from the Register | John Warner transferred from the Register of the Treasury | William Wheaten Transferred from the Register of the Treasury of Warrents No 10100,William,Wheaten,,,RI,US,state,Elisha Aldrich | John Warner | William Wheaten
4599,John Mawney Transferred from the Register | Matthew Watson from the office of William Imlay Connecticut | Sarah Ward transferred from the Register of the Treasury,John,Mawney,,,RI,US,state,John Mawney | Matthew Watson | Sarah Ward
4600,John Mawney Transferred from the Register | Matthew Watson from the office of William Imlay Connecticut | Sarah Ward transferred from the Register of the Treasury,Matthew,Watson,,,RI,US,state,John Mawney | Matthew Watson | Sarah Ward
4601,John Mawney Transferred from the Register | Matthew Watson from the office of William Imlay Connecticut | Sarah Ward transferred from the Register of the Treasury,Sarah,Ward,,,RI,US,state,John Mawney | Matthew Watson | Sarah Ward
4602,Elisha Aldrich transferred from the Register of the Treasury | John Rogers Transferred from the Register of the Treasury | William Littlefield from the office of the Register of Treasury,Elisha,Aldrich,,,RI,US,state,Elisha Aldrich | John Rogers | William Littlefield
4603,Elisha Aldrich transferred from the Register of the Treasury | John Rogers Transferred from the Register of the Treasury | William Littlefield from the office of the Register of Treasury,John,Rogers,,,RI,US,state,Elisha Aldrich | John Rogers | William Littlefield
4604,Elisha Aldrich transferred from the Register of the Treasury | John Rogers Transferred from the Register of the Treasury | William Littlefield from the office of the Register of Treasury,William,Littlefield,,,RI,US,state,Elisha Aldrich | John Rogers | William Littlefield
4605,Abram Belknap transferred from the Register of the Treasury | Christopher Hill transferred from Register | John Eddy Transferred from the Register of the Treasury,Abram,Belknap,,,RI,US,state,Abram Belknap | Christopher Hill | John Eddy
4606,Abram Belknap transferred from the Register of the Treasury | Christopher Hill transferred from Register | John Eddy Transferred from the Register of the Treasury,Christopher,Hill,,,RI,US,state,Abram Belknap | Christopher Hill | John Eddy
4607,Abram Belknap transferred from the Register of the Treasury | Christopher Hill transferred from Register | John Eddy Transferred from the Register of the Treasury,John,Eddy,,,RI,US,state,Abram Belknap | Christopher Hill | John Eddy
4608,John Mawney transferred from the Register of the Treasury | John Warner transferred from Register,John,Mawney,,,RI,US,state,John Mawney | John Warner
4609,John Mawney transferred from the Register of the Treasury | John Warner transferred from Register,John,Warner,,,RI,US,state,John Mawney | John Warner
4610,John Rogers transfer from the Register of the Treasury | Sarah Ward transferred from Register,John,Rogers,,,RI,US,state,John Rogers | Sarah Ward
4611,John Rogers transfer from the Register of the Treasury | Sarah Ward transferred from Register,Sarah,Ward,,,RI,US,state,John Rogers | Sarah Ward
4612,Elisha Aldrich transferred from Register | John Eddy transferred from the Register of the Treasury,Elisha,Aldrich,,,RI,US,state,Elisha Aldrich | John Eddy
4613,Elisha Aldrich transferred from Register | John Eddy transferred from the Register of the Treasury,John,Eddy,,,RI,US,state,Elisha Aldrich | John Eddy
4614,Abraham Belknap transferred from Register,Abraham,Belknap,,,RI,US,state,Abraham Belknap
4615,Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York | Philip N Brown Transferred from the Office in Providence | Philip N Brown transferred from the office in Pensylvania,Dr William,Handy,,,RI,US,state,Dr William Handy | Philip N Brown
4616,Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York | Philip N Brown Transferred from the Office in Providence | Philip N Brown transferred from the office in Pensylvania,Philip N,Brown,,,RI,US,state,Dr William Handy | Philip N Brown
4617,Dr William Handy in trust for his Niece Mehetable Handy Transferred from the Books at New York | Warrant for transfering into the books of this office Vizt | Warrant for transferring into the books of this office Vizt,Dr William,Handy,,,RI,US,state,Dr William Handy
4618,10926 in Favor Johh Brown from the Register of the Treasury | John Mawney transferred from the register of the Treasury | No 10925 in favor of John Brown from the Register of the Treasury,John,Brown,,,RI,US,state,John Brown | John Mawney
4619,10926 in Favor Johh Brown from the Register of the Treasury | John Mawney transferred from the register of the Treasury | No 10925 in favor of John Brown from the Register of the Treasury,John,Mawney,,,RI,US,state,John Brown | John Mawney
4620,Jn Rogers transfer from Register | Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt | Warrats for Transfering into the Books of this Office Vizt,Jn,Rogers,,,RI,US,state,Jn Rogers
4621,Christopher Smith No 11750 | John Eddy transfer from Register | No 11749 in fovar Christopher Smith from Register of the Treasury,Christopher,Smith,,,RI,US,state,Christopher Smith | John Eddy
4622,Christopher Smith No 11750 | John Eddy transfer from Register | No 11749 in fovar Christopher Smith from Register of the Treasury,John,Eddy,,,RI,US,state,Christopher Smith | John Eddy
4623,No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D | Stephen Davis Administrator No 11757,Jeremiah,Davis,,,RI,US,state,Jeremiah Davis | Stephen Davis
4624,No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D | Stephen Davis Administrator No 11757,Stephen,Davis,,,RI,US,state,Jeremiah Davis | Stephen Davis
4625,No 10314 in Favor Reverend James Manning Register of Treasury | Philip N Brown transferred from the office in Pennsylvania | Stephen Davis Administrator No 11761,James,Manning,,,RI,US,state,James Manning | Philip N Brown | Stephen Davis
4626,No 10314 in Favor Reverend James Manning Register of Treasury | Philip N Brown transferred from the office in Pennsylvania | Stephen Davis Administrator No 11761,Philip N,Brown,,,RI,US,state,James Manning | Philip N Brown | Stephen Davis
4627,No 10314 in Favor Reverend James Manning Register of Treasury | Philip N Brown transferred from the office in Pennsylvania | Stephen Davis Administrator No 11761,Stephen,Davis,,,RI,US,state,James Manning | Philip N Brown | Stephen Davis
4628,No 11723 in Favor of James Bursill Jun from Register of Treasury | Rev Ja Manning No 10315 | Warrant for transferring into the books of this office from the Register of the Treasury Viz,James,Bursill,,,RI,US,state,James Bursill | James Manning
4629,No 11723 in Favor of James Bursill Jun from Register of Treasury | Rev Ja Manning No 10315 | Warrant for transferring into the books of this office from the Register of the Treasury Viz,James,Manning,,,RI,US,state,James Bursill | James Manning
4630,James Burrill Jun No 11722 | No 10927 in favour of John Brown | No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure,James,Burrill,,,RI,US,state,James Burrill | John Brown | John Davis | Mehitable Davis
4631,James Burrill Jun No 11722 | No 10927 in favour of John Brown | No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure,John,Brown,,,RI,US,state,James Burrill | John Brown | John Davis | Mehitable Davis
4632,James Burrill Jun No 11722 | No 10927 in favour of John Brown | No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure,John,Davis,,,RI,US,state,James Burrill | John Brown | John Davis | Mehitable Davis
4633,James Burrill Jun No 11722 | No 10927 in favour of John Brown | No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure,Mehitable,Davis,,,RI,US,state,James Burrill | John Brown | John Davis | Mehitable Davis
4634,Mehetable Davis Administrator No 11741,Mehetable,Davis,,,RI,US,state,Mehetable Davis
4635,John Bowen No 11747,John,Bowen,,,RI,US,state,John Bowen
4636,Willard Eddy No 11753,Willard,Eddy,,,RI,US,state,Willard Eddy
4637,Benjamin Stelle No 9201,Benjamin,Stelle,,,RI,US,state,Benjamin Stelle
4638,Jeremiah Dickinson,Jeremiah,Dickinson,Charleston,Charleston County,SC,US,town,Jeremiah Dickinson
4639,Gustavus Colhoun,Gustavus,Colhoun,Charleston,Charleston County,SC,US,town,Gustavus Colhoun
4640,Tucker Harris,Tucker,Harris,Charleston,Charleston County,SC,US,town,Tucker Harris
4641,Hugh Swinton,Hugh,Swinton,Charleston,Charleston County,SC,US,town,Hugh Swinton
4642,Nicholas Brown,Nicholas,Brown,,,RI,US,state,Nicholas Brown
4643,Elizabeth Brown,Elizabeth,Brown,,,RI,US,state,Elizabeth Brown
4644,Love Stone,Love,Stone,,Charleston County,SC,US,county,Love Stone
4645,Felix Warley,Felix,Warley,Charleston,Charleston County,SC,US,town,Felix Warley
4646,William Washington,William,Washington,Charleston,Charleston County,SC,US,town,William Washington
4647,Williams Thayer,Williams,Thayer,Charleston,Charleston County,SC,US,town,Williams Thayer
4648,Israel Joseph,Israel,Joseph,Charleston,Charleston County,SC,US,town,Israel Joseph
