row_id,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,geo_level,Name_Fix
1394,Joshua Dorsey,Joshua,Dorsey,,,MD,US,state,Joshua Dorsey
1395,Lewis Brank,Lewis,Brank,,,MD,US,state,Lewis Brank
1396,David Smith,David,Smith,,,MD,US,state,David Smith
1397,John Thompson Mason,John Thompson,Mason,,,MD,US,state,John Thompson Mason
1398,Frederick Grammar | Fredrick Grammar,Frederick,Grammar,Annapolis,Anne Arundel County,MD,US,town,Frederick Grammar | Fredrick Grammar
1399,Frederick Grammar | Fredrick Grammar,Fredrick,Grammar,Annapolis,Anne Arundel County,MD,US,town,Frederick Grammar | Fredrick Grammar
1400,Jesse Bowen,Jesse,Bowen,,,MD,US,state,Jesse Bowen
1401,Elinor Elzey,Elinor,Elzey,,,MD,US,state,Elinor Elzey
1402,Edward Hall | Edward Hall of Isaac,Edward,Hall,,,MD,US,state,Edward Hall
1403,Randolph B Latimer,Randolph B,Latimer,Annapolis,Anne Arundel County,MD,US,town,Randolph B Latimer
1404,Thomas Ringgold,Thomas,Ringgold,,,MD,US,state,Thomas Ringgold
1405,James Rowland,James,Rowland,,,MD,US,state,James Rowland
1406,John Muir,John,Muir,Annapolis,Anne Arundel County,MD,US,town,John Muir
1407,William Cooke,William,Cooke,Annapolis,Anne Arundel County,MD,US,town,William Cooke
1408,James Kelso,James,Kelso,Anne Arundel County,Anne Arundel County,MD,US,county,James Kelso
1409,Moses Darling,Moses,Darling,,,MD,US,state,Moses Darling
1410,John Randall,John,Randall,,,MD,US,state,John Randall
1411,Burton Whetcroft,Burton,Whetcroft,Annapolis,Anne Arundel County,MD,US,town,Burton Whetcroft
1412,Damaries Kennedy | Damaris Kennedy,Damaries,Kennedy,,,MD,US,state,Damaries Kennedy | Damaris Kennedy
1413,Damaries Kennedy | Damaris Kennedy,Damaris,Kennedy,,,MD,US,state,Damaries Kennedy | Damaris Kennedy
1414,Thomas Munroe,Thomas,Munroe,,,MD,US,state,Thomas Munroe
1415,Susanna Livingstone,Susanna,Livingstone,,,MD,US,state,Susanna Livingstone
1416,Ann Maccubin,Ann,Maccubin,,,MD,US,state,Ann Maccubin
1417,James Williams,James,Williams,Annapolis,Anne Arundel County,MD,US,town,James Williams
1418,Stewart E Plunkett | Stewart Plunkett | Stewart and Plunkett,David,Plunkett,,,MD,US,state,David Plunkett | David Stewart
1419,Stewart E Plunkett | Stewart Plunkett | Stewart and Plunkett,David,Stewart,,,MD,US,state,David Plunkett | David Stewart
1420,Francis O'Neill,Francis,O'Neill,Harford County,Harford County,MD,US,county,Francis O'Neill
1421,Francis Charlton,Francis,Charlton,,,MD,US,state,Francis Charlton
1422,Edmund Nelms,Edmund,Nelms,,,MD,US,state,Edmund Nelms
1423,Freeborn Brown | Freebron Brown,Freeborn,Brown,,,MD,US,state,Freeborn Brown | Freebron Brown
1424,Freeborn Brown | Freebron Brown,Freebron,Brown,,,MD,US,state,Freeborn Brown | Freebron Brown
1425,John Horrell,John,Horrell,,,MD,US,state,John Horrell
1426,Joseph Miller,Joseph,Miller,,,MD,US,state,Joseph Miller
1427,Bale Randall,Bale,Randall,,,MD,US,state,Bale Randall
1428,Eleanor Walker | Eleanor Watkins,Eleanor,Walker,,,MD,US,state,Eleanor Walker | Eleanor Watkins
1429,Eleanor Walker | Eleanor Watkins,Eleanor,Watkins,,,MD,US,state,Eleanor Walker | Eleanor Watkins
1430,William Hollingsworth,William,Hollingsworth,,,MD,US,state,William Hollingsworth
1431,Elizabeth Elzey,Elizabeth,Elzey,,,MD,US,state,Elizabeth Elzey
1432,John Laird And Thomas Dick,John,Laird,,,MD,US,state,John Laird | Thomas Dick
1433,John Laird And Thomas Dick,Thomas,Dick,,,MD,US,state,John Laird | Thomas Dick
1434,John Laird And Thomas Dick | John Laird and Thomas Dick,John,Laird,,,MD,US,state,John Laird | Thomas Dick
1435,John Laird And Thomas Dick | John Laird and Thomas Dick,Thomas,Dick,,,MD,US,state,John Laird | Thomas Dick
1436,Daniel Delozier,Daniel,Delozier,Baltimore,Baltimore County,MD,US,town,Daniel Delozier
1437,William Sharp,William,Sharp,,,MD,US,state,William Sharp
1438,Philip Rogers,Philip,Rogers,Baltimore,Baltimore County,MD,US,town,Philip Rogers
1439,Philip Rogers,Philip,Rogers,Baltimore,Baltimore County,MD,US,town,Philip Rogers
1440,Thomas C Deye | Thomas Cockey Deye,Thomas C,Deye,Baltimore County,Baltimore County,MD,US,county,Thomas C Deye | Thomas Cockey Deye
1441,Thomas C Deye | Thomas Cockey Deye,Thomas Cockey,Deye,Baltimore County,Baltimore County,MD,US,county,Thomas C Deye | Thomas Cockey Deye
1442,John Hogarth,John,Hogarth,,,,GB,country,John Hogarth
1443,Ann Rigby,Ann,Rigby,,,,GB,country,Ann Rigby
1444,James Rowland,James,Rowland,,,MD,US,state,James Rowland
1445,Gabriel Duvall,Gabriel,Duvall,Annapolis,Anne Arundel County,MD,US,town,Gabriel Duvall
1446,Gabriel Duvall,Gabriel,Duvall,Annapolis,Anne Arundel County,MD,US,town,Gabriel Duvall
1447,George Wedge,George,Wedge,,,MD,US,state,George Wedge
1448,John Mason,John,Mason,Georgetown,Cecil County,MD,US,town,John Mason
1449,William Smith,William,Smith,Baltimore,Baltimore County,MD,US,town,William Smith
1450,Upton Scott,Upton,Scott,Annapolis,Anne Arundel County,MD,US,town,Upton Scott
1451,Michael Smith,Michael,Smith,,,MD,US,state,Michael Smith
1452,William Campbell,William,Campbell,Annapolis,Anne Arundel County,MD,US,town,William Campbell
1453,George William West,George William,West,Anne Arundel County,Anne Arundel County,MD,US,county,George William West
1454,William Cole,William,Cole,,,SC,US,state,William Cole
1455,Joshua Howard,Joshua,Howard,Frederick County,Frederick County,MD,US,county,Joshua Howard
1456,John Smith Brookes,John Smith,Brookes,,Prince Georges County,MD,US,county,John Smith Brookes
1457,William Whetcroft,William,Whetcroft,,,MD,US,state,William Whetcroft
1458,Gassaway Watkins | Gassway Watkins | William Marbury,Gassaway,Watkins,Annapolis,Anne Arundel County,MD,US,town,Gassaway Watkins | Gassway Watkins | William Marbury
1459,Gassaway Watkins | Gassway Watkins | William Marbury,Gassway,Watkins,Annapolis,Anne Arundel County,MD,US,town,Gassaway Watkins | Gassway Watkins | William Marbury
1460,Gassaway Watkins | Gassway Watkins | William Marbury,William,Marbury,Annapolis,Anne Arundel County,MD,US,town,Gassaway Watkins | Gassway Watkins | William Marbury
1461,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle,Gassaway,Watkins,Anne Arundel County,Anne Arundel County,MD,US,county,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle
1462,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle,Tristiam,Bowdle,Anne Arundel County,Anne Arundel County,MD,US,county,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle
1463,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle,Tristram,Bowdle,Anne Arundel County,Anne Arundel County,MD,US,county,Gassaway Watkins | Tristiam Bowdle | Tristram Bowdle
1464,Tristram Bowdle,Tristram,Bowdle,,,MD,US,state,Tristram Bowdle
1465,James West,James,West,,,MD,US,state,James West
1466,Thomas Bailey,Thomas,Bailey,,,MD,US,state,Thomas Bailey
1467,John Collahan,John,Collahan,,,MD,US,state,John Collahan
1468,John H Stone,John H,Stone,Annapolis,Anne Arundel County,MD,US,town,John H Stone
1469,Frederick Grammar,Frederick,Grammar,Annapolis,Anne Arundel County,MD,US,town,Frederick Grammar
1470,Ezekiel John Dorsey,Ezekiel John,Dorsey,,,MD,US,state,Ezekiel John Dorsey
1471,James Rowland,James,Rowland,,,MD,US,state,James Rowland
1472,The Estate of General Otto H Williams,Otto H,Williams,,,MD,US,state,Otto H Williams
1473,Alexander Robinson,Alexander,Robinson,,,MD,US,state,Alexander Robinson
1474,Thomas Horrell,Thomas,Horrell,,,MD,US,state,Thomas Horrell
1475,James Scott,James,Scott,,,MD,US,state,James Scott
1476,John Mason,John,Mason,,,MD,US,state,John Mason
1477,Thomas Cockey Deye,Thomas Cockey,Deye,Baltimore County,Baltimore County,MD,US,county,Thomas Cockey Deye
1478,John Gale,John,Gale,,,MD,US,state,John Gale
1479,Nathaniel Allen,Nathaniel,Allen,Edenton,Chowan County,NC,US,town,Nathaniel Allen
1480,William Boyd,William,Boyd,,,NY,US,state,William Boyd
1481,Joseph Green,Joseph,Green,Wayne County,Wayne County,NC,US,county,Joseph Green
1482,Edward Allen,Edward,Allen,,,NC,US,state,Edward Allen
1483,Josiah Collins,Josiah,Collins,Edenton,Chowan County,NC,US,town,Josiah Collins
1484,George Pickett,George,Pickett,Richmond,Chesterfield County,VA,US,town,George Pickett
1485,John Council Bryan,John Council,Bryan,New Bern,Craven County,NC,US,town,John Council Bryan
1486,John Lowrance,John,Lowrance,Rowan County,Rowan County,NC,US,county,John Lowrance
1487,Richard Graham,Richard,Graham,Rowan County,Rowan County,NC,US,county,Richard Graham
1488,William Brandon,William,Brandon,Rowan County,Rowan County,NC,US,county,William Brandon
1489,William Wallace,William,Wallace,Rowan County,Rowan County,NC,US,county,William Wallace
1490,Philemon Hawkins (son of Philemon),Philemon,Hawkins,Warren County,Warren County,NC,US,county,Philemon Hawkins
1491,John  Ingles,John,Ingles,Tarboro,Edgecombe County,NC,US,town,John Ingles
1492,David Lynn,David,Lynn,,,MD,US,state,David Lynn
1493,Robert Means,Robert,Means,Richmond,Chesterfield County,VA,US,town,Robert Means
1494,Margaret Gaston,Margaret,Gaston,New Bern,Craven County,NC,US,town,Margaret Gaston
1495,Hardy Murfree,Hardy,Murfree,Murfreesboro,Hertford County,NC,US,town,Hardy Murfree
1496,Robert Reddick,Robert,Reddick,Perquimans County,Perquimans County,NC,US,county,Robert Reddick
1497,Alexander Nelson,Alexander,Nelson,Mecklenburg County,Mecklenburg County,NC,US,county,Alexander Nelson
1498,Philemon Hawkins ( Son of John Jun),Philemon,Hawkins,Warren County,Warren County,NC,US,county,Philemon Hawkins
1499,John Ingram,John,Ingram,Fayetteville,Cumberland County,NC,US,town,John Ingram
1500,John Campbell,John,Campbell,,New Castle County,DE,US,county,John Campbell
1501,Archibald Gracie,Archibald,Gracie,Petersburg,Grant County,VA,US,town,Archibald Gracie
1502,Elnathan Tart,Elnathan,Tart,Edgecombe County,Edgecombe County,NC,US,county,Elnathan Tart
1503,John Euson,John,Euson,Pitt County,Pitt County,NC,US,county,John Euson
1504,Lewis Beard,Lewis,Beard,Salisbury,Hillsborough County,NH,US,town,Lewis Beard
1505,Isaac Cole,Isaac,Cole,New Bern,Craven County,NC,US,town,Isaac Cole
1506,Bassett Stith,Bassett,Stith,Halifax,Halifax County,NC,US,town,Bassett Stith
1507,Jesse Jones,Jesse,Jones,,,NC,US,state,Jesse Jones
1508,Thephilus Hunter,Thephilus,Hunter,,,NC,US,state,Thephilus Hunter
1509,Simon Turner,Simon,Turner,,,NC,US,state,Simon Turner
1510,Mathew Lock,Mathew,Lock,,,NC,US,state,Mathew Lock
1511,Joseph Coningham,Joseph,Coningham,,,NC,US,state,Joseph Coningham
1512,Thomas Blount,Thomas,Blount,Washington,Beaufort County,NC,US,town,Thomas Blount
1513,Bassett Stith,Bassett,Stith,,,NC,US,state,Bassett Stith
1514,William Steele,William,Steele,,,NY,US,state,William Steele
1515,Francis Bussier,Francis,Bussier,,,NC,US,state,Francis Bussier
1516,William McClure,William,Mcclure,New Bern,Craven County,NC,US,town,William Mcclure
1517,Hartshorne and Lindley ,Joseph,Lindley,Richmond,Chesterfield County,VA,US,town,Joseph Lindley | William Hartshorne
1518,Hartshorne and Lindley ,William,Hartshorne,Richmond,Chesterfield County,VA,US,town,Joseph Lindley | William Hartshorne
1519,Osborn Jeffreys,Osborn,Jeffreys,,,NC,US,state,Osborn Jeffreys
1520,John Hammond,John,Hammond,,,NC,US,state,John Hammond
1521,Amis and Burt ,Stephen,Burt,Halifax,Halifax County,NC,US,town,Stephen Burt | Thomas Amis
1522,Amis and Burt ,Thomas,Amis,Halifax,Halifax County,NC,US,town,Stephen Burt | Thomas Amis
1523,William Littlejohn,William,Littlejohn,Edenton,Chowan County,NC,US,town,William Littlejohn
1524,Richard Downing  Jennings,Richard Downing,Jennings,,,,VI,country,Richard Downing Jennings
1525,Henry Jennings,Henry,Jennings,,,,VI,country,Henry Jennings
1526,Milner Haynes,Milner,Haynes,,,,VI,country,Milner Haynes
1527,Betty Wright,Betty,Wright,New Bern,Craven County,NC,US,town,Betty Wright
1528,John Haywood,John,Haywood,,,NC,US,state,John Haywood
1529,John Humphries,John,Humphries,Currituck County,Currituck County,NC,US,county,John Humphries
1530,John Walker,John,Walker,,New Castle County,DE,US,county,John Walker
1531,John Hogg,John,Hogg,Hillsborough,Orange County,NC,US,town,John Hogg
1532,John Linox,John,Linox,Rockingham County,Rockingham County,NC,US,county,John Linox
1533,Jacob Blount,Jacob,Blount,Edenton,Chowan County,NC,US,town,Jacob Blount
1534,Joseph Tagert,Joseph,Tagert,New Bern,Craven County,NC,US,town,Joseph Tagert
1535,John Casey,John,Casey,Hillsborough,Orange County,NC,US,town,John Casey
1536,Samuel Dickenson,Samuel,Dickenson,Edenton,Chowan County,NC,US,town,Samuel Dickenson
1537,Thomas Edward Sumner,Thomas Edward,Sumner,,,NC,US,state,Thomas Edward Sumner
1538,Ammi R Cutter,Ammi R,Cutter,Portsmouth,Rockingham County,NH,US,town,Ammi R Cutter
1539,Martha Poor,Martha,Poor,Exeter,Rockingham County,NH,US,town,Martha Poor
1540,Oliver Peabody,Oliver,Peabody,Rockingham County,Rockingham County,NH,US,county,Oliver Peabody
1541,Matthew Thornton,Matthew,Thornton,Merrimack,Hillsborough County,NH,US,town,Matthew Thornton
1542,William Fisher,William,Fisher,Exeter,Rockingham County,NH,US,town,William Fisher
1543,John Fisher,John,Fisher,Boston,Suffolk County,MA,US,town,John Fisher
1544,Samuel Brooks,Samuel,Brooks,Exeter,Rockingham County,NH,US,town,Samuel Brooks
1545,Nathan Bond,Nathan,Bond,Boston,Suffolk County,MA,US,town,Nathan Bond
1546,John Ward Gilman,John Ward,Gilman,Exeter,Rockingham County,NH,US,town,John Ward Gilman
1547,Simon Wiggin,Simon,Wiggin,Exeter,Rockingham County,NH,US,town,Simon Wiggin
1548,Susanna Atkinson,Susanna,Atkinson,Portsmouth,Rockingham County,NH,US,town,Susanna Atkinson
1549,Joanna Hixon,Joanna,Hixon,Portsmouth,Rockingham County,NH,US,town,Joanna Hixon
1550,Elizabeth Sparhawk,Elizabeth,Sparhawk,Kittery,York County,MA,US,town,Elizabeth Sparhawk
1551,John Langdon,John,Langdon,Portsmouth,Rockingham County,NH,US,town,John Langdon
1552,Joshua Brackett,Joshua,Brackett,Portsmouth,Rockingham County,NH,US,town,Joshua Brackett
1553,Nathaniel A Haven,Nathaniel A,Haven,Portsmouth,Rockingham County,NH,US,town,Nathaniel A Haven
1554,Joseph Mills,Joseph,Mills,Deerfield,Rockingham County,NH,US,town,Joseph Mills
1555,John Taylor Gilman,John Taylor,Gilman,Exeter,Rockingham County,NH,US,town,John Taylor Gilman
1556,George Brackett,George,Brackett,Greenland,Rockingham County,NH,US,town,George Brackett
1557,Josiah Bartlett,Josiah,Bartlett,Kingston,Rockingham County,NH,US,town,Josiah Bartlett
1558,Jeremiah Fogg,Jeremiah,Fogg,Kensington,Rockingham County,NH,US,town,Jeremiah Fogg
1559,Christopher Toppan,Christopher,Toppan,Hampton,Rockingham County,NH,US,town,Christopher Toppan
1560,Benjamin Hobbs,Benjamin,Hobbs,North Hampton,Rockingham County,NH,US,town,Benjamin Hobbs
1561,Thomas Odiorne,Thomas,Odiorne,Exeter,Rockingham County,NH,US,town,Thomas Odiorne
1562,Nathaniel Folsom,Nathaniel,Folsom,Portsmouth,Rockingham County,NH,US,town,Nathaniel Folsom
1563,Enoch Sawyer,Enoch,Sawyer,Newbury,Hillsborough County,NH,US,town,Enoch Sawyer
1564,Edmund Sawyer,Edmund,Sawyer,Newbury,Hillsborough County,NH,US,town,Edmund Sawyer
1565,Moses Dustin,Moses,Dustin,Candia,Rockingham County,NH,US,town,Moses Dustin
1566,Perez Morton,Perez,Morton,Boston,Suffolk County,MA,US,town,Perez Morton
1567,Jonathan Warner,Jonathan,Warner,Portsmouth,Rockingham County,NH,US,town,Jonathan Warner
1568,Richard Hart,Richard,Hart,Portsmouth,Rockingham County,NH,US,town,Richard Hart
1569,John Appleton,John,Appleton,Salem,Essex County,MA,US,town,John Appleton
1570,Joseph Hicks,Joseph,Hicks,Madbury,Strafford County,NH,US,town,Joseph Hicks
1571,John Lane,John,Lane,,,,GB,country,John Lane
1572,Joseph Buckminster,Joseph,Buckminster,Portsmouth,Rockingham County,NH,US,town,Joseph Buckminster
1573,Michael Hodge,Michael,Hodge,Newbury,Essex County,MA,US,town,Michael Hodge
1574,William Wyer,William,Wyer,Newbury,Essex County,MA,US,town,William Wyer
1575,Moses Brown,Moses,Brown,Newbury,Essex County,MA,US,town,Moses Brown
1576,Robert Furniss,Robert,Furniss,Portsmouth,Rockingham County,NH,US,town,Robert Furniss
1577,William Gray,William,Gray,Salem,Rockingham County,NH,US,town,William Gray
1578,William Gardner,William,Gardner,Portsmouth,Rockingham County,NH,US,town,William Gardner
1579,Nehemiah Parson,Nehemiah,Parson,Gloucester,Essex County,MA,US,town,Nehemiah Parson
1580,John Rogers,John,Rogers,Gloucester,Essex County,MA,US,town,John Rogers
1581,Winthrop Sargent,Winthrop,Sargent,Gloucester,Essex County,MA,US,town,Winthrop Sargent
1582,Jacob Brown,Jacob,Brown,Newbury,Hillsborough County,NH,US,town,Jacob Brown
1583,Abiel Foster,Abiel,Foster,Canterbury,Rockingham County,NH,US,town,Abiel Foster
1584,David Foster,David,Foster,Canterbury,Rockingham County,NH,US,town,David Foster
1585,David McCrellis,David,Mccrellis,Canterbury,Rockingham County,NH,US,town,David Mccrellis
1586,Mary Flood,Mary,Flood,Exeter,Rockingham County,NH,US,town,Mary Flood
1587,Charles Chauncey,Charles,Chauncey,Kittery,York County,MA,US,town,Charles Chauncey
1588,David Sewall,David,Sewall,York,York County,MA,US,town,David Sewall
1589,Hall Jackson,Hall,Jackson,Portsmouth,Rockingham County,NH,US,town,Hall Jackson
1590,Moses Atkinson,Moses,Atkinson,Newbury,Essex County,MA,US,town,Moses Atkinson
1591,Joseph Cram,Joseph,Cram,Exeter,Rockingham County,NH,US,town,Joseph Cram
1592,John Blunt,John,Blunt,New Castle,Rockingham County,NH,US,town,John Blunt
1593,Benjamin Brown,Benjamin,Brown,Wells,York County,MA,US,town,Benjamin Brown
1594,Eliphalet Ladd,Eliphalet,Ladd,Exeter,Rockingham County,NH,US,town,Eliphalet Ladd
1595,Stephen Chase,Stephen,Chase,Portsmouth,Rockingham County,NH,US,town,Stephen Chase
1596,Joshua Fisher,Joshua,Fisher,Beverly,Essex County,MA,US,town,Joshua Fisher
1597,Daniel Beede,Daniel,Beede,Sandwich,Carroll County,NH,US,town,Daniel Beede
1598,Richard Bartlett,Richard,Bartlett,Pembroke,Hillsborough County,NH,US,town,Richard Bartlett
1599,Robert Ham,Robert,Ham,Portsmouth,Rockingham County,NH,US,town,Robert Ham
1600,Joseph Badger,Joseph,Badger,Gilmantown,Strafford County,NH,US,town,Joseph Badger
1601,Nathaniel Carter,Nathaniel,Carter,Newbury,Essex County,MA,US,town,Nathaniel Carter
1602,Joseph Akerman,Joseph,Akerman,Portsmouth,Rockingham County,NH,US,town,Joseph Akerman
1603,Titus Salter,Titus,Salter,Portsmouth,Rockingham County,NH,US,town,Titus Salter
1604,Amos Moody,Amos,Moody,Pelham,Hillsborough County,NH,US,town,Amos Moody
1605,Nathaniel Treadwell,Nathaniel,Treadwell,Portsmouth,Rockingham County,NH,US,town,Nathaniel Treadwell
1606,James Briggs,James,Briggs,Scituate,Plymouth County,MA,US,town,James Briggs
1607,Clark and Connor ,Clark,Nnor,Exeter,Rockingham County,NH,US,town,Clark Nnor
1608,Israel Evans,Israel,Evans,Concord,Grafton County,NH,US,town,Israel Evans
1609,David Choate,David,Choate,Ipswich,Essex County,MA,US,town,David Choate
1610,Benjamin Hayes,Benjamin,Hayes,Barrington,Strafford County,NH,US,town,Benjamin Hayes
1611,Moses Woodward,Moses,Woodward,Portsmouth,Rockingham County,NH,US,town,Moses Woodward
1612,Elizabeth Folson,Elizabeth,Folson,Exeter,Rockingham County,NH,US,town,Elizabeth Folson
1613,Abigail Prime,Abigail,Prime,Rowley,Essex County,MA,US,town,Abigail Prime
1614,Francis Chase,Francis,Chase,Newton,Rockingham County,NH,US,town,Francis Chase
1615,Enoch Titcomb,Enoch,Titcomb,Newbury,Essex County,MA,US,town,Enoch Titcomb
1616,Benjamin Rowe,Benjamin,Rowe,Kensington,Rockingham County,NH,US,town,Benjamin Rowe
1617,Nathaniel Noyes,Nathaniel,Noyes,South Hampton,Rockingham County,NH,US,town,Nathaniel Noyes
1618,David Gilman,David,Gilman,Tamworth,Carroll County,NH,US,town,David Gilman
1619,Jonathan Cass,Jonathan,Cass,Exeter,Rockingham County,NH,US,town,Jonathan Cass
1620,Joseph Hall,Joseph,Hall,Concord,Grafton County,NH,US,town,Joseph Hall
1621,Samuel Dana,Samuel,Dana,Amherst,Hillsborough County,NH,US,town,Samuel Dana
1622,Joshua Thompson,Joshua,Thompson,Concord,Grafton County,NH,US,town,Joshua Thompson
1623,Enoch Long,Enoch,Long,Hopkinton,Hillsborough County,NH,US,town,Enoch Long
1624,Daniel Livermore,Daniel,Livermore,Concord,Grafton County,NH,US,town,Daniel Livermore
1625,Nathaniel W Appleton,Nathaniel W,Appleton,Boston,Suffolk County,MA,US,town,Nathaniel W Appleton
1626,John Duncan,John,Duncan,Acworth,Sullivan County,NH,US,town,John Duncan
1627,John Pike,John,Pike,Somersworth,Strafford County,NH,US,town,John Pike
1628,Samuel White,Samuel,White,Haverhill,Essex County,MA,US,town,Samuel White
1629,Samuel Hill,Samuel,Hill,Portsmouth,Rockingham County,NH,US,town,Samuel Hill
1630,Nathaniel Gilman,Nathaniel,Gilman,Exeter,Rockingham County,NH,US,town,Nathaniel Gilman
1631,John Parker,John,Parker,Portsmouth,Rockingham County,NH,US,town,John Parker
1632,Joseph Gilley,Joseph,Gilley,Nottingham,Rockingham County,NH,US,town,Joseph Gilley
1633,Mary Greenwood,Mary,Greenwood,Portsmouth,Rockingham County,NH,US,town,Mary Greenwood
1634,John Hubbard,John,Hubbard,Charlestown,Sullivan County,NH,US,town,John Hubbard
1635,Aaron Hill,Aaron,Hill,Portsmouth,Rockingham County,NH,US,town,Aaron Hill
1636,Samuel Blodgett,Samuel,Blodgett,Boston,Suffolk County,MA,US,town,Samuel Blodgett
1637,Thomas Cogswell,Thomas,Cogswell,Gilmantown,Strafford County,NH,US,town,Thomas Cogswell
1638,John Dyson,John,Dyson,Beverly,Essex County,MA,US,town,John Dyson
1639,Timothy Wathers,Timothy,Wathers,Concord,Grafton County,NH,US,town,Timothy Wathers
1640,Simon Ward,Simon,Ward,North Hampton,Rockingham County,NH,US,town,Simon Ward
1641,Daniel Marsh,Daniel,Marsh,Stoughton,Norfolk County,MA,US,town,Daniel Marsh
1642,Daniel Gilman,Daniel,Gilman,Boston,Suffolk County,MA,US,town,Daniel Gilman
1643,John Batcheler,John,Batcheler,Kensington,Rockingham County,NH,US,town,John Batcheler
1644,Timothy Dexter,Timothy,Dexter,Newbury,Essex County,MA,US,town,Timothy Dexter
1645,Avery  Hall,Avery,Hall,Wakefield,Carroll County,NH,US,town,Avery Hall
1646,John T Gilman,John T,Gilman,Exeter,Rockingham County,NH,US,town,John T Gilman
1647,Ephraim Prescott,Ephraim,Prescott,Andover,Essex County,MA,US,town,Ephraim Prescott
1648,George Reid,George,Reid,Londonderry,Rockingham County,NH,US,town,George Reid
1649,George Gains,George,Gains,Portsmouth,Rockingham County,NH,US,town,George Gains
1650,Sarah Clark,Sarah,Clark,Salisbury,Hillsborough County,NH,US,town,Sarah Clark
1651,Supply Clap,Supply,Clap,Portsmouth,Rockingham County,NH,US,town,Supply Clap
1652,William Ham,William,Ham,Portsmouth,Rockingham County,NH,US,town,William Ham
1653,Timothy Ham,Timothy,Ham,Portsmouth,Rockingham County,NH,US,town,Timothy Ham
1654,Pelatiah Daniels,Pelatiah,Daniels,Barrington,Strafford County,NH,US,town,Pelatiah Daniels
1655,Samuel Gilman,Samuel,Gilman,Exeter,Rockingham County,NH,US,town,Samuel Gilman
1656,George Frost,George,Frost,Durham,Strafford County,NH,US,town,George Frost
1657,Nathaniel Adams,Nathaniel,Adams,Portsmouth,Rockingham County,NH,US,town,Nathaniel Adams
1658,James Sheafe,James,Sheafe,Portsmouth,Rockingham County,NH,US,town,James Sheafe
1659,Elias Hasket Derby,Elias Hasket,Derby,Salem,Rockingham County,NH,US,town,Elias Hasket Derby
1660,Barnet Akerman,Barnet,Akerman,Portsmouth,Rockingham County,NH,US,town,Barnet Akerman
1661,Anna Sims,Anna,Sims,Portsmouth,Rockingham County,NH,US,town,Anna Sims
1662,Samuel Tufts,Samuel,Tufts,Newbury,Essex County,MA,US,town,Samuel Tufts
1663,Samuel Haven,Samuel,Haven,Portsmouth,Rockingham County,NH,US,town,Samuel Haven
1664,Joshua Toppan,Joshua,Toppan,Newbury,Essex County,MA,US,town,Joshua Toppan
1665,Ward Clark Dean,Ward Clark,Dean,Exeter,Rockingham County,NH,US,town,Ward Clark Dean
1666,Elizabeth Sherbourne,Elizabeth,Sherbourne,Portsmouth,Rockingham County,NH,US,town,Elizabeth Sherbourne
1667,George Long,George,Long,Portsmouth,Rockingham County,NH,US,town,George Long
1668,Daniel Emerson,Daniel,Emerson,Hollis,Hillsborough County,NH,US,town,Daniel Emerson
1669,William Duncan,William,Duncan,Londonderry,Rockingham County,NH,US,town,William Duncan
1670,Joseph Whidden,Joseph,Whidden,Portsmouth,Rockingham County,NH,US,town,Joseph Whidden
1671,David How,David,How,Haverhill,Essex County,MA,US,town,David How
1672,Ebenezer Fernato,Ebenezer,Fernato,Kittery,York County,MA,US,town,Ebenezer Fernato
1673,Elizabeth Incher,Elizabeth,Incher,Boston,Suffolk County,MA,US,town,Elizabeth Incher
1674,George Dodge,George,Dodge,Salem,Rockingham County,NH,US,town,George Dodge
1675,Peter Gilman,Peter,Gilman,Boston,Suffolk County,MA,US,town,Peter Gilman
1676,John Lovell,John,Lovell,Beverly,Essex County,MA,US,town,John Lovell
1677,Thomas Stephens,Thomas,Stephens,Beverly,Essex County,MA,US,town,Thomas Stephens
1678,James Duncan,James,Duncan,Haverhill,Essex County,MA,US,town,James Duncan
1679,Nathaniel Saltonstall,Nathaniel,Saltonstall,Haverhill,Essex County,MA,US,town,Nathaniel Saltonstall
1680,Augustus Blanchard,Augustus,Blanchard,Amherst,Hillsborough County,NH,US,town,Augustus Blanchard
1681,Benjamin Titcomb,Benjamin,Titcomb,Dover,Strafford County,NH,US,town,Benjamin Titcomb
1682,Jacob Treadwell,Jacob,Treadwell,Ipswich,Essex County,MA,US,town,Jacob Treadwell
1683,Ebenezer Potter,Ebenezer,Potter,Kensington,Rockingham County,NH,US,town,Ebenezer Potter
1684,Abigail Ball,Abigail,Ball,Portsmouth,Rockingham County,NH,US,town,Abigail Ball
1685,Ezra Green,Ezra,Green,Dover,Strafford County,NH,US,town,Ezra Green
1686,Ichabod Rollins,Ichabod,Rollins,Somersworth,Strafford County,NH,US,town,Ichabod Rollins
1687,Ebenezer Thompson,Ebenezer,Thompson,Durham,Strafford County,NH,US,town,Ebenezer Thompson
1688,Joseph H Shepard,Joseph H,Shepard,Brentwood,Rockingham County,NH,US,town,Joseph H Shepard
1689,Joseph Sprague,Joseph,Sprague,Salem,Essex County,MA,US,town,Joseph Sprague
