,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,county,geo_level,6p_total
3733,56.0,29.0,28.0,14.0,83.0,7.0,Providence,RI,,['Samuel and Charles Sampson'],Providence County,town,56.29
3734,38.0,80.0,19.0,40.0,28.0,2.0,Providence,RI,Merchant,['Zachariah Allen'],Providence County,town,38.8
3735,163.0,78.0,81.0,89.0,55.0,51.0,Warwick,RI,Widow,"['Mary Whitsey', 'Mary Whitney']",Kent County,town,163.78
3736,42.0,62.0,21.0,30.0,35.0,6.0,Tiverton,RI,Yeoman,"['Christopher Burden', 'Chris T Burden', 'Chris Burden']",Newport County,town,42.62
3737,8.0,92.0,4.0,46.0,,,Scituate,RI,Yeoman,['Nathaniel Medbury'],Providence County,town,8.92
3738,32.0,97.0,16.0,48.0,30.0,39.0,Exeter,RI,Esquire,['Nicholas Gardner'],Washington County,town,32.97
3739,16.0,48.0,8.0,23.0,15.0,20.0,Exeter,RI,Esquire,['Nicholas Gardner'],Washington County,town,16.48
3740,16.0,47.0,8.0,24.0,15.0,20.0,Exeter,RI,Esquire,['James Gardner'],Washington County,town,16.47
3741,5.0,72.0,2.0,86.0,5.0,75.0,Warren,RI,Yeoman,['Benjamin Barton'],Bristol County,town,5.72
3742,4.0,43.0,2.0,22.0,4.0,9.0,Providence,RI,Blockmaker,['Joseph Potter'],Providence County,town,4.43
3743,715.0,56.0,357.0,77.0,500.0,51.0,Providence,RI,Gentleman,['William Wilkinson'],Providence County,town,715.56
3744,83.0,16.0,41.0,58.0,82.0,7.0,North Providence,RI,Yeoman,['Ezekiel Whipple'],Providence County,town,83.16
3745,218.0,57.0,109.0,28.0,59.0,,North Kingstown,RI,Esquire,['Imanuel Case'],Washington County,town,218.57
3746,41.0,46.0,20.0,72.0,41.0,91.0,Warren,RI,Yeoman,['Elisha Finney'],Bristol County,town,41.46
3747,400.0,9.0,200.0,4.0,168.0,,South Kingston,RI,Yeoman,['Gardner William Mumford'],Washington County,town,400.09
3748,565.0,99.0,282.0,99.0,474.0,15.0,Charlestown,RI,Yeoman,"['Ephraim Browing', 'Ephraim Browning']",Washington County,town,565.99
3749,107.0,62.0,53.0,80.0,29.0,4.0,Providence,RI,Gentleman,['Asa Leonard'],Providence County,town,107.62
3750,167.0,98.0,83.0,98.0,87.0,41.0,Stoughton now of Providence,RI,Broker,['William Hall'],Providence County,town,167.98
3751,108.0,91.0,54.0,45.0,148.0,66.0,Newport,RI,Merchant,"['Daniel Whitney', 'Daniel Whitsey']",Newport County,town,108.91
3752,507.0,85.0,253.0,92.0,180.0,,Attleborough,MA,Esquire,['Robert Taylor'],Bristol County,town,507.85
3753,11.0,82.0,5.0,90.0,3.0,17.0,Providence,RI,Mariner,['Abner Butler'],Providence County,town,11.82
3754,391.0,27.0,195.0,63.0,910.0,30.0,Providence,RI,Auctioneers,['Hoppin and Snow'],Providence County,town,391.27
3755,191.0,85.0,95.0,92.0,221.0,9.0,Providence,RI,Merchant,['John Ward and Co'],Providence County,town,191.85
3756,26.0,41.0,13.0,21.0,14.0,71.0,Newport,RI,Esquire,['John Faxon'],Newport County,town,26.41
3757,671.0,16.0,335.0,57.0,586.0,92.0,Boston,MA,Broker,['John Peck'],Suffolk County,town,671.16
3758,,,,,96.0,72.0,,RI,,['Nicholas Power'],,state,
3759,533.0,34.0,266.0,66.0,145.0,,Johnson,RI,Esquire,['John Smith'],Providence County,town,533.34
3760,98.0,47.0,49.0,24.0,132.0,73.0,Sutton,MA,Yeoman,['Andrew Elliott'],Worcester County,town,98.47
3761,66.0,67.0,33.0,33.0,60.0,46.0,Providence,RI,Distiller,['Henry Smith'],Providence County,town,66.67
3762,266.0,67.0,133.0,33.0,72.0,,Providence,RI,Merchant,['Paul Allen'],Providence County,town,266.67
3763,,,,,239.0,,,RI,,['Samuel Martin'],,state,
3764,58.0,64.0,29.0,32.0,21.0,12.0,Tiverton,RI,in behalf of the Proprietors of Tiverton,['Joseph Barker'],Newport County,town,58.64
3765,266.0,66.0,133.0,34.0,72.0,,Providence,RI,Merchant,['Welcome Arnold'],Providence County,town,266.66
3766,71.0,54.0,35.0,77.0,30.0,47.0,Providence,RI,Esquire,"['William Allen', 'Welcome Allen']",Providence County,town,71.54
3767,69.0,9.0,34.0,54.0,55.0,14.0,Providence,RI,Merchant,['Thomas Jones'],Providence County,town,69.09
3768,276.0,67.0,138.0,33.0,243.0,20.0,Providence,RI,Esquire,['Benjamin Stelle'],Providence County,town,276.67
3769,68.0,48.0,34.0,24.0,70.0,62.0,Providence,RI,Merchant,['Charles Lippitt'],Providence County,town,68.48
3770,40.0,67.0,20.0,33.0,25.0,96.0,Alexandria,NH,Merchant,"['John Murray', 'John Munray']",Grafton County,town,40.67
3771,12.0,96.0,6.0,48.0,9.0,13.0,North Providence,RI,Yeoman,['Peter Pike'],Providence County,town,12.96
3772,3.0,52.0,1.0,76.0,,,Newport,RI,Broker,['Jacob Isaacs'],Newport County,town,3.52
3773,8.0,12.0,4.0,6.0,1.0,11.0,Providence,RI,,['Thomas Smart'],Providence County,town,8.12
3774,891.0,7.0,445.0,53.0,320.0,78.0,Newport,RI,Esquire,['Christopher Ellery'],Newport County,town,891.07
3775,2990.0,1.0,1495.0,,,,Newport,RI,Treasurer of the State of Rhode Island Of Newport,['Joseph Clarke'],Newport County,town,2990.01
3776,45.0,89.0,22.0,94.0,,,Providence,RI,Auctioneers,['Hoppin and Snow'],Providence County,town,45.89
3777,25.0,66.0,12.0,83.0,,,North Providence,RI,Esquire,['Stephen Jenckes'],Providence County,town,25.66
3778,3.0,42.0,1.0,70.0,,,North Providence,RI,Yeoman,['Isaac Angell'],Providence County,town,3.42
3779,23.0,28.0,11.0,64.0,,,Charlestown,RI,Esquire,['James Congdon'],Washington County,town,23.28
3780,41.0,3.0,20.0,51.0,,,Rehoboth,MA,Esquire,['Nathan Munroe'],Bristol County,town,41.03
3781,35.0,10.0,17.0,55.0,,,Providence,RI,Widow,['Elizabeth Mathewson'],Providence County,town,35.1
3782,18.0,84.0,9.0,41.0,,,Smithfield,RI,Yeoman,['John Smith'],Providence County,town,18.84
3783,20.0,60.0,10.0,29.0,,,Scituate,RI,Yeoman,['Samuel Potter'],Providence County,town,20.6
3784,35.0,4.0,17.0,52.0,,,Providence,RI,Merchant,['John Ward and Co'],Providence County,town,35.04
3785,25.0,70.0,12.0,84.0,,,Providence,RI,,['Elizabeth Brown'],Providence County,town,25.7
3786,8.0,8.0,4.0,4.0,,,Cumberland,RI,Esquire,['Elisha Waterman'],Providence County,town,8.08
3787,18.0,96.0,9.0,48.0,,,Newport,RI,Esquire,['Nicholas P Tillinghast'],Newport County,town,18.96
3788,6.0,54.0,3.0,26.0,,,Gloucester,RI,Yeoman,['Hezekiah Bellows'],Providence County,town,6.54
3789,7.0,70.0,3.0,85.0,,,Scituate,RI,Yeoman,['Nathan Fisk'],Providence County,town,7.7
3790,9.0,56.0,4.0,78.0,,,Rehoboth,MA,Yeoman,['John Hunt'],Bristol County,town,9.56
3791,4.0,29.0,2.0,14.0,,,Newport,RI,Merchants,['Thomas Greene and Sons'],Newport County,town,4.29
3792,41.0,66.0,20.0,83.0,,,Providence,RI,Merchant,['Thomas Jones'],Providence County,town,41.66
3793,21.0,58.0,10.0,78.0,,,Cranston,RI,Esquire,['Israel Gorton'],Providence County,town,21.58
3794,64.0,11.0,32.0,5.0,,,Providence,RI,Merchant,['Charles Lippitt'],Providence County,town,64.11
3795,17.0,72.0,8.0,86.0,,,Exeter,RI,Esquire,['Pardon Tillinghast'],Washington County,town,17.72
3796,29.0,74.0,14.0,87.0,,,Providence,RI,Merchant,['Andrew Dexter'],Providence County,town,29.74
3797,720.0,,,,,,Providence,RI,Merchant,['Brown and Francis'],Providence County,town,
3798,942.0,65.0,7889.0,63.0,9392.0,12.0,Providence,RI,,['Moses and Nicholas Brown'],Providence County,town,942.65
3799,360.0,,,,,,Providence,RI,,['Bank of Providence'],Providence County,town,
3800,360.0,,,,,,Providence,RI,,['President Directors of the Bank of Providence'],Providence County,town,
3801,2662.0,57.0,1331.0,28.0,2233.0,33.0,,RI,,['Edmund Fowle'],,state,2662.57
3802,266.0,67.0,133.0,33.0,175.0,33.0,,RI,,['Amasa Learned'],,state,266.67
3803,301.0,6.0,150.0,52.0,108.0,40.0,East Greenwich,RI,Esquire,['Archibald Crary'],Kent County,town,301.06
3804,71.0,10.0,35.0,55.0,29.0,14.0,Providence,RI,Merchant,['Thomas Jones'],Providence County,town,71.1
3805,400.0,,200.0,,616.0,71.0,East Greenwich,RI,Widow,['Elizabeth Freeborn'],Kent County,town,
3806,269.0,74.0,134.0,87.0,247.0,50.0,,RI,,['Thomas Bumstead'],,state,269.74
3807,8.0,63.0,4.0,31.0,7.0,30.0,Providence,RI,Merchant,['Nathan Waterman'],Providence County,town,8.63
3808,37.0,47.0,18.0,73.0,27.0,8.0,Providence,RI,Esquire,['Jeremiah Olney'],Providence County,town,37.47
3809,4.0,27.0,2.0,13.0,39.0,,,RI,,['Samuel Young'],,state,4.27
3810,44.0,74.0,22.0,37.0,76.0,91.0,,RI,,['John Thurber'],,state,44.74
3811,159.0,9.0,79.0,54.0,95.0,55.0,North Providence,RI,Yeoman,['Isaac Angell'],Providence County,town,159.09
3812,164.0,98.0,82.0,48.0,132.0,27.0,,RI,,['David Durfee'],,state,164.98
3813,267.0,24.0,133.0,62.0,143.0,17.0,,RI,,['Edward Mason'],,state,267.24
3814,53.0,34.0,26.0,66.0,34.0,34.0,Providence,RI,Merchant,['Joseph Martin'],Providence County,town,53.34
3815,28.0,42.0,14.0,20.0,25.0,94.0,Providence,RI,Esquire,['Jabez Bowen'],Providence County,town,28.42
3816,59.0,67.0,29.0,83.0,21.0,50.0,,RI,,['Peleg Arnold'],,state,59.67
3817,99.0,9.0,49.0,54.0,99.0,88.0,,RI,,['Samuel White'],,state,99.09
3818,94.0,95.0,47.0,47.0,84.0,90.0,,RI,,['Obed Pain'],,state,94.95
3819,202.0,43.0,101.0,21.0,93.0,16.0,Providence,RI,Esquire,['William Allen'],Providence County,town,202.43
3820,22.0,78.0,11.0,38.0,21.0,32.0,Providence,RI,Esquire,['Jabez Bowen'],Providence County,town,22.78
3821,,,,,67.0,38.0,,RI,,"['Pardon Tillinghast of Exeter', 'Pardon Tillinghast']",,state,
3822,,,,,164.0,,,RI,,['Ephraim Bowen'],,state,
3823,13.0,30.0,6.0,65.0,22.0,80.0,Providence,RI,Merchant,['Isaac Pitman'],Providence County,town,13.3
3824,,,,,16.0,13.0,,RI,,['Joshua Davis'],,state,
3825,452.0,28.0,226.0,14.0,244.0,23.0,,RI,,['William Crooke'],,state,452.28
3826,8.0,24.0,4.0,12.0,101.0,3.0,Providence,RI,Esquire,['William Allen'],Providence County,town,8.24
3827,11.0,52.0,5.0,76.0,,,Providence,RI,Esquire,['John Foster'],Providence County,town,11.52
3828,22.0,43.0,11.0,21.0,6.0,4.0,,RI,,['Ruth Vial'],,state,22.43
3829,,,,,144.0,96.0,,RI,,['Frederick Crary'],,state,
3830,6.0,16.0,3.0,8.0,,,Providence,RI,,['Thomas Smart'],Providence County,town,6.16
3831,220.0,50.0,110.0,24.0,254.0,15.0,Ipswich,MA,Merchant,['Jacob Treadwell'],Essex County,town,220.5
3832,,,,,108.0,5.0,,RI,,['Stephen Olney'],,state,
3833,,,,,312.0,37.0,,RI,,['Benjamin Hall'],,state,
3834,39.0,24.0,19.0,62.0,28.0,88.0,Providence,RI,Esquire,['Jeremiah Olney'],Providence County,town,39.24
3835,105.0,42.0,52.0,70.0,100.0,56.0,,RI,,"['Nathan and Frederick Williams', 'Nathan and Fredrick Williams']",,state,105.42
3836,10.0,79.0,5.0,39.0,,,Providence,RI,Mariner,['Samuel Godfrey'],Providence County,town,10.79
3837,17.0,94.0,8.0,97.0,12.0,68.0,Providence,RI,Merchant,['Charles Lippitt'],Providence County,town,17.94
3838,210.0,,105.0,,197.0,91.0,,RI,,['John Radloff'],,state,
3839,57.0,12.0,28.0,55.0,53.0,5.0,Newport,RI,Merchant,['Clark and Hammond'],Newport County,town,57.12
3840,93.0,90.0,46.0,95.0,79.0,97.0,Providence,RI,Innholder,"['Abner Daggatt', 'Abner Daggett']",Providence County,town,93.9
3841,,,,,23.0,,,RI,,['Charles Holden'],,state,
3842,35.0,87.0,17.0,93.0,33.0,22.0,,RI,,['Jeremiah Eddy'],,state,35.87
3843,17.0,21.0,8.0,60.0,15.0,4.0,,RI,,['Richard Thornton'],,state,17.21
3844,100.0,78.0,50.0,39.0,207.0,4.0,,RI,,['Job Watson'],,state,100.78
3845,27.0,72.0,13.0,86.0,29.0,30.0,Providence,RI,Widow,['Elizabeth Mathewson'],Providence County,town,27.72
3846,23.0,61.0,11.0,80.0,4.0,11.0,Providence,RI,Auctioneers,['Hoppin and Snow'],Providence County,town,23.61
3847,2.0,49.0,1.0,24.0,4.0,,,RI,,"['John S Dexter', 'John P Dexter']",,state,2.49
3848,11.0,18.0,5.0,59.0,11.0,15.0,,RI,,['Philip Peckham'],,state,11.18
3849,2.0,24.0,1.0,12.0,,,,RI,,['Gilbert Grant'],,state,2.24
3850,3.0,34.0,1.0,66.0,,,,RI,,['Christopher Brown'],,state,3.34
3851,106.0,67.0,53.0,33.0,63.0,88.0,,RI,,['John Johnson'],,state,106.67
3852,39.0,10.0,19.0,54.0,26.0,42.0,Providence,RI,,['Mary Allen'],Providence County,town,39.1
3853,7.0,94.0,3.0,96.0,4.0,71.0,Providence,RI,Blacksmith,['Daniel Tefft'],Providence County,town,7.9399999999999995
3854,3.0,15.0,1.0,57.0,,,,RI,,['Ezekiel Carpenter'],,state,3.15
3855,45.0,16.0,22.0,58.0,27.0,5.0,,RI,,['Ebenezer Upham'],,state,45.16
3856,175.0,60.0,87.0,80.0,89.0,63.0,,RI,,['Thomas Noyes'],,state,175.6
3857,17.0,74.0,8.0,86.0,,,,RI,,['Matthew Manchester'],,state,17.74
3858,1.0,30.0,,64.0,,,Providence,RI,Merchant,['Isaac Pitman'],Providence County,town,1.3
3859,2.0,86.0,1.0,42.0,,,Rehoboth,MA,House Carpenter,['William Jones'],Bristol County,town,2.86
3860,22.0,42.0,11.0,21.0,19.0,40.0,Charlestown,RI,Esquire,['James Congdon'],Washington County,town,22.42
3861,,,,,122.0,,,RI,,['Caleb Green'],,state,
3862,199740.0,67.0,99870.0,33.0,59922.0,20.0,Newport,RI,General Treasurer of the state of Rhode Island and his suceessors in said office,['Henry Sherburne'],Newport County,town,199740.67
3863,1.0,88.0,,94.0,1.0,83.0,,RI,,['Obadiah Sprague'],,state,1.88
3864,,,,,8.0,,,RI,,['John Whipple'],,state,
3865,,,,,,,,RI,,[],,state,
3866,,,,,44.0,43.0,,RI,,['Thomas B Arnold'],,state,
3867,275.0,70.0,137.0,85.0,45.0,35.0,,RI,,"['Bethiah Jencks transfer from register', 'Bethiah Jenckes transfer from Register', 'Bethiah Jenckes Transfer from Register of Treasury']",,state,275.7
3868,33.0,33.0,16.0,67.0,31.0,94.0,,RI,,"['John Updike Transfer from South Carolina', 'John Updike transfer from Society Carolina', 'John Updike transfer from S Carolin']",,state,33.33
3869,182.0,26.0,91.0,13.0,166.0,,,RI,,"['Benjamin Brown transfer from register', 'Benjamin Bourn transfer from the Register', 'Benjamin Baurn Transfer from Register']",,state,182.26
3870,52.0,84.0,26.0,42.0,8.0,69.0,,RI,,"['Samuel Eddy transfer from register', 'Samuel Eddy Transferred from Register', 'Samuel Eddy transfer from the Register']",,state,52.84
3871,35.0,82.0,17.0,91.0,5.0,90.0,,RI,,"['Matthew Hanly Transferred from Register', 'Matthew Hanly transfer from register', 'Matthew Hanly transfer from the Register']",,state,35.82
3872,44.0,66.0,22.0,33.0,7.0,36.0,,RI,,"['Comfort Eddy transfer from the Register', 'Comfort Eddy Transferred from Register', 'Comfort Eddy transfer from register']",,state,44.66
3873,250.0,,125.0,,240.0,12.0,,RI,,"['Asa Franklin Transferred from Register', 'Asa Franklin transfer from Register', 'Asa Francklin transfer from the Register']",,state,
3874,123.0,76.0,61.0,88.0,118.0,73.0,,RI,,"['Peleg Shearman Transferred from the Register of the Treasury', 'Peleg Shearman transfer the register', 'Peleg Shearman transfer from the Register of the Treasury']",,state,123.76
3875,107.0,66.0,53.0,83.0,17.0,72.0,,RI,,"['Samuel Black transfer from Register', 'Samuel Black Transfer from Register']",,state,107.66
3876,974.0,62.0,487.0,31.0,822.0,11.0,,RI,,"['Jonathan Pitcher Transferred from the Register', 'Jonathan Pitcher transfer from the Register', 'Jonathan Pitcher transfer from the register']",,state,974.62
3877,130.0,93.0,65.0,47.0,54.0,,,RI,,"['Welcome Arnold transferred from the office in Connecticut', 'Welcome Arnold transferred from the office at Connecticut', 'Welcome Arnold Transfer from the Office at Connecticut']",,state,130.93
3878,2396.0,90.0,1198.0,45.0,2087.0,84.0,,RI,,"['William Vernon Transfer from the Register of the Treasury', 'William Vernon transferred from the Register of Treasury', 'William Vernon transferred from the Register of treasury']",,state,2396.9
3879,164.0,96.0,165.0,27.0,100.0,22.0,Providence,RI,Merchant,"['Clark and Nightingale Transferred from Register', 'Clark and Nightingale transferred']",Providence County,town,164.96
3880,4675.0,35.0,1805.0,23.0,2092.0,76.0,,RI,,"['Moses and Nicholas Brown Transferred from Treasury', 'Mess and Nicholas Brown transferred', 'Moses and Nicholas Brown transferred']",,state,4675.35
3881,173.0,78.0,86.0,88.0,198.0,10.0,,RI,,"['Samuel and Nightingale transfer from treasury', 'Samuel Nightingale transfer from Treasury', 'Samuel Nightingale Transferred from Treasury']",,state,173.78
3882,29.0,37.0,14.0,68.0,22.0,75.0,,RI,,"['Benjamin Bowen', 'Benjamin Brown Transferred from Treasury', 'Benjamin Brown transfer from treasury']",,state,29.37
3883,365.0,22.0,182.0,61.0,348.0,25.0,,RI,,"['Samuel Eddy Transferred from Treasury', 'Samuel Eddy transfer from treasury', 'Samuel Eddy']",,state,365.22
3884,200.0,,,,,,,RI,,['Stephen Tillinghast transferred from treasury'],,state,
3885,194.0,54.0,,,222.0,1.0,,RI,Providence,"['Clark and Nightingale transferred to treasury', 'Clark and Nightingale']",,state,194.54
3886,18067.0,23.0,9033.0,61.0,4878.0,15.0,,RI,,"['Mess Brown and Frances transferred from the Register of the Treasury', 'Mess Brown and Francis Transferred from the Register of the Treasury', 'Mess Brown and Frances from the Register of the Treasury']",,state,18067.23
3887,165.0,60.0,,,82.0,62.0,,RI,Providence,"['Clark and Nightingale Transferred from Register', 'Clark and Nightingale transferred']",,state,165.6
3888,37.0,81.0,18.0,91.0,20.0,40.0,,RI,,"['James Manning Transferred from Treasury', 'James Manning transferred from the Treasury', 'James Manning']",,state,37.81
3889,2445.0,94.0,1222.0,97.0,1008.0,,,RI,,"['Zachariah Allen Transferred from Massachusetts', 'Zachariah Allen', 'Zachariah Allen transferred from Massachusetts']",,state,2445.94
3890,1715.0,41.0,857.0,71.0,744.0,,,RI,,"['Philip Allen', 'Philip Allen Transferred to Massachusetts', 'Philip Allen transferred from Massachusetts']",,state,1715.41
3891,178.0,41.0,89.0,20.0,96.0,,,RI,Providence,"['Clark and Nightingale Transferred from the Reg', 'Clark and Nightingale Register', 'Clarkand Nightingale Transferred from the Register']",,state,178.41
3892,4258.0,93.0,2279.0,47.0,1711.0,89.0,,RI,,"['Christopher Ellery Transfer', 'Christopher Ellery transfer']",,state,4258.93
3893,200.0,,100.0,,252.0,10.0,,RI,,"['Samuel Athenton Transfer', 'Samuel Atherton Transfer', 'Samuel Atherton transfer']",,state,
3894,333.0,34.0,166.0,66.0,180.0,,,RI,,"['Dorothy Sabin transfer', 'Dorothy Sabin Transfer']",,state,333.34
3895,187.0,43.0,93.0,71.0,72.0,,,RI,,"['Amos Throop transfer', 'Amos Throop Transferred', 'Amos Throop Transfer']",,state,187.43
3896,374.0,82.0,187.0,41.0,432.0,,,RI,,"['Amos Throop transfer', 'Amos Throop Transferred', 'Amos Throop Transfer']",,state,374.82
3897,244.0,33.0,122.0,16.0,189.0,69.0,,RI,,"['James Manning Transferred from the Register', 'James Manning transferred from the Register', 'James Manning transferred from reg']",,state,244.33
3898,39.0,16.0,19.0,58.0,46.0,61.0,,RI,,"['Hopestill McNeal Transferred from the Register of the Treasury', 'Hopestill McNeal']",,state,39.16
3899,59.0,90.0,29.0,95.0,70.0,8.0,Johnson,RI,Esquire,"['John Smith Transferred from the Register of the Treasury', 'John Smith']",Providence County,town,59.9
3900,28.0,44.0,14.0,22.0,29.0,70.0,Cranston,RI,Yeoman,"['Nehemiah Rhodes', 'Nehemiah Rhodes Transferred from the Register of the Treasury']",Providence County,town,28.44
3901,65.0,10.0,32.0,55.0,76.0,88.0,,RI,,"['Thomas Fry and Co Transferred from the Register of the Treasury', 'Thomas Fry and Co']",,state,65.1
3902,,,,,,,,RI,,[],,state,
3903,,,,,,,,RI,,[],,state,
3904,,,,,,,,RI,,[],,state,
3905,,,,,,,,RI,,[],,state,
3906,1963.0,64.0,981.0,82.0,1605.0,33.0,,RI,,"['John Mumford transferred from the Treasury', 'John Mumford Journal', 'John Mumford Transferred from Treasury']",,state,1963.64
3907,736.0,14.0,368.0,8.0,232.0,83.0,,RI,,"['Jabez Bowen transferred from Massachusetts', 'Jabez Bowen Transferred from Massachusetts', 'Jabez Bowen Journal']",,state,736.14
3908,183.0,33.0,91.0,67.0,175.0,60.0,,RI,,"['Nicholas Brown Transferred from the Register', 'Nicholas Brown transferred from Register', 'Nicholas Brown transfer from register']",,state,183.33
3909,787.0,62.0,393.0,82.0,129.0,56.0,,RI,,"['Anna Greene transfer from the register', 'Anna Greene Transferred from the Register', 'Anna Greene transferred from Register']",,state,787.62
3910,,,,,,,,RI,,[],,state,
3911,135.0,22.0,67.0,62.0,150.0,91.0,,RI,,"['Jabez Bowen Transferred from the Reg', 'Jabez Bowen transferred from the Register', 'Jaboz Bown Transferred from the Register']",,state,135.22
3912,,,,,,,,RI,,[],,state,
3913,38.0,41.0,19.0,20.0,36.0,21.0,,RI,,"['Mary Johnson transfer from Register', 'Mary Johnston transfer from register', 'Mary Johnston Transfer from Register']",,state,38.41
3914,80.0,,40.0,,138.0,80.0,,RI,,"['Nicholas Banney transfer from register', 'Clark and Nightingale', 'Nathaniel Barney transfer from Register']",,state,
3915,142.0,44.0,71.0,22.0,132.0,43.0,Providence,RI,Merchant,"['William Larned', 'Clark and Nightingale transfer from Register', 'Clark and Nightingale transfer from register']",Providence County,town,142.44
3916,145.0,33.0,72.0,67.0,967.0,7.0,,RI,,"['William Learned transfer from register', 'William Larned transfer from Register', 'Joseph A Rechards Transfer from Treasury']",,state,145.33
3917,1173.0,33.0,22.0,58.0,973.0,228.0,,RI,,"['Henry Sherburne Transferred from the Register of the Treasury', 'Samuel Vernon transfer from register', 'Joseph A Richards transfer from Register']",,state,1173.33
3918,1224.0,77.0,104.0,44.0,29.0,63.0,,RI,,"['Henry Sherburne transferred from the Register of the Treasury', 'William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099', 'Brown Benson and Ives transferred from the books in Massachusetts']",,state,1224.77
3919,45.0,18.0,15.0,72.0,114.0,30.0,,RI,,"['Matthew Watson Transferred from the Office of William Imlay Connecticut', 'William Wheater transferred from the books of the Register as of Warrant No 10,101', 'Joseph A Richards transfer from register']",,state,45.18
3920,78.0,41.0,56.0,7.0,38.0,89.0,,RI,,"['the president and Co of bank of providence from the books in Massachusetts', 'Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut']",,state,78.41
3921,720.0,,33.0,33.0,29.0,85.0,,RI,,"['John Warren Transferred from the Register', 'the president and Co of bank of providence from the books in Massachusetts', 'William Littlefeild transferred from the office of the Register']",,state,
3922,208.0,89.0,20.0,63.0,10.0,21.0,,RI,,"['Henry Sherburne transfer from the register of the treasury', 'Sarah Ward Transferred from the Register', 'Christopher Hill transferred from the Register of the Treasury']",,state,208.89
3923,31.0,43.0,15.0,85.0,38.0,15.0,,RI,,"['William Wheaten Transferred from the Register of the Treasury of Warrents No 10100', 'Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury']",,state,31.43
3924,112.0,13.0,5.0,39.0,16.0,22.0,,RI,,"['Sarah Ward transferred from the Register of the Treasury', 'John Mawney Transferred from the Register', 'Matthew Watson from the office of William Imlay Connecticut']",,state,112.13
3925,66.0,67.0,20.0,23.0,50.0,66.0,,RI,,"['John Rogers Transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury', 'Elisha Aldrich transferred from the Register of the Treasury']",,state,66.67
3926,41.0,26.0,3.0,43.0,33.0,59.0,,RI,,"['Abram Belknap transferred from the Register of the Treasury', 'John Eddy Transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']",,state,41.26
3927,31.0,71.0,8.0,33.0,,,,RI,,"['John Warner transferred from Register', 'John Mawney transferred from the Register of the Treasury']",,state,31.71
3928,10.0,78.0,24.0,17.0,,,,RI,,"['Sarah Ward transferred from Register', 'John Rogers transfer from the Register of the Treasury']",,state,10.78
3929,40.0,47.0,17.0,82.0,,,,RI,,"['John Eddy transferred from the Register of the Treasury', 'Elisha Aldrich transferred from Register']",,state,40.47
3930,6.0,86.0,,,,,,RI,,['Abraham Belknap transferred from Register'],,state,6.86
3931,1815.0,58.0,133.0,14.0,277.0,61.0,,RI,,"['Philip N Brown transferred from the office in Pensylvania', 'Philip N Brown Transferred from the Office in Providence', 'Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York']",,state,1815.58
3932,2000.0,,,,,,,RI,,"['Warrant for transferring into the books of this office Vizt', 'Dr William Handy in trust for his Niece Mehetable Handy Transferred from the Books at New York', 'Warrant for transfering into the books of this office Vizt']",,state,
3933,16.0,68.0,109.0,88.0,213.0,94.0,,RI,,"['10926 in Favor Johh Brown from the Register of the Treasury', 'No 10925 in favor of John Brown from the Register of the Treasury', 'John Mawney transferred from the register of the Treasury']",,state,16.68
3934,48.0,35.0,,,,,,RI,,"['Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt', 'Jn Rogers transfer from Register', 'Warrats for Transfering into the Books of this Office Vizt']",,state,48.35
3935,35.0,64.0,17.0,16.0,32.0,34.0,,RI,,"['No 11749 in fovar Christopher Smith from Register of the Treasury', 'Christopher Smith No 11750', 'John Eddy transfer from Register']",,state,35.64
3936,,,18.0,49.0,,,,RI,,"['Stephen Davis Administrator No 11757', 'No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D']",,state,
3937,266.0,27.0,18.0,52.0,9.0,51.0,,RI,,"['Philip N Brown transferred from the office in Pennsylvania', 'No 10314 in Favor Reverend James Manning Register of Treasury', 'Stephen Davis Administrator No 11761']",,state,266.27
3938,,,5.0,,12.0,58.0,,RI,,"['Rev Ja Manning No 10315', 'Warrant for transferring into the books of this office from the Register of the Treasury Viz', 'No 11723 in Favor of James Bursill Jun from Register of Treasury']",,state,
3939,219.0,76.0,6.0,23.0,35.0,40.0,,RI,,"['James Burrill Jun No 11722', 'No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure', 'No 10927 in favour of John Brown']",,state,219.76
3940,,,18.0,78.0,,,,RI,,['Mehetable Davis Administrator No 11741'],,state,
3941,,,,,,,,RI,,['All from Register of the Treasury'],,state,
3942,,,22.0,56.0,,,,RI,,['John Bowen No 11747'],,state,
3943,,,17.0,5.0,,,,RI,,['Willard Eddy No 11753'],,state,
3944,,,10.0,10.0,,,,RI,,['Benjamin Stelle No 9201'],,state,
3945,690.0,96.0,345.0,48.0,665.0,28.0,New York,NY,Merchant,['George Lewis'],,state,690.96
