,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
3763,,,,,239.0,,,RI,,['Samuel Martin'],,,,state
3764,58.0,64.0,29.0,32.0,21.0,12.0,Tiverton,RI,in behalf of the Proprietors of Tiverton,['Joseph Barker'],Newport County,58.64,Tiverton,town
3765,266.0,66.0,133.0,34.0,72.0,,Providence,RI,Merchant,['Welcome Arnold'],Providence County,266.66,Providence,town
3766,71.0,54.0,35.0,77.0,30.0,47.0,Providence,RI,Esquire,"['William Allen', 'Welcome Allen']",Providence County,71.54,Providence,town
3767,69.0,9.0,34.0,54.0,55.0,14.0,Providence,RI,Merchant,['Thomas Jones'],Providence County,69.09,Providence,town
3768,276.0,67.0,138.0,33.0,243.0,20.0,Providence,RI,Esquire,['Benjamin Stelle'],Providence County,276.67,Providence,town
3769,68.0,48.0,34.0,24.0,70.0,62.0,Providence,RI,Merchant,['Charles Lippitt'],Providence County,68.48,Providence,town
3770,40.0,67.0,20.0,33.0,25.0,96.0,Alexandria,NH,Merchant,"['John Munray', 'John Murray']",Grafton County,40.67,Alexandria,town
3771,12.0,96.0,6.0,48.0,9.0,13.0,North Providence,RI,Yeoman,['Peter Pike'],Providence County,12.96,North Providence,town
3772,3.0,52.0,1.0,76.0,,,Newport,RI,Broker,['Jacob Isaacs'],Newport County,3.52,Newport,town
3773,8.0,12.0,4.0,6.0,1.0,11.0,Providence,RI,,['Thomas Smart'],Providence County,8.12,Providence,town
3774,891.0,7.0,445.0,53.0,320.0,78.0,Newport,RI,Esquire,['Christopher Ellery'],Newport County,891.07,Newport,town
3775,2990.0,1.0,1495.0,,,,Newport,RI,Treasurer of the State of Rhode Island Of Newport,['Joseph Clarke'],Newport County,2990.01,Newport,town
3776,45.0,89.0,22.0,94.0,,,Providence,RI,Auctioneers,['Hoppin and Snow'],Providence County,45.89,Providence,town
3777,25.0,66.0,12.0,83.0,,,North Providence,RI,Esquire,['Stephen Jenckes'],Providence County,25.66,North Providence,town
3778,3.0,42.0,1.0,70.0,,,North Providence,RI,Yeoman,['Isaac Angell'],Providence County,3.42,North Providence,town
3779,23.0,28.0,11.0,64.0,,,Charlestown,RI,Esquire,['James Congdon'],Washington County,23.28,Charlestown,town
3780,41.0,3.0,20.0,51.0,,,Rehoboth,MA,Esquire,['Nathan Munroe'],Bristol County,41.03,Rehoboth,town
3781,35.0,10.0,17.0,55.0,,,Providence,RI,Widow,['Elizabeth Mathewson'],Providence County,35.1,Providence,town
3782,18.0,84.0,9.0,41.0,,,Smithfeild,RI,Yeoman,['John Smith'],Providence County,18.84,Smithfield,town
3783,20.0,60.0,10.0,29.0,,,Scituate,RI,Yeoman,['Samuel Potter'],Providence County,20.6,Scituate,town
3784,35.0,4.0,17.0,52.0,,,Providence,RI,Merchant,['John Ward and Co'],Providence County,35.04,Providence,town
3785,25.0,70.0,12.0,84.0,,,Providence,RI,,['Elizabeth Brown'],Providence County,25.7,Providence,town
3786,8.0,8.0,4.0,4.0,,,Cumberland,RI,Esquire,['Elisha Waterman'],Providence County,8.08,Cumberland,county
3787,18.0,96.0,9.0,48.0,,,Newport,RI,Esquire,['Nicholas P Tillinghast'],Newport County,18.96,Newport,town
3788,6.0,54.0,3.0,26.0,,,Gloucester,RI,Yeoman,['Hezekiah Bellows'],Providence County,6.54,Gloucester,town
3789,7.0,70.0,3.0,85.0,,,Scituate,RI,Yeoman,['Nathan Fisk'],Providence County,7.7,Scituate,town
3790,9.0,56.0,4.0,78.0,,,Rehoboth,MA,Yeoman,['John Hunt'],Bristol County,9.56,Rehoboth,town
3791,4.0,29.0,2.0,14.0,,,Newport,RI,Merchants,['Thomas Greene and Sons'],Newport County,4.29,Newport,town
3792,41.0,66.0,20.0,83.0,,,Providence,RI,Merchant,['Thomas Jones'],Providence County,41.66,Providence,town
3793,21.0,58.0,10.0,78.0,,,Cranston,RI,Esquire,['Israel Gorton'],Providence County,21.58,Cranston,town
3794,64.0,11.0,32.0,5.0,,,Providence,RI,Merchant,['Charles Lippitt'],Providence County,64.11,Providence,town
3795,17.0,72.0,8.0,86.0,,,Exeter,RI,Esquire,['Pardon Tillinghast'],Washington County,17.72,Exeter,town
3796,29.0,74.0,14.0,87.0,,,Providence,RI,Merchant,['Andrew Dexter'],Providence County,29.74,Providence,town
3797,720.0,,,,,,Providence,RI,Merchant,['Brown and Francis'],Providence County,,Providence,town
3798,942.0,65.0,7889.0,63.0,9392.0,12.0,Providence,RI,,['Moses and Nicholas Brown'],Providence County,942.65,Providence,town
3799,360.0,,,,,,Providence,RI,,['Bank of Providence'],Providence County,,Providence,town
3800,360.0,,,,,,Providence,RI,,['President Directors of the Bank of Providence'],Providence County,,Providence,town
3801,2662.0,57.0,1331.0,28.0,2233.0,33.0,,RI,,['Edmund Fowle'],,2662.57,,state
3802,266.0,67.0,133.0,33.0,175.0,33.0,,RI,,['Amasa Learned'],,266.67,,state
3803,301.0,6.0,150.0,52.0,108.0,40.0,East Greenwich,RI,Esquire,['Archibald Crary'],Kent County,301.06,East Greenwich,town
3804,71.0,10.0,35.0,55.0,29.0,14.0,Providence,RI,Merchant,['Thomas Jones'],Providence County,71.1,Providence,town
3805,400.0,,200.0,,616.0,71.0,East Greenwich,RI,Widow,['Elizabeth Freeborn'],Kent County,,East Greenwich,town
3806,269.0,74.0,134.0,87.0,247.0,50.0,,RI,,['Thomas Bumstead'],,269.74,,state
3807,8.0,63.0,4.0,31.0,7.0,30.0,Providence,RI,Merchant,['Nathan Waterman'],Providence County,8.63,Providence,town
3808,37.0,47.0,18.0,73.0,27.0,8.0,Providence,RI,Esquire,['Jeremiah Olney'],Providence County,37.47,Providence,town
3809,4.0,27.0,2.0,13.0,39.0,,,RI,,['Samuel Young'],,4.27,,state
3810,44.0,74.0,22.0,37.0,76.0,91.0,,RI,,['John Thurber'],,44.74,,state
3811,159.0,9.0,79.0,54.0,95.0,55.0,North Providence,RI,Yeoman,['Isaac Angell'],Providence County,159.09,North Providence,town
3812,164.0,98.0,82.0,48.0,132.0,27.0,,RI,,['David Durfee'],,164.98,,state
3813,267.0,24.0,133.0,62.0,143.0,17.0,,RI,,['Edward Mason'],,267.24,,state
3814,53.0,34.0,26.0,66.0,34.0,34.0,Providence,RI,Merchant,['Joseph Martin'],Providence County,53.34,Providence,town
3815,28.0,42.0,14.0,20.0,25.0,94.0,Providence,RI,Esquire,['Jabez Bowen'],Providence County,28.42,Providence,town
3816,59.0,67.0,29.0,83.0,21.0,50.0,,RI,,['Peleg Arnold'],,59.67,,state
3817,99.0,9.0,49.0,54.0,99.0,88.0,,RI,,['Samuel White'],,99.09,,state
3818,94.0,95.0,47.0,47.0,84.0,90.0,,RI,,['Obed Pain'],,94.95,,state
3819,202.0,43.0,101.0,21.0,93.0,16.0,Providence,RI,Esquire,['William Allen'],Providence County,202.43,Providence,town
3820,22.0,78.0,11.0,38.0,21.0,32.0,Providence,RI,Esquire,['Jabez Bowen'],Providence County,22.78,Providence,town
3821,,,,,67.0,38.0,,RI,,"['Pardon Tillinghast', 'Pardon Tillinghast of Exeter']",,,,state
3822,,,,,164.0,,,RI,,['Ephraim Bowen'],,,,state
3823,13.0,30.0,6.0,65.0,22.0,80.0,Providence,RI,Merchant,['Isaac Pitman'],Providence County,13.3,Providence,town
3824,,,,,16.0,13.0,,RI,,['Joshua Davis'],,,,state
3825,452.0,28.0,226.0,14.0,244.0,23.0,,RI,,['William Crooke'],,452.28,,state
3826,8.0,24.0,4.0,12.0,101.0,3.0,Providence,RI,Esquire,['William Allen'],Providence County,8.24,Providence,town
3827,11.0,52.0,5.0,76.0,,,Providence,RI,Esquire,['John Foster'],Providence County,11.52,Providence,town
3828,22.0,43.0,11.0,21.0,6.0,4.0,,RI,,['Ruth Vial'],,22.43,,state
3829,,,,,144.0,96.0,,RI,,['Frederick Crary'],,,,state
3830,6.0,16.0,3.0,8.0,,,Providence,RI,,['Thomas Smart'],Providence County,6.16,Providence,town
3831,220.0,50.0,110.0,24.0,254.0,15.0,Ipswich,MA,Merchant,['Jacob Treadwell'],Essex County,220.5,Ipswich,town
3832,,,,,108.0,5.0,,RI,,['Stephen Olney'],,,,state
3833,,,,,312.0,37.0,,RI,,['Benjamin Hall'],,,,state
3834,39.0,24.0,19.0,62.0,28.0,88.0,Providence,RI,Esquire,['Jeremiah Olney'],Providence County,39.24,Providence,town
3835,105.0,42.0,52.0,70.0,100.0,56.0,,RI,,"['Nathan and Fredrick Williams', 'Nathan and Frederick Williams']",,105.42,,state
3836,10.0,79.0,5.0,39.0,,,Providence,RI,Mariner,['Samuel Godfrey'],Providence County,10.79,Providence,town
3837,17.0,94.0,8.0,97.0,12.0,68.0,Providence,RI,Merchant,['Charles Lippitt'],Providence County,17.94,Providence,town
3838,210.0,,105.0,,197.0,91.0,,RI,,['John Radloff'],,,,state
3839,57.0,12.0,28.0,55.0,53.0,5.0,Newport,RI,Merchant,['Clark and Hammond'],Newport County,57.12,Newport,town
3840,93.0,90.0,46.0,95.0,79.0,97.0,Providence,RI,Innholder,"['Abner Daggatt', 'Abner Daggett']",Providence County,93.9,Providence,town
3841,,,,,23.0,,,RI,,['Charles Holden'],,,,state
3842,35.0,87.0,17.0,93.0,33.0,22.0,,RI,,['Jeremiah Eddy'],,35.87,,state
3843,17.0,21.0,8.0,60.0,15.0,4.0,,RI,,['Richard Thornton'],,17.21,,state
3844,100.0,78.0,50.0,39.0,207.0,4.0,,RI,,['Job Watson'],,100.78,,state
3845,27.0,72.0,13.0,86.0,29.0,30.0,Providence,RI,Widow,['Elizabeth Mathewson'],Providence County,27.72,Providence,town
3846,23.0,61.0,11.0,80.0,4.0,11.0,Providence,RI,Auctioneers,['Hoppin and Snow'],Providence County,23.61,Providence,town
3847,2.0,49.0,1.0,24.0,4.0,,,RI,,"['John P Dexter', 'John S Dexter']",,2.49,,state
3848,11.0,18.0,5.0,59.0,11.0,15.0,,RI,,['Philip Peckham'],,11.18,,state
3849,2.0,24.0,1.0,12.0,,,,RI,,['Gilbert Grant'],,2.24,,state
3850,3.0,34.0,1.0,66.0,,,,RI,,['Christopher Brown'],,3.34,,state
3851,106.0,67.0,53.0,33.0,63.0,88.0,,RI,,['John Johnson'],,106.67,,state
3852,39.0,10.0,19.0,54.0,26.0,42.0,Providence,RI,,['Mary Allen'],Providence County,39.1,Providence,town
3853,7.0,94.0,3.0,96.0,4.0,71.0,Providence,RI,Blacksmith,['Daniel Tefft'],Providence County,7.939999999999999,Providence,town
3854,3.0,15.0,1.0,57.0,,,,RI,,['Ezekiel Carpenter'],,3.15,,state
3855,45.0,16.0,22.0,58.0,27.0,5.0,,RI,,['Ebenezer Upham'],,45.16,,state
3856,175.0,60.0,87.0,80.0,89.0,63.0,,RI,,['Thomas Noyes'],,175.6,,state
3857,17.0,74.0,8.0,86.0,,,,RI,,['Matthew Manchester'],,17.74,,state
3858,1.0,30.0,,64.0,,,Providence,RI,Merchant,['Isaac Pitman'],Providence County,1.3,Providence,town
3859,2.0,86.0,1.0,42.0,,,Rehoboth,MA,House Carpenter,['William Jones'],Bristol County,2.86,Rehoboth,town
3860,22.0,42.0,11.0,21.0,19.0,40.0,Charlestown,RI,Esquire,['James Congdon'],Washington County,22.42,Charlestown,town
3861,,,,,122.0,,,RI,,['Caleb Green'],,,,state
3862,199740.0,67.0,99870.0,33.0,59922.0,20.0,Newport,RI,General Treasurer of the state of Rhode Island and his suceessors in said office,['Henry Sherburne'],Newport County,199740.67,Newport,town
3863,1.0,88.0,,94.0,1.0,83.0,,RI,,['Obadiah Sprague'],,1.88,,state
3864,,,,,8.0,,,RI,,['John Whipple'],,,,state
3865,,,,,,,,RI,,[''],,,,state
3866,,,,,44.0,43.0,,RI,,['Thomas B Arnold'],,,,state
3867,275.0,70.0,137.0,85.0,45.0,35.0,,RI,,"['Bethiah Jenckes transfer from Register', 'Bethiah Jencks transfer from register', 'Bethiah Jenckes Transfer from Register of Treasury']",,275.7,,state
3868,33.0,33.0,16.0,67.0,31.0,94.0,,RI,,"['John Updike transfer from S Carolin', 'John Updike Transfer from South Carolina', 'John Updike transfer from Society Carolina']",,33.33,,state
3869,182.0,26.0,91.0,13.0,166.0,,,RI,,"['Benjamin Bourn transfer from the Register', 'Benjamin Baurn Transfer from Register', 'Benjamin Brown transfer from register']",,182.26,,state
3870,52.0,84.0,26.0,42.0,8.0,69.0,,RI,,"['Samuel Eddy Transferred from Register', 'Samuel Eddy transfer from register', 'Samuel Eddy transfer from the Register']",,52.84,,state
3871,35.0,82.0,17.0,91.0,5.0,90.0,,RI,,"['Matthew Hanly transfer from register', 'Matthew Hanly Transferred from Register', 'Matthew Hanly transfer from the Register']",,35.82,,state
3872,44.0,66.0,22.0,33.0,7.0,36.0,,RI,,"['Comfort Eddy transfer from the Register', 'Comfort Eddy transfer from register', 'Comfort Eddy Transferred from Register']",,44.66,,state
3873,250.0,,125.0,,240.0,12.0,,RI,,"['Asa Franklin Transferred from Register', 'Asa Franklin transfer from Register', 'Asa Francklin transfer from the Register']",,,,state
3874,123.0,76.0,61.0,88.0,118.0,73.0,,RI,,"['Peleg Shearman transfer from the Register of the Treasury', 'Peleg Shearman Transferred from the Register of the Treasury', 'Peleg Shearman transfer the register']",,123.76,,state
3875,107.0,66.0,53.0,83.0,17.0,72.0,,RI,,"['Samuel Black Transfer from Register', 'Samuel Black transfer from Register']",,107.66,,state
3876,974.0,62.0,487.0,31.0,822.0,11.0,,RI,,"['Jonathan Pitcher Transferred from the Register', 'Jonathan Pitcher transfer from the Register', 'Jonathan Pitcher transfer from the register']",,974.62,,state
3877,130.0,93.0,65.0,47.0,54.0,,,RI,,"['Welcome Arnold transferred from the office at Connecticut', 'Welcome Arnold Transfer from the Office at Connecticut', 'Welcome Arnold transferred from the office in Connecticut']",,130.93,,state
3878,2396.0,90.0,1198.0,45.0,2087.0,84.0,,RI,,"['William Vernon Transfer from the Register of the Treasury', 'William Vernon transferred from the Register of treasury', 'William Vernon transferred from the Register of Treasury']",,2396.9,,state
3879,164.0,96.0,165.0,27.0,100.0,22.0,Providence,RI,Merchant,"['Clark and Nightingale Transferred from Register', 'Clark and Nightingale transferred']",Providence County,164.96,Providence,town
3880,4675.0,35.0,1805.0,23.0,2092.0,76.0,,RI,,"['Moses and Nicholas Brown transferred', 'Moses and Nicholas Brown Transferred from Treasury', 'Mess and Nicholas Brown transferred']",,4675.35,,state
3881,173.0,78.0,86.0,88.0,198.0,10.0,,RI,,"['Samuel Nightingale transfer from Treasury', 'Samuel Nightingale Transferred from Treasury', 'Samuel and Nightingale transfer from treasury']",,173.78,,state
3882,29.0,37.0,14.0,68.0,22.0,75.0,,RI,,"['Benjamin Brown Transferred from Treasury', 'Benjamin Brown transfer from treasury', 'Benjamin Bowen']",,29.37,,state
3883,365.0,22.0,182.0,61.0,348.0,25.0,,RI,,"['Samuel Eddy', 'Samuel Eddy Transferred from Treasury', 'Samuel Eddy transfer from treasury']",,365.22,,state
3884,200.0,,,,,,,RI,,['Stephen Tillinghast transferred from treasury'],,,,state
3885,194.0,54.0,,,222.0,1.0,,RI,Providence,"['Clark and Nightingale', 'Clark and Nightingale transferred to treasury']",,194.54,,state
3886,18067.0,23.0,9033.0,61.0,4878.0,15.0,,RI,,"['Mess Brown and Frances transferred from the Register of the Treasury', 'Mess Brown and Frances from the Register of the Treasury', 'Mess Brown and Francis Transferred from the Register of the Treasury']",,18067.23,,state
3887,165.0,60.0,,,82.0,62.0,,RI,Providence,"['Clark and Nightingale Transferred from Register', 'Clark and Nightingale transferred']",,165.6,,state
3888,37.0,81.0,18.0,91.0,20.0,40.0,,RI,,"['James Manning Transferred from Treasury', 'James Manning transferred from the Treasury', 'James Manning']",,37.81,,state
3889,2445.0,94.0,1222.0,97.0,1008.0,,,RI,,"['Zachariah Allen', 'Zachariah Allen transferred from Massachusetts', 'Zachariah Allen Transferred from Massachusetts']",,2445.94,,state
3890,1715.0,41.0,857.0,71.0,744.0,,,RI,,"['Philip Allen Transferred to Massachusetts', 'Philip Allen transferred from Massachusetts', 'Philip Allen']",,1715.41,,state
3891,178.0,41.0,89.0,20.0,96.0,,,RI,Providence,"['Clark and Nightingale Transferred from the Reg', 'Clarkand Nightingale Transferred from the Register', 'Clark and Nightingale Register']",,178.41,,state
3892,4258.0,93.0,2279.0,47.0,1711.0,89.0,,RI,,"['Christopher Ellery Transfer', 'Christopher Ellery transfer']",,4258.93,,state
3893,200.0,,100.0,,252.0,10.0,,RI,,"['Samuel Atherton transfer', 'Samuel Athenton Transfer', 'Samuel Atherton Transfer']",,,,state
3894,333.0,34.0,166.0,66.0,180.0,,,RI,,"['Dorothy Sabin Transfer', 'Dorothy Sabin transfer']",,333.34,,state
3895,187.0,43.0,93.0,71.0,72.0,,,RI,,"['Amos Throop transfer', 'Amos Throop Transfer', 'Amos Throop Transferred']",,187.43,,state
3896,374.0,82.0,187.0,41.0,432.0,,,RI,,"['Amos Throop transfer', 'Amos Throop Transfer', 'Amos Throop Transferred']",,374.82,,state
3897,244.0,33.0,122.0,16.0,189.0,69.0,,RI,,"['James Manning transferred from the Register', 'James Manning Transferred from the Register', 'James Manning transferred from reg']",,244.33,,state
3898,39.0,16.0,19.0,58.0,46.0,61.0,,RI,,"['Hopestill McNeal Transferred from the Register of the Treasury', 'Hopestill McNeal']",,39.16,,state
3899,59.0,90.0,29.0,95.0,70.0,8.0,Johnson,RI,Esquire,"['John Smith', 'John Smith Transferred from the Register of the Treasury']",Providence County,59.9,Johnston,town
3900,28.0,44.0,14.0,22.0,29.0,70.0,Cranston,RI,Yeoman,"['Nehemiah Rhodes Transferred from the Register of the Treasury', 'Nehemiah Rhodes']",Providence County,28.44,Cranston,town
3901,65.0,10.0,32.0,55.0,76.0,88.0,,RI,,"['Thomas Fry and Co', 'Thomas Fry and Co Transferred from the Register of the Treasury']",,65.1,,state
3902,,,,,,,,RI,,[''],,,,state
3903,,,,,,,,RI,,[''],,,,state
3904,,,,,,,,RI,,[''],,,,state
3905,,,,,,,,RI,,[''],,,,state
3906,1963.0,64.0,981.0,82.0,1605.0,33.0,,RI,,"['John Mumford transferred from the Treasury', 'John Mumford Transferred from Treasury', 'John Mumford Journal']",,1963.64,,state
3907,736.0,14.0,368.0,8.0,232.0,83.0,,RI,,"['Jabez Bowen transferred from Massachusetts', 'Jabez Bowen Transferred from Massachusetts', 'Jabez Bowen Journal']",,736.14,,state
3908,183.0,33.0,91.0,67.0,175.0,60.0,,RI,,"['Nicholas Brown Transferred from the Register', 'Nicholas Brown transfer from register', 'Nicholas Brown transferred from Register']",,183.33,,state
3909,787.0,62.0,393.0,82.0,129.0,56.0,,RI,,"['Anna Greene transfer from the register', 'Anna Greene Transferred from the Register', 'Anna Greene transferred from Register']",,787.62,,state
3910,,,,,,,,RI,,[''],,,,state
3911,135.0,22.0,67.0,62.0,150.0,91.0,,RI,,"['Jabez Bowen transferred from the Register', 'Jabez Bowen Transferred from the Reg', 'Jaboz Bown Transferred from the Register']",,135.22,,state
3912,,,,,,,,RI,,[''],,,,state
3913,38.0,41.0,19.0,20.0,36.0,21.0,,RI,,"['Mary Johnston Transfer from Register', 'Mary Johnston transfer from register', 'Mary Johnson transfer from Register']",,38.41,,state
3914,80.0,,40.0,,138.0,80.0,,RI,,"['Nathaniel Barney transfer from Register', 'Clark and Nightingale', 'Nicholas Banney transfer from register']",,,,state
3915,142.0,44.0,71.0,22.0,132.0,43.0,Providence,RI,Merchant,"['William Larned', 'Clark and Nightingale transfer from register', 'Clark and Nightingale transfer from Register']",Providence County,142.44,Providence,town
3916,145.0,33.0,72.0,67.0,967.0,7.0,,RI,,"['William Learned transfer from register', 'William Larned transfer from Register', 'Joseph A Rechards Transfer from Treasury']",,145.33,,state
3917,1173.0,33.0,22.0,58.0,973.0,228.0,,RI,,"['Henry Sherburne Transferred from the Register of the Treasury', 'Samuel Vernon transfer from register', 'Joseph A Richards transfer from Register']",,1173.33,,state
3918,1224.0,77.0,104.0,44.0,29.0,63.0,,RI,,"['Henry Sherburne transferred from the Register of the Treasury', 'William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099', 'Brown Benson and Ives transferred from the books in Massachusetts']",,1224.77,,state
3919,45.0,18.0,15.0,72.0,114.0,30.0,,RI,,"['Matthew Watson Transferred from the Office of William Imlay Connecticut', 'Joseph A Richards transfer from register', 'William Wheater transferred from the books of the Register as of Warrant No 10,101']",,45.18,,state
3920,78.0,41.0,56.0,7.0,38.0,89.0,,RI,,"['Christopher Hill Transferred from the Register', 'Matthew Watson transferred from the office in Connecticut', 'the president and Co of bank of providence from the books in Massachusetts']",,78.41,,state
3921,720.0,,33.0,33.0,29.0,85.0,,RI,,"['William Littlefeild transferred from the office of the Register', 'John Warren Transferred from the Register', 'the president and Co of bank of providence from the books in Massachusetts']",,,,state
3922,208.0,89.0,20.0,63.0,10.0,21.0,,RI,,"['Henry Sherburne transfer from the register of the treasury', 'Sarah Ward Transferred from the Register', 'Christopher Hill transferred from the Register of the Treasury']",,208.89,,state
3923,31.0,43.0,15.0,85.0,38.0,15.0,,RI,,"['Elisha Aldrich Transferred from the Register', 'John Warner transferred from the Register of the Treasury', 'William Wheaten Transferred from the Register of the Treasury of Warrents No 10100']",,31.43,,state
3924,112.0,13.0,5.0,39.0,16.0,22.0,,RI,,"['Sarah Ward transferred from the Register of the Treasury', 'Matthew Watson from the office of William Imlay Connecticut', 'John Mawney Transferred from the Register']",,112.13,,state
3925,66.0,67.0,20.0,23.0,50.0,66.0,,RI,,"['Elisha Aldrich transferred from the Register of the Treasury', 'John Rogers Transferred from the Register of the Treasury', 'William Littlefield from the office of the Register of Treasury']",,66.67,,state
3926,41.0,26.0,3.0,43.0,33.0,59.0,,RI,,"['Abram Belknap transferred from the Register of the Treasury', 'John Eddy Transferred from the Register of the Treasury', 'Christopher Hill transferred from Register']",,41.26,,state
3927,31.0,71.0,8.0,33.0,,,,RI,,"['John Mawney transferred from the Register of the Treasury', 'John Warner transferred from Register']",,31.71,,state
3928,10.0,78.0,24.0,17.0,,,,RI,,"['John Rogers transfer from the Register of the Treasury', 'Sarah Ward transferred from Register']",,10.78,,state
3929,40.0,47.0,17.0,82.0,,,,RI,,"['John Eddy transferred from the Register of the Treasury', 'Elisha Aldrich transferred from Register']",,40.47,,state
3930,6.0,86.0,,,,,,RI,,['Abraham Belknap transferred from Register'],,6.86,,state
3931,1815.0,58.0,133.0,14.0,277.0,61.0,,RI,,"['Philip N Brown Transferred from the Office in Providence', 'Dr William Handy in trust for his Nephew William Handy Transferred from the Books at New York', 'Philip N Brown transferred from the office in Pensylvania']",,1815.58,,state
3932,2000.0,,,,,,,RI,,"['Warrant for transferring into the books of this office Vizt', 'Warrant for transfering into the books of this office Vizt', 'Dr William Handy in trust for his Niece Mehetable Handy Transferred from the Books at New York']",,,,state
3933,16.0,68.0,109.0,88.0,213.0,94.0,,RI,,"['No 10925 in favor of John Brown from the Register of the Treasury', '10926 in Favor Johh Brown from the Register of the Treasury', 'John Mawney transferred from the register of the Treasury']",,16.68,,state
3934,48.0,35.0,,,,,,RI,,"['Warrats for Transfering into the Books of this Office Vizt', 'Warrants from the Secretary of the Treasury for transferring to the books of this office Vizt', 'Jn Rogers transfer from Register']",,48.35,,state
3935,35.0,64.0,17.0,16.0,32.0,34.0,,RI,,"['Christopher Smith No 11750', 'John Eddy transfer from Register', 'No 11749 in fovar Christopher Smith from Register of the Treasury']",,35.64,,state
3936,,,18.0,49.0,,,,RI,,"['No 11758 in Favor Stephen Davis Adm To Jeremiah Davis Deceased from D', 'Stephen Davis Administrator No 11757']",,,,state
3937,266.0,27.0,18.0,52.0,9.0,51.0,,RI,,"['Stephen Davis Administrator No 11761', 'Philip N Brown transferred from the office in Pennsylvania', 'No 10314 in Favor Reverend James Manning Register of Treasury']",,266.27,,state
3938,,,5.0,,12.0,58.0,,RI,,"['Rev Ja Manning No 10315', 'No 11723 in Favor of James Bursill Jun from Register of Treasury', 'Warrant for transferring into the books of this office from the Register of the Treasury Viz']",,,,state
3939,219.0,76.0,6.0,23.0,35.0,40.0,,RI,,"['James Burrill Jun No 11722', 'No 11739 in Favor Mehitable Davis Adm to John Davis Deceased from the Register of the Treasure', 'No 10927 in favour of John Brown']",,219.76,,state
3940,,,18.0,78.0,,,,RI,,['Mehetable Davis Administrator No 11741'],,,,state
3941,,,,,,,,RI,,['All from Register of the Treasury'],,,,state
3942,,,22.0,56.0,,,,RI,,['John Bowen No 11747'],,,,state
3943,,,17.0,5.0,,,,RI,,['Willard Eddy No 11753'],,,,state
3944,,,10.0,10.0,,,,RI,,['Benjamin Stelle No 9201'],,,,state
3945,690.0,96.0,345.0,48.0,665.0,28.0,New York,NY,Merchant,['George Lewis'],,690.96,,state
3946,83.0,33.0,41.0,66.0,80.0,43.0,Charleston,SC,Mariner,['Jeremiah Dickinson'],Charleston County,83.33,Charleston,town
3947,1017.0,76.0,508.0,88.0,994.0,13.0,Charleston,SC,Merchant,['Gustavus Colhoun'],Charleston County,1017.76,Charleston,town
3948,33.0,34.0,16.0,66.0,30.0,65.0,Charleston,SC,Merchant,['Gustavus Colhoun'],Charleston County,33.34,Charleston,town
3949,386.0,32.0,193.0,16.0,222.0,19.0,Charleston,SC,Merchant,['Adam Gilchrist'],Charleston County,386.32,Charleston,town
3950,322.0,70.0,161.0,36.0,246.0,69.0,Charleston,SC,Physician,['Tucker Harris'],Charleston County,322.7,Charleston,town
3951,120.0,40.0,60.0,20.0,88.0,12.0,Charleston,SC,Factor,['Hugh Swinton'],Charleston County,120.4,Charleston,town
3952,183.0,33.0,91.0,67.0,175.0,60.0,Rhode Island,RI,,['Nicholas Brown'],,183.33,,state
3953,83.0,33.0,41.0,67.0,79.0,75.0,Rhode Island,RI,,['Elizabeth Brown'],,83.33,,state
3954,216.0,67.0,108.0,33.0,207.0,64.0,James Island,SC,Widow,['Love Stone'],Charleston County,216.67,James Island,town
3955,1333.0,34.0,666.0,66.0,480.0,0.0,Charleston,SC,Clerk of the Senate,['Felix Warley'],Charleston County,1333.34,Charleston,town
3956,1671.0,44.0,835.0,72.0,601.0,64.0,Charleston,SC,Administrator to Joseph Warley,['Felix Warley'],Charleston County,1671.44,Charleston,town
3957,2531.0,44.0,1265.0,72.0,2034.0,9.0,Charleston,SC,Merchant,['Nathaniel Russell'],Charleston County,2531.44,Charleston,town
3958,5178.0,54.0,2589.0,27.0,3276.0,31.0,Charleston,SC,Planter,['William Washington'],Charleston County,5178.54,Charleston,town
3959,702.0,88.0,351.0,44.0,288.0,45.0,Charleston,SC,Merchant,['Williams Thayer'],Charleston County,702.88,Charleston,town
3960,306.0,10.0,153.0,5.0,33.0,68.0,Charleston,SC,Broker,['Israel Joseph'],Charleston County,306.1,Charleston,town
3961,411.0,90.0,205.0,95.0,52.0,41.0,Charleston,SC,Merchant,['Philip Hart'],Charleston County,411.9,Charleston,town
3962,608.0,28.0,301.0,64.0,64.0,23.0,Charleston,SC,Merchant,['Alexander Rose'],Charleston County,608.28,Charleston,town
3963,333.0,8.0,166.0,54.0,359.0,55.0,Charleston,SC,Merchant,['Alexander Rose'],Charleston County,333.08,Charleston,town
3964,1133.0,33.0,566.0,67.0,1323.0,11.0,Charleston,SC,Merchant,['Aaron Loocock'],Charleston County,1133.33,Charleston,town
3965,145.0,46.0,72.0,73.0,151.0,64.0,Charleston,SC,Attorney at Law,['Joshua Ward'],Charleston County,145.46,Charleston,town
3966,446.0,52.0,223.0,26.0,433.0,38.0,Charleston,SC,Planter,['Henry Laurens'],Charleston County,446.52,Charleston,town
