source_file,column,original,match,score
Pierce,Last,Bryans,Bryan,90.9090909090909
Pierce,Last,Bryant,Brant,90.9090909090909
Pierce,Last,Bryant,Bryan,90.9090909090909
Pierce,Last,Brydie,Braydie,92.3076923076923
Pierce,Last,Bryer,Bruyer,90.9090909090909
Pierce,Last,Bryon,Bryson,90.9090909090909
Pierce,Last,Bryson,Bryon,90.9090909090909
Pierce,Last,Buckley,Buckly,92.3076923076923
Pierce,Last,Buckly,Buckley,92.3076923076923
Pierce,Last,Buden,Beuden,90.9090909090909
Pierce,Last,Buden,Budeno,90.9090909090909
Pierce,Last,Buden,Bugden,90.9090909090909
Pierce,Last,Buden,Burden,90.9090909090909
Pierce,Last,Budeno,Buden,90.9090909090909
Pierce,Last,Budon,Burdon,90.9090909090909
Pierce,Last,Buell,Bumell,90.9090909090909
Pierce,Last,Buell,Bunell,90.9090909090909
Pierce,Last,Buell,Buzell,90.9090909090909
Pierce,Last,Buford,Bumford,92.3076923076923
Pierce,Last,Buford,Buyford,92.3076923076923
Pierce,Last,Bugbe,Bugbee,90.9090909090909
Pierce,Last,Bugbe,Bugbie,90.9090909090909
Pierce,Last,Bugbee,Bugbe,90.9090909090909
Pierce,Last,Bugbie,Bugbe,90.9090909090909
Pierce,Last,Bugden,Buden,90.9090909090909
Pierce,Last,Bughter,Boughter,93.33333333333333
Pierce,Last,Bugnell,Bunell,92.3076923076923
Pierce,Last,Buker,Bunker,90.9090909090909
Pierce,Last,Bulbard,Boulbard,93.33333333333333
Pierce,Last,Bulkeley,Bulkley,93.33333333333333
Pierce,Last,Bulkley,Bulkeley,93.33333333333333
Pierce,Last,Bulkley,Bulley,92.3076923076923
Pierce,Last,Bulley,Bulkley,92.3076923076923
Pierce,Last,Bulson,Burlson,92.3076923076923
Pierce,Last,Bumell,Buell,90.9090909090909
Pierce,Last,Bumford,Buford,92.3076923076923
Pierce,Last,Bunday,Bundy,90.9090909090909
Pierce,Last,Bundy,Bunday,90.9090909090909
Pierce,Last,Bunel,Bunell,90.9090909090909
Pierce,Last,Bunel,Bunnel,90.9090909090909
Pierce,Last,Bunell,Bugnell,92.3076923076923
Pierce,Last,Bunell,Bunnell,92.3076923076923
Pierce,Last,Bunell,Buntell,92.3076923076923
Pierce,Last,Bunell,Burnell,92.3076923076923
Pierce,Last,Bunhagle,Bunhale,93.33333333333333
Pierce,Last,Bunhale,Bunhagle,93.33333333333333
Pierce,Last,Bunker,Buker,90.9090909090909
Pierce,Last,Bunnel,Bunel,90.9090909090909
Pierce,Last,Bunnel,Bunnell,92.3076923076923
Pierce,Last,Bunnell,Bunell,92.3076923076923
Pierce,Last,Bunnell,Bunnel,92.3076923076923
Pierce,Last,Buntell,Bunell,92.3076923076923
Pierce,Last,Bunton,Brunton,92.3076923076923
Pierce,Last,Bunton,Buton,90.9090909090909
Pierce,Last,Burage,Burge,90.9090909090909
Pierce,Last,Burage,Burrage,92.3076923076923
Pierce,Last,Burbank,Burbanks,93.33333333333333
Pierce,Last,Burbanks,Burbank,93.33333333333333
Pierce,Last,Burbridge,Burridge,94.11764705882352
Pierce,Last,Burch,Burech,90.9090909090909
Pierce,Last,Burchers,Burches,93.33333333333333
Pierce,Last,Burches,Burchers,93.33333333333333
Pierce,Last,Burdeen,Burden,92.3076923076923
Pierce,Last,Burden,Buden,90.9090909090909
Pierce,Last,Burden,Burdeen,92.3076923076923
Pierce,Last,Burdine,Burdwine,93.33333333333333
Pierce,Last,Burdon,Budon,90.9090909090909
Pierce,Last,Burdwin,Burdwine,93.33333333333333
Pierce,Last,Burdwine,Burdine,93.33333333333333
Pierce,Last,Burdwine,Burdwin,93.33333333333333
Pierce,Last,Burech,Burch,90.9090909090909
Pierce,Last,Burgae,Burge,90.9090909090909
Pierce,Last,Burge,Burage,90.9090909090909
Pierce,Last,Burge,Burgae,90.9090909090909
Pierce,Last,Burge,Burger,90.9090909090909
Pierce,Last,Burge,Burges,90.9090909090909
Pierce,Last,Burger,Burge,90.9090909090909
Pierce,Last,Burges,Burge,90.9090909090909
Pierce,Last,Burges,Burgess,92.3076923076923
Pierce,Last,Burges,Burghes,92.3076923076923
Pierce,Last,Burgess,Burges,92.3076923076923
Pierce,Last,Burgey,Burge,90.9090909090909
Pierce,Last,Burghes,Burges,92.3076923076923
Pierce,Last,Burgis,Burgiss,92.3076923076923
Pierce,Last,Burgiss,Burgis,92.3076923076923
Pierce,Last,Burham,Burnham,92.3076923076923
Pierce,Last,Burkdoff,Burkdorff,94.11764705882352
Pierce,Last,Burkdorff,Burkdoff,94.11764705882352
Pierce,Last,Burke,Burket,90.9090909090909
Pierce,Last,Burket,Burke,90.9090909090909
Pierce,Last,Burlingame,Burlingham,90.0
Pierce,Last,Burlingham,Burlingame,90.0
Pierce,Last,Burlson,Bulson,92.3076923076923
Pierce,Last,Burnam,Burnham,92.3076923076923
Pierce,Last,Burnell,Bunell,92.3076923076923
Pierce,Last,Burnes,Burns,90.9090909090909
Pierce,Last,Burnet,Burnett,92.3076923076923
Pierce,Last,Burnett,Burnet,92.3076923076923
Pierce,Last,Burney,Burny,90.9090909090909
Pierce,Last,Burnham,Burham,92.3076923076923
Pierce,Last,Burnham,Burnam,92.3076923076923
Pierce,Last,Burns,Burnes,90.9090909090909
Pierce,Last,Burnside,Burnsides,94.11764705882352
Pierce,Last,Burnsides,Burnside,94.11764705882352
Pierce,Last,Burny,Burney,90.9090909090909
Pierce,Last,Burrage,Burage,92.3076923076923
Pierce,Last,Burrel,Burrell,92.3076923076923
Pierce,Last,Burrell,Burrel,92.3076923076923
Pierce,Last,Burridge,Burbridge,94.11764705882352
Pierce,Last,Burros,Burrows,92.3076923076923
Pierce,Last,Burrough,Bourrough,94.11764705882352
Pierce,Last,Burrough,Burroughs,94.11764705882352
Pierce,Last,Burroughs,Burrough,94.11764705882352
Pierce,Last,Burrow,Burrows,92.3076923076923
Pierce,Last,Burrowes,Burrows,93.33333333333333
Pierce,Last,Burrows,Burros,92.3076923076923
Pierce,Last,Burrows,Burrow,92.3076923076923
Pierce,Last,Burrows,Burrowes,93.33333333333333
Pierce,Last,Burtles,Burtless,93.33333333333333
Pierce,Last,Burtless,Burtles,93.33333333333333
Pierce,Last,Burton,Buton,90.9090909090909
Pierce,Last,Busby,Bushby,90.9090909090909
Pierce,Last,Bushby,Busby,90.9090909090909
Pierce,Last,Bushel,Bushell,92.3076923076923
Pierce,Last,Bushell,Bushel,92.3076923076923
Pierce,Last,Bushell,Bushnell,93.33333333333333
Pierce,Last,Bushnell,Bushell,93.33333333333333
Pierce,Last,Bussel,Bussell,92.3076923076923
Pierce,Last,Bussell,Bussel,92.3076923076923
Pierce,Last,Butler,Buttler,92.3076923076923
Pierce,Last,Buton,Bouton,90.9090909090909
Pierce,Last,Buton,Bruton,90.9090909090909
Pierce,Last,Buton,Bunton,90.9090909090909
Pierce,Last,Buton,Burton,90.9090909090909
Pierce,Last,Buttler,Butler,92.3076923076923
Pierce,Last,Button,Brutton,92.3076923076923
Pierce,Last,Button,Buton,90.9090909090909
Pierce,Last,Button,Buttons,92.3076923076923
Pierce,Last,Buttons,Button,92.3076923076923
Pierce,Last,Buxton,Buton,90.9090909090909
Pierce,Last,Buyford,Buford,92.3076923076923
Pierce,Last,Buzell,Buell,90.9090909090909
Pierce,Last,Buzell,Buzzell,92.3076923076923
Pierce,Last,Buzzell,Buzell,92.3076923076923
Pierce,Last,Byard,Bayard,90.9090909090909
Pierce,Last,Byington,Bayington,94.11764705882352
Pierce,Last,Byington,Boyington,94.11764705882352
Pierce,Last,Byles,Boyles,90.9090909090909
Pierce,Last,Byoice,Boice,90.9090909090909
Pierce,Last,Cable,Cablei,90.9090909090909
Pierce,Last,Cable,Camble,90.9090909090909
Pierce,Last,Cablei,Cable,90.9090909090909
Pierce,Last,Caddwell,Cadwell,93.33333333333333
Pierce,Last,Cadwell,Caddwell,93.33333333333333
Pierce,Last,Cadwell,Caldwell,93.33333333333333
Pierce,Last,Cadwell,Candwell,93.33333333333333
Pierce,Last,Cadwell,Cardwell,93.33333333333333
Pierce,Last,Cahil,Cahill,90.9090909090909
Pierce,Last,Cahill,Cahil,90.9090909090909
Pierce,Last,Cahoon,Calhoon,92.3076923076923
Pierce,Last,Calahan,Callahan,93.33333333333333
Pierce,Last,Caldwell,Cadwell,93.33333333333333
Pierce,Last,Caldwell,Calwell,93.33333333333333
Pierce,Last,Calehom,Callehom,93.33333333333333
Pierce,Last,Calemore,Callemore,94.11764705882352
Pierce,Last,Calender,Callender,94.11764705882352
Pierce,Last,Calhoon,Cahoon,92.3076923076923
Pierce,Last,Calkin,Calkine,92.3076923076923
Pierce,Last,Calkin,Calkins,92.3076923076923
Pierce,Last,Calkine,Calkin,92.3076923076923
Pierce,Last,Calkins,Calkin,92.3076923076923
Pierce,Last,Callagan,Callaghan,94.11764705882352
Pierce,Last,Callaghan,Callagan,94.11764705882352
Pierce,Last,Callaghan,Callahan,94.11764705882352
Pierce,Last,Callaghan,Callghan,94.11764705882352
Pierce,Last,Callahan,Calahan,93.33333333333333
Pierce,Last,Callahan,Callaghan,94.11764705882352
Pierce,Last,Callehom,Calehom,93.33333333333333
Pierce,Last,Callemore,Calemore,94.11764705882352
Pierce,Last,Callender,Calender,94.11764705882352
Pierce,Last,Callghan,Callaghan,94.11764705882352
Pierce,Last,Calson,Cason,90.9090909090909
Pierce,Last,Calwell,Caldwell,93.33333333333333
Pierce,Last,Cambey,Camby,90.9090909090909
Pierce,Last,Camble,Cable,90.9090909090909
Pierce,Last,Camble,Campble,92.3076923076923
Pierce,Last,Cambray,Cambry,92.3076923076923
Pierce,Last,Cambry,Cambray,92.3076923076923
Pierce,Last,Cambry,Camby,90.9090909090909
Pierce,Last,Camby,Cambey,90.9090909090909
Pierce,Last,Camby,Cambry,90.9090909090909
Pierce,Last,Campbel,Campbell,93.33333333333333
Pierce,Last,Campbell,Campbel,93.33333333333333
Pierce,Last,Campble,Camble,92.3076923076923
Pierce,Last,Campen,Capen,90.9090909090909
Pierce,Last,Campin,Capin,90.9090909090909
Pierce,Last,Campon,Capon,90.9090909090909
Pierce,Last,Canada,Canaday,92.3076923076923
Pierce,Last,Canaday,Canada,92.3076923076923
Pierce,Last,Canaday,Canady,92.3076923076923
Pierce,Last,Canady,Canaday,92.3076923076923
Pierce,Last,Canady,Carnady,92.3076923076923
Pierce,Last,Canaghan,Clanaghan,94.11764705882352
Pierce,Last,Candwell,Cadwell,93.33333333333333
Pierce,Last,Cannahan,Clannahan,94.11764705882352
Pierce,Last,Cannon,Channon,92.3076923076923
Pierce,Last,Capel,Chapel,90.9090909090909
Pierce,Last,Capen,Campen,90.9090909090909
Pierce,Last,Capen,Chapen,90.9090909090909
Pierce,Last,Caperin,Caprin,92.3076923076923
Pierce,Last,Capin,Campin,90.9090909090909
Pierce,Last,Capin,Caprin,90.9090909090909
Pierce,Last,Capin,Chapin,90.9090909090909
Pierce,Last,Capon,Campon,90.9090909090909
Pierce,Last,Capon,Capron,90.9090909090909
Pierce,Last,Cappron,Capron,92.3076923076923
Pierce,Last,Caprin,Caperin,92.3076923076923
Pierce,Last,Caprin,Capin,90.9090909090909
Pierce,Last,Capron,Capon,90.9090909090909
Pierce,Last,Capron,Cappron,92.3076923076923
Pierce,Last,Caravan,Carravan,93.33333333333333
Pierce,Last,Carberry,Carbery,93.33333333333333
Pierce,Last,Carbery,Carberry,93.33333333333333
Pierce,Last,Carbery,Carbey,92.3076923076923
Pierce,Last,Carbey,Carbery,92.3076923076923
Pierce,Last,Carbey,Carbrey,92.3076923076923
Pierce,Last,Carbey,Carey,90.9090909090909
Pierce,Last,Carbrey,Carbey,92.3076923076923
Pierce,Last,Carbrey,Carrey,92.3076923076923
Pierce,Last,Carburry,Carbury,93.33333333333333
Pierce,Last,Carbury,Carburry,93.33333333333333
Pierce,Last,Cardwell,Cadwell,93.33333333333333
Pierce,Last,Carel,Carrel,90.9090909090909
Pierce,Last,Carey,Carbey,90.9090909090909
Pierce,Last,Carey,Carley,90.9090909090909
Pierce,Last,Carey,Carney,90.9090909090909
Pierce,Last,Carey,Carrey,90.9090909090909
Pierce,Last,Carigan,Carrigan,93.33333333333333
Pierce,Last,Carle,Carley,90.9090909090909
Pierce,Last,Carleton,Carlton,93.33333333333333
Pierce,Last,Carleton,Charleton,94.11764705882352
Pierce,Last,Carley,Carey,90.9090909090909
Pierce,Last,Carley,Carle,90.9090909090909
Pierce,Last,Carlton,Carleton,93.33333333333333
Pierce,Last,Carman,Cartman,92.3076923076923
Pierce,Last,Carnady,Canady,92.3076923076923
Pierce,Last,Carnahan,Carnathan,94.11764705882352
Pierce,Last,Carnathan,Carnahan,94.11764705882352
Pierce,Last,Carne,Carnes,90.9090909090909
Pierce,Last,Carne,Carney,90.9090909090909
Pierce,Last,Carnes,Carne,90.9090909090909
Pierce,Last,Carnes,Carns,90.9090909090909
Pierce,Last,Carney,Carey,90.9090909090909
Pierce,Last,Carney,Carne,90.9090909090909
Pierce,Last,Carns,Carnes,90.9090909090909
Pierce,Last,Carns,Clarns,90.9090909090909
Pierce,Last,Carravan,Caravan,93.33333333333333
Pierce,Last,Carrel,Carel,90.9090909090909
Pierce,Last,Carrel,Carrell,92.3076923076923
Pierce,Last,Carrell,Carrel,92.3076923076923
Pierce,Last,Carrey,Carbrey,92.3076923076923
Pierce,Last,Carrey,Carey,90.9090909090909
Pierce,Last,Carrey,Clarrey,92.3076923076923
Pierce,Last,Carrico,Carrio,92.3076923076923
Pierce,Last,Carrigan,Carigan,93.33333333333333
Pierce,Last,Carrington,Farrington,90.0
Pierce,Last,Carrington,Harrington,90.0
Pierce,Last,Carrington,Parrington,90.0
Pierce,Last,Carrington,Tarrington,90.0
Pierce,Last,Carrio,Carrico,92.3076923076923
Pierce,Last,Carrol,Carroll,92.3076923076923
Pierce,Last,Carroll,Carrol,92.3076923076923
Pierce,Last,Carruthers,Caruthers,94.73684210526316
Pierce,Last,Carson,Cason,90.9090909090909
Pierce,Last,Carswell,Caswell,93.33333333333333
Pierce,Last,Carter,Cartier,92.3076923076923
Pierce,Last,Cartey,Carey,90.9090909090909
Pierce,Last,Cartey,Carty,90.9090909090909
Pierce,Last,Cartier,Carter,92.3076923076923
Pierce,Last,Cartier,Chartier,93.33333333333333
Pierce,Last,Cartman,Carman,92.3076923076923
Pierce,Last,Carty,Cartey,90.9090909090909
Pierce,Last,Caruthers,Carruthers,94.73684210526316
Pierce,Last,Carvill,Carville,93.33333333333333
Pierce,Last,Carville,Carvill,93.33333333333333
Pierce,Last,Casaday,Casady,92.3076923076923
Pierce,Last,Casady,Casaday,92.3076923076923
Pierce,Last,Casady,Cashady,92.3076923076923
Pierce,Last,Casady,Cassady,92.3076923076923
Pierce,Last,Casey,Chasey,90.9090909090909
Pierce,Last,Casey,Clasey,90.9090909090909
Pierce,Last,Cashady,Casady,92.3076923076923
Pierce,Last,Cason,Calson,90.9090909090909
Pierce,Last,Cason,Carson,90.9090909090909
Pierce,Last,Cason,Casson,90.9090909090909
Pierce,Last,Cason,Caston,90.9090909090909
Pierce,Last,Cassady,Casady,92.3076923076923
Pierce,Last,Casson,Cason,90.9090909090909
Pierce,Last,Castile,Castle,92.3076923076923
Pierce,Last,Castle,Castile,92.3076923076923
Pierce,Last,Casto,Caston,90.9090909090909
Pierce,Last,Casto,Castor,90.9090909090909
Pierce,Last,Caston,Cason,90.9090909090909
Pierce,Last,Caston,Casto,90.9090909090909
Pierce,Last,Caston,Caton,90.9090909090909
Pierce,Last,Castor,Casto,90.9090909090909
Pierce,Last,Castor,Cator,90.9090909090909
Pierce,Last,Caswel,Caswell,92.3076923076923
Pierce,Last,Caswell,Carswell,93.33333333333333
Pierce,Last,Caswell,Caswel,92.3076923076923
Pierce,Last,Catchesides,Catchsides,95.23809523809523
Pierce,Last,Catchsides,Catchesides,95.23809523809523
Pierce,Last,Catlin,Cattlin,92.3076923076923
Pierce,Last,Caton,Caston,90.9090909090909
Pierce,Last,Caton,Cayton,90.9090909090909
Pierce,Last,Caton,Ceaton,90.9090909090909
Pierce,Last,Caton,Claton,90.9090909090909
Pierce,Last,Cator,Castor,90.9090909090909
Pierce,Last,Catterton,Chatterton,94.73684210526316
Pierce,Last,Cattlin,Catlin,92.3076923076923
Pierce,Last,Causon,Cason,90.9090909090909
Pierce,Last,Caven,Craven,90.9090909090909
Pierce,Last,Cawles,Cawls,90.9090909090909
Pierce,Last,Cawls,Cawles,90.9090909090909
Pierce,Last,Cayton,Caton,90.9090909090909
Pierce,Last,Cayton,Clayton,92.3076923076923
Pierce,Last,Cayton,Crayton,92.3076923076923
Pierce,Last,Ceaton,Caton,90.9090909090909
Pierce,Last,Ceaton,Creaton,92.3076923076923
Pierce,Last,Cebra,Ceebra,90.9090909090909
Pierce,Last,Ceebra,Cebra,90.9090909090909
Pierce,Last,Ceeley,Creeley,92.3076923076923
Pierce,Last,Chace,Chance,90.9090909090909
Pierce,Last,Chadsey,Chasey,92.3076923076923
Pierce,Last,Chafe,Chafee,90.9090909090909
Pierce,Last,Chafe,Chafey,90.9090909090909
Pierce,Last,Chafee,Chafe,90.9090909090909
Pierce,Last,Chafee,Chaffee,92.3076923076923
Pierce,Last,Chafey,Chafe,90.9090909090909
Pierce,Last,Chaffee,Chafee,92.3076923076923
Pierce,Last,Chamberlain,Chamberlin,95.23809523809523
Pierce,Last,Chamberlain,Chamberline,90.9090909090909
Pierce,Last,Chamberlin,Chamberlain,95.23809523809523
Pierce,Last,Chamberlin,Chamberline,95.23809523809523
Pierce,Last,Chamberline,Chamberlain,90.9090909090909
Pierce,Last,Chamberline,Chamberlin,95.23809523809523
Pierce,Last,Champlin,Chaplin,93.33333333333333
Pierce,Last,Champman,Chapman,93.33333333333333
Pierce,Last,Chance,Chace,90.9090909090909
Pierce,Last,Channon,Cannon,92.3076923076923
Pierce,Last,Chapel,Capel,90.9090909090909
Pierce,Last,Chapel,Chapell,92.3076923076923
Pierce,Last,Chapel,Chappel,92.3076923076923
Pierce,Last,Chapell,Chapel,92.3076923076923
Pierce,Last,Chapell,Chappell,93.33333333333333
Pierce,Last,Chapen,Capen,90.9090909090909
Pierce,Last,Chapin,Capin,90.9090909090909
Pierce,Last,Chapin,Chapino,92.3076923076923
Pierce,Last,Chapin,Chaplin,92.3076923076923
Pierce,Last,Chapino,Chapin,92.3076923076923
Pierce,Last,Chaplain,Chaplin,93.33333333333333
Pierce,Last,Chaplin,Champlin,93.33333333333333
Pierce,Last,Chaplin,Chapin,92.3076923076923
Pierce,Last,Chaplin,Chaplain,93.33333333333333
Pierce,Last,Chapman,Champman,93.33333333333333
Pierce,Last,Chappel,Chapel,92.3076923076923
Pierce,Last,Chappel,Chappell,93.33333333333333
Pierce,Last,Chappell,Chapell,93.33333333333333
Pierce,Last,Chappell,Chappel,93.33333333333333
Pierce,Last,Charlesworth,M'Charlesworth,92.3076923076923
Pierce,Last,Charleton,Carleton,94.11764705882352
Pierce,Last,Chartier,Cartier,93.33333333333333
Pierce,Last,Chase,Chasey,90.9090909090909
Pierce,Last,Chasey,Casey,90.9090909090909
Pierce,Last,Chasey,Chadsey,92.3076923076923
Pierce,Last,Chasey,Chase,90.9090909090909
Pierce,Last,Chasey,Chatsey,92.3076923076923
Pierce,Last,Chatsey,Chasey,92.3076923076923
Pierce,Last,Chatterdon,Chatterton,90.0
Pierce,Last,Chatterdon,Chitterdon,90.0
Pierce,Last,Chatterton,Catterton,94.73684210526316
Pierce,Last,Chatterton,Chatterdon,90.0
Pierce,Last,Chavers,Chaves,92.3076923076923
Pierce,Last,Chaves,Chavers,92.3076923076923
Pierce,Last,Cheene,Cheeney,92.3076923076923
Pierce,Last,Cheeney,Cheene,92.3076923076923
Pierce,Last,Cheeney,Cheney,92.3076923076923
Pierce,Last,Cheese,Cheeser,92.3076923076923
Pierce,Last,Cheeser,Cheese,92.3076923076923
Pierce,Last,Cheney,Cheeney,92.3076923076923
Pierce,Last,Cheney,Chesney,92.3076923076923
Pierce,Last,Cheney,Chieney,92.3076923076923
Pierce,Last,Cherrey,Cherry,92.3076923076923
Pierce,Last,Cherry,Cherrey,92.3076923076923
Pierce,Last,Chesney,Cheney,92.3076923076923
Pierce,Last,Chesnut,Chestnut,93.33333333333333
Pierce,Last,Chesser,Chessier,93.33333333333333
Pierce,Last,Chessier,Chesser,93.33333333333333
Pierce,Last,Chester,Chesters,93.33333333333333
Pierce,Last,Chesters,Chester,93.33333333333333
Pierce,Last,Chestnut,Chesnut,93.33333333333333
Pierce,Last,Chever,Chevers,92.3076923076923
Pierce,Last,Chevers,Chever,92.3076923076923
Pierce,Last,Chieney,Cheney,92.3076923076923
Pierce,Last,Child,Childs,90.9090909090909
Pierce,Last,Childs,Child,90.9090909090909
Pierce,Last,Childs,Childus,92.3076923076923
Pierce,Last,Childus,Childs,92.3076923076923
Pierce,Last,Chillson,Chilson,93.33333333333333
Pierce,Last,Chilson,Chillson,93.33333333333333
Pierce,Last,Chistian,Christian,94.11764705882352
Pierce,Last,Chittenden,Chittendon,90.0
Pierce,Last,Chittendon,Chittenden,90.0
Pierce,Last,Chittendon,Chitterdon,90.0
Pierce,Last,Chitterdon,Chatterdon,90.0
Pierce,Last,Chitterdon,Chittendon,90.0
Pierce,Last,Choat,Choate,90.9090909090909
Pierce,Last,Choat,Choats,90.9090909090909
Pierce,Last,Choate,Choat,90.9090909090909
Pierce,Last,Choate,Choates,92.3076923076923
Pierce,Last,Choates,Choate,92.3076923076923
Pierce,Last,Choates,Choats,92.3076923076923
Pierce,Last,Choats,Choat,90.9090909090909
Pierce,Last,Choats,Choates,92.3076923076923
Pierce,Last,Choats,Coats,90.9090909090909
Pierce,Last,Cholard,Colard,92.3076923076923
Pierce,Last,Choovey,Chovey,92.3076923076923
Pierce,Last,Chopps,Chops,90.9090909090909
Pierce,Last,Chopps,Copps,90.9090909090909
Pierce,Last,Chops,Chopps,90.9090909090909
Pierce,Last,Chovey,Choovey,92.3076923076923
Pierce,Last,Chrisler,Christler,94.11764705882352
Pierce,Last,Chrisler,Crisler,93.33333333333333
Pierce,Last,Christ,Christy,92.3076923076923
Pierce,Last,Christian,Chistian,94.11764705882352
Pierce,Last,Christler,Chrisler,94.11764705882352
Pierce,Last,Christy,Christ,92.3076923076923
Pierce,Last,Claarwaler,Claarwater,90.0
Pierce,Last,Claarwater,Claarwaler,90.0
Pierce,Last,Claarwater,Clearwater,90.0
Pierce,Last,Clafflin,Claflin,93.33333333333333
Pierce,Last,Claflin,Clafflin,93.33333333333333
Pierce,Last,Clanaghan,Canaghan,94.11764705882352
Pierce,Last,Clanaghan,Clanahan,94.11764705882352
Pierce,Last,Clanahan,Clanaghan,94.11764705882352
Pierce,Last,Clanahan,Clannahan,94.11764705882352
Pierce,Last,Clancey,Clancy,92.3076923076923
Pierce,Last,Clancy,Clancey,92.3076923076923
Pierce,Last,Clannahan,Cannahan,94.11764705882352
Pierce,Last,Clannahan,Clanahan,94.11764705882352
Pierce,Last,Clare,Clarey,90.9090909090909
Pierce,Last,Clare,Clarke,90.9090909090909
Pierce,Last,Clarey,Carey,90.9090909090909
Pierce,Last,Clarey,Clare,90.9090909090909
Pierce,Last,Clarey,Clarrey,92.3076923076923
Pierce,Last,Clarey,Clary,90.9090909090909
Pierce,Last,Claridge,Clarridge,94.11764705882352
Pierce,Last,Clark,Clarke,90.9090909090909
Pierce,Last,Clarke,Clare,90.9090909090909
Pierce,Last,Clarke,Clark,90.9090909090909
Pierce,Last,Clarns,Carns,90.9090909090909
Pierce,Last,Clarrey,Carrey,92.3076923076923
Pierce,Last,Clarrey,Clarey,92.3076923076923
Pierce,Last,Clarrey,Clarry,92.3076923076923
Pierce,Last,Clarridge,Claridge,94.11764705882352
Pierce,Last,Clarry,Clarrey,92.3076923076923
Pierce,Last,Clarry,Clary,90.9090909090909
Pierce,Last,Clary,Clarey,90.9090909090909
Pierce,Last,Clary,Clarry,90.9090909090909
Pierce,Last,Clasey,Casey,90.9090909090909
Pierce,Last,Claton,Caton,90.9090909090909
Pierce,Last,Claton,Clayton,92.3076923076923
Pierce,Last,Clayton,Cayton,92.3076923076923
Pierce,Last,Clayton,Claton,92.3076923076923
Pierce,Last,Clearwater,Claarwater,90.0
Pierce,Last,Cleaver,Clever,92.3076923076923
Pierce,Last,Cleaves,Cleves,92.3076923076923
Pierce,Last,Cleeland,Cleland,93.33333333333333
Pierce,Last,Cleeland,Cleveland,94.11764705882352
Pierce,Last,Cleeveland,Cleveland,94.73684210526316
Pierce,Last,Cleever,Clever,92.3076923076923
Pierce,Last,Cleland,Cleeland,93.33333333333333
Pierce,Last,Clemends,Clemens,93.33333333333333
Pierce,Last,Clemens,Clemends,93.33333333333333
Pierce,Last,Clemens,Clements,93.33333333333333
Pierce,Last,Clemens,Clemmens,93.33333333333333
Pierce,Last,Clement,Clements,93.33333333333333
Pierce,Last,Clement,Clemment,93.33333333333333
Pierce,Last,Clements,Clemens,93.33333333333333
Pierce,Last,Clements,Clement,93.33333333333333
Pierce,Last,Clements,Clemments,94.11764705882352
Pierce,Last,Clemerman,Clemmerman,94.73684210526316
Pierce,Last,Clemmens,Clemens,93.33333333333333
Pierce,Last,Clemmens,Clemments,94.11764705882352
Pierce,Last,Clemment,Clement,93.33333333333333
Pierce,Last,Clemment,Clemments,94.11764705882352
Pierce,Last,Clemments,Clements,94.11764705882352
Pierce,Last,Clemments,Clemmens,94.11764705882352
Pierce,Last,Clemments,Clemment,94.11764705882352
Pierce,Last,Clemmerman,Clemerman,94.73684210526316
Pierce,Last,Clemond,Clemonds,93.33333333333333
Pierce,Last,Clemonds,Clemond,93.33333333333333
Pierce,Last,Clemonds,Clemons,93.33333333333333
Pierce,Last,Clemons,Clemonds,93.33333333333333
Pierce,Last,Clendennan,Clendennon,90.0
Pierce,Last,Clendennon,Clendennan,90.0
Pierce,Last,Clendennon,Clendinnon,90.0
Pierce,Last,Clendinnon,Clendennon,90.0
Pierce,Last,Cleveland,Cleeland,94.11764705882352
Pierce,Last,Cleveland,Cleeveland,94.73684210526316
Pierce,Last,Clever,Cleaver,92.3076923076923
Pierce,Last,Clever,Cleever,92.3076923076923
Pierce,Last,Cleves,Cleaves,92.3076923076923
Pierce,Last,Clewley,Clewly,92.3076923076923
Pierce,Last,Clewly,Clewley,92.3076923076923
Pierce,Last,Clier,Colier,90.9090909090909
Pierce,Last,Clineslaught,Clineslought,91.66666666666666
Pierce,Last,Clineslought,Clineslaught,91.66666666666666
Pierce,Last,Close,Closer,90.9090909090909
Pierce,Last,Close,Clouse,90.9090909090909
Pierce,Last,Closer,Close,90.9090909090909
Pierce,Last,Clous,Clouse,90.9090909090909
Pierce,Last,Clouse,Close,90.9090909090909
Pierce,Last,Clouse,Clous,90.9090909090909
Pierce,Last,Clouse,Cluse,90.9090909090909
Pierce,Last,Clower,Clowers,92.3076923076923
Pierce,Last,Clowers,Clower,92.3076923076923
Pierce,Last,Cluely,Cluly,90.9090909090909
Pierce,Last,Cluly,Cluely,90.9090909090909
Pierce,Last,Cluse,Clouse,90.9090909090909
Pierce,Last,Clutter,Cutter,92.3076923076923
Pierce,Last,Coalbey,Coalby,92.3076923076923
Pierce,Last,Coalbey,Colbey,92.3076923076923
Pierce,Last,Coalby,Coalbey,92.3076923076923
Pierce,Last,Coalby,Colby,90.9090909090909
Pierce,Last,Coats,Choats,90.9090909090909
Pierce,Last,Cobin,Corbin,90.9090909090909
Pierce,Last,Cobourn,Coburn,92.3076923076923
Pierce,Last,Cobourn,Coubourn,93.33333333333333
Pierce,Last,Coburn,Cobourn,92.3076923076923
Pierce,Last,Coburn,Colburn,92.3076923076923
Pierce,Last,Coburn,Couburn,92.3076923076923
