,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url,town,county,state,geo_level
2069,2401,"['Catherine Kepple', 'Catharine Keppele']",['Catharine (Gentw) Kepple'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catharine_Keppele&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2070,2401,"['Catherine Kepple', 'Catharine Keppele']",['Catharine (Gentw) Kepple'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Kepple&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2071,2402,"['Simon VanArtsdalen', 'Simon Van Artsdalen']",['Simon Van Artsdalen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon+Van_Artsdalen&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2072,2402,"['Simon VanArtsdalen', 'Simon Van Artsdalen']",['Simon Vanorsdalen'],1,Match,Full Match,"Bucks, Pennsylvania",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon_Vanartsdalen&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2073,2403,['Jeremiah Richardson'],"[""['Jeremiah Richardson']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Richardson&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2074,2404,['Joseph Ball'],"[""['Joseph Ball']""]",1,Match,Only Location Found, Philadelphia,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Ball&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2075,2406,"['John Reiley', 'John Reily']",['John Reily'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Reily&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2076,2406,"['John Reiley', 'John Reily']",['John Reiley'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Reiley&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2077,2407,"['Jasper Smith', 'Japser Smith']",['Gasper Smith'],1,Match,Full Match,"Huntingdon, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jasper_Smith&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2078,2407,"['Jasper Smith', 'Japser Smith']",['Japser Smith'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Japser_Smith&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2079,2409,"['Phillip Browne', 'Phillip Brown', 'Philip Brown']",['Phillip Brown'],1,Match,Full Match,"Dauphin, Pennsylvania",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phillip_Brown&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2080,2409,"['Phillip Browne', 'Phillip Brown', 'Philip Brown']",['Phillip Browne'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phillip_Browne&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2081,2409,"['Phillip Browne', 'Phillip Brown', 'Philip Brown']",['Philip Brown'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Brown&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2082,2411,['Thomas Dickason'],['Thomas Dickenson'],1,Match,Full Match,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Dickason&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2083,2412,"['Jonathan Gront', 'Jonathan Grout']",['Jonathan Grant'],1,Match,Full Match,"Portion Taken From Washington, Allegheny, Pennsylvania",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Gront&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2084,2412,"['Jonathan Gront', 'Jonathan Grout']",['Jonathan Grout'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Grout&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2085,2413,['James Morris'],"['James, Esqr Morris Esquire']",1,Match,Full Match,"Montgomery, Pennsylvania",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Morris&name_x=1_1&residence=_montgomery-pennsylvania-usa_2087&residence_x=1-0_1-0,,Montgomery County,PA,county
2086,2414,['Bernard and Malfeson'],"[""['Bernard Malfeson']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bernard_Malfeson&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2087,2415,['Christopher Ludwick'],['Christopher Ludwick'],1,Match,Full Match,"Germantown, Philadelphia, Pennsylvania",7,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Ludwick&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2088,2416,['Norton Pryor'],['Norton Pryor'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Norton_Pryor&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2089,2417,"['John Sitgraves', 'William Sitgreaves']",['Wm & Jno (Mert) Sitgraves'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Sitgreaves&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2090,2417,"['John Sitgraves', 'William Sitgreaves']",['Wm & Jno (Mert) Sitgraves'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Sitgraves&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2091,2418,['Ann Roberts'],['Ann Roberts'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",2,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Roberts&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2092,2419,"['Ann Gibson', 'Ann Gitson']",['Ann Gitson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Gitson&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2093,2419,"['Ann Gibson', 'Ann Gitson']",['Ann (Gent. w.) Gibson'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Gibson&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2094,2420,['Blair McClenahan'],['Blair McClennacan'],1,Match,Full Match,"Germantown, Philadelphia, Pennsylvania",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Blair_Mcclenahan&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2095,2421,['Thomas L Moore'],['Colonel Coll Thomas L Moore'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",12,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas+L_Moore&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2096,2423,['Walter Stewart'],"[""['Walter Stewart']""]",1,Match,Only Location Found, Philadelphia,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Walter_Stewart&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2097,2424,['Hugh Williamson'],['Huggins Williams'],1,Match,Full Match,"Jones, North Carolina",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hugh_Williamson&name_x=ps_ps&residence=_north+carolina-usa_36&residence_x=1-0_1-0,,,NC,state
2098,2425,['Thomas Butler'],"[""['Thomas Butler']""]",1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Butler&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2099,2426,['Richard Butler'],"[""['Richard Butler']""]",1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Butler&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2100,2428,"['William Elliot', 'William Elliott']",['William Elliott'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Elliott&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2101,2428,"['William Elliot', 'William Elliott']",['William Elliot'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Elliot&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2102,2430,['Peter Filbert'],['Peter Filbert'],1,Match,Full Match,"Reading, Berks, Pennsylvania",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Filbert&name_x=1_1&residence=_reading-berks-pennsylvania-usa_12814&residence_x=1-0_1-0,Reading,Berks County,PA,town
2103,2432,['Robert Patton'],"['Robert, Esqr (Post Master) Patton']",1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Patton&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2104,2433,"['Geoerge White', 'George White']",['George White'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_White&name_x=ps_ps&residence=_new+castle-delaware-usa_2156&residence_x=1-0_1-0,,New Castle County,DE,county
2105,2433,"['Geoerge White', 'George White']",['Geoerge White'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Geoerge_White&name_x=ps_ps&residence=_new+castle-delaware-usa_2156&residence_x=1-0_1-0,,New Castle County,DE,county
2106,2434,['Thomas Affleck'],['Thos (Cabinet Maker) Affleck'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Affleck&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2107,2435,['Mary Hopkinson'],"[""['Mary Hopkinson']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Hopkinson&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2108,2436,"['Adam Hubley', 'Adam Hunley']",['Adam Hubley'],1,Match,Full Match,"Lancaster Borough, Lancaster, Pennsylvania",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adam_Hubley&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2109,2436,"['Adam Hubley', 'Adam Hunley']",['Adam Hunley'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adam_Hunley&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2110,2438,"['John Olden', 'John Oldden']",['John (Mercht) Oldden'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Oldden&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2111,2438,"['John Olden', 'John Oldden']",['John (Mercht) Oldden'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Olden&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2112,2440,['Jacob Barge'],['Jacob (Gentn) Barge'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Barge&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2113,2442,['Michael Burke'],['Michel Buck Junior'],1,Match,Full Match,"Lynn, Northampton, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Burke&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2114,2443,['James Boyd'],"[""['James Boyd']""]",1,Match,Only Location Found, Chester,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Boyd&name_x=1_1&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,,Chester County,PA,county
2115,2444,['Abraham Wayne'],['Abraham Wayne'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Wayne&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2116,2445,['Samuel Blair'],"[""['Samuel Blair']""]",1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Blair&name_x=1_1&residence=_cumberland-pennsylvania-usa_789&residence_x=1-0_1-1,Germantown,Cumberland County,PA,town
2117,2446,"['Catharine Kelso', 'Catherine Kelso']",['Catherine Kelso'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Kelso&name_x=ps_ps&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,,Chester County,PA,county
2118,2446,"['Catharine Kelso', 'Catherine Kelso']",['Catharine Kelso'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catharine_Kelso&name_x=ps_ps&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,,Chester County,PA,county
2119,2447,['Philip Rothrock'],"[""['Philip Rothrock']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Rothrock&name_x=ps_ps&residence=_york-york-pennsylvania-usa_15985&residence_x=1-0_1-1,York,York County,PA,town
2120,2449,['Frederick Antis'],['Frederick Antes'],1,Match,Full Match,"Northumberland, Pennsylvania",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Frederick_Antis&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2121,2450,['Christian Donaker'],['Christian (Taylor) Donaker'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christian_Donaker&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2122,2451,"['Diederick Gaumer', 'Diedrick Gaumer']",['Diederick Gaumer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Diederick_Gaumer&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2123,2451,"['Diederick Gaumer', 'Diedrick Gaumer']",['Diedrick Gaumer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Diedrick_Gaumer&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2124,2452,"['Assheton Humphreys', 'Assheton Humphrey']",['Assheton Humphrey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Assheton_Humphrey&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2125,2452,"['Assheton Humphreys', 'Assheton Humphrey']",['Assheton Humphreys'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Assheton_Humphreys&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2126,2453,"['John Leamy', 'John Leamey']",['John Leamey'],1,Match,Only Location Found, Philadelphia,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Leamey&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2127,2453,"['John Leamy', 'John Leamey']",['John Leamy'],1,Match,Only Location Found, Philadelphia,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Leamy&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2128,2454,['John McDowell'],"[""['John Mcdowell']""]",1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mcdowell&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2129,2455,['John Righter'],['John Righter'],1,Match,Full Match,"Montgomery, Pennsylvania",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Righter&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2130,2456,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['Samuel Strawbridge'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Strawbridge&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2131,2456,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['James Strawbridge'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Strawbridge&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2132,2456,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['John McDowell'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_McDowell&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2133,2456,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['James Johnston'],1,No Match,Too Many Potential Matches Found 20,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Johnston&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2134,2457,"['William Sherer and McDowell', 'William Sherer and John McDowell']",['William Shearer'],1,Match,Full Match,"New London, Chester, Pennsylvania",17,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Sherer&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2135,2457,"['William Sherer and McDowell', 'William Sherer and John McDowell']",['John McDowell'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_McDowell&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2136,2458,"['Jeffrey Clerk', 'Jeffrey Clark adm.']",['Jeffrey Clark'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeffrey_Clark&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2137,2458,"['Jeffrey Clerk', 'Jeffrey Clark adm.']",['Jeffrey Clerk'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeffrey_Clerk&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2138,2459,['Jeffrey Clerk'],"[""['Jeffrey Clerk']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeffrey_Clerk&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2139,2462,"['Margaret Bevan', 'Margaret Beavan']",['Margaret Beavan'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Beavan&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2140,2462,"['Margaret Bevan', 'Margaret Beavan']",['Margaret Bevan'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Bevan&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2141,2463,['John Coburn'],['John (Rigger) Coburn'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Coburn&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2142,2465,"['John G Gloninger', 'John Gloninger']","['John, Esqr Gloninger Esquire']",1,Match,Full Match,"Lebanon, Dauphin, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Gloninger&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2143,2465,"['John G Gloninger', 'John Gloninger']","['John, Esqr Gloninger Esquire']",1,Match,Full Match,"Lebanon, Dauphin, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John+G_Gloninger&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2144,2466,['Solomon Lyons'],['Solomon Lyons'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Lyons&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2145,2467,['Hannah Middleton'],['Hannah (G. Woman) Middleton'],1,Match,Full Match,"Water Street East Side, Philadelphia, Pennsylvania",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Middleton&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2146,2468,"['John Miler', 'John Miller']",['John Miler'],1,No Match,Too Many Potential Matches Found 18,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Miler&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2147,2468,"['John Miler', 'John Miller']",['John Miller'],1,No Match,Too Many Potential Matches Found 17,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Miller&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Philadelphia,Philadelphia County,PA,town
2148,2469,['John Morris'],['John Morris'],1,Match,Full Match,"York Borough, York, Pennsylvania",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Morris&name_x=1_1&residence=_york-york-pennsylvania-usa_15985&residence_x=1-0_1-0,York,York County,PA,town
2149,2470,['Joseph Reed'],"[""['Joseph Reed']""]",1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Reed&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,,,PA,state
2150,2472,['James Sproat'],['James (Doctor) Sproat'],1,Match,Full Match,"Philadelphia City, Philadelphia, Pennsylvania",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Sproat&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-0,Philadelphia,Philadelphia County,PA,town
2151,2473,"['Jennet Grier James Riddle and Co', 'Jennet Grier James Riddle and Henry Miller']",['Jennet Grier'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jennet_Grier&name_x=ps_ps&residence=_york-york-pennsylvania-usa_15985&residence_x=1-0_1-1,York,York County,PA,town
2152,2473,"['Jennet Grier James Riddle and Co', 'Jennet Grier James Riddle and Henry Miller']",['James Riddle'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Riddle&name_x=ps_ps&residence=_york-york-pennsylvania-usa_15985&residence_x=1-0_1-1,York,York County,PA,town
2153,2473,"['Jennet Grier James Riddle and Co', 'Jennet Grier James Riddle and Henry Miller']",['Henry Miller'],1,Match,Full Match,"York Borough, York, Pennsylvania",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Miller&name_x=1_1&residence=_york-york-pennsylvania-usa_15985&residence_x=1-0_1-0,York,York County,PA,town
