,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url,town,county,state,geo_level
685,731,"['Dan and E Boardman', 'Daniel and Elijah Boardman']",['Elijah Boardman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Boardman&name_x=ps_ps&residence=_new+milford-litchfield-connecticut-usa_3273&residence_x=1-0_1-1,New Milford,Litchfield County,CT,town
686,732,['Nathaniel Buell'],['Nathaniel Buell'],1,Match,Full Match,"Litchfield, Litchfield, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Buell&name_x=1_1&residence=_salisbury-litchfield-connecticut-usa_3286&residence_x=1-0_1-1,Salisbury,Litchfield County,CT,town
687,733,['William Leffingwell'],['William Leffingwell'],1,Match,Full Match,"New London, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leffingwell&name_x=1_1&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
688,734,"['Nathaniel G Ingraham', 'Nathan G Ingraham']",['Nathaniel G'],1,Match,Full Match,"Middleton, Middlesex, Connecticut",13,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan+G_Ingraham&name_x=s_s&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
689,734,"['Nathaniel G Ingraham', 'Nathan G Ingraham']",['Nathaniel G'],1,Match,Full Match,"Middleton, Middlesex, Connecticut",13,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel+G_Ingraham&name_x=1_1&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
690,735,"['Oliver Mather', 'Oliver Mather Treasurer']",['Oliver Mather'],1,Match,Full Match,"Windsor, Hartford, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Oliver_Mather&name_x=1_1&residence=_windsor-hartford-connecticut-usa_3163&residence_x=1-0_1-0,Windsor,Hartford County,CT,town
691,736,['Isaac Beers'],['Isaac Beers'],1,Match,Full Match,"New Haven, New Haven, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Beers&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
692,737,"['Nathan Cogswell', 'Nathaniel Cogswell']",['Nathan Cogswell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Cogswell&name_x=ps_ps&residence=_brooklyn-windham-connecticut-usa_3434&residence_x=1-0_1-1,Brooklyn,Windham County,CT,town
693,737,"['Nathan Cogswell', 'Nathaniel Cogswell']",['Nathaniel Cogswell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Cogswell&name_x=ps_ps&residence=_brooklyn-windham-connecticut-usa_3434&residence_x=1-0_1-1,Brooklyn,Windham County,CT,town
694,738,['Caleb Fowler'],['Caleb Fowler'],1,Match,Full Match,"Guilford, New Haven, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Fowler&name_x=1_1&residence=_guilford-new+haven-connecticut-usa_3335&residence_x=1-0_1-0,Guilford,New Haven County,CT,town
695,739,['Asa Platt'],"[""['Asa Platt']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asa_Platt&name_x=ps_ps&residence=_milford-new+haven-connecticut-usa_3340&residence_x=1-0_1-1,Milford,New Haven County,CT,town
696,740,"['Francis Brown', 'Francis Brown of Cornwall']",['Francis Brown'],1,Match,Full Match,"New Haven, New Haven, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Brown&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
697,745,['David Cooley'],"[""['David Cooley']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Cooley&name_x=ps_ps&residence=_weston-fairfield-connecticut-usa_89&residence_x=1-0_1-1,Weston,Fairfield County,CT,town
698,746,['William Hyslop'],"[""['William Hyslop']""]",1,Match,Only Location Found, Suffolk,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Hyslop&name_x=s_s&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=1-0_1-1,Boston,Suffolk County,MA,town
699,747,['Hezekiah Merrill'],['Hezekiah Merrill'],1,Match,Full Match,"Hartford, Hartford, Connecticut", ,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hezekiah_Merrill&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
700,748,['William St John'],['William Titus'],1,Match,Full Match,"Norwalk and Stamford, Fairfield, Connecticut",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+St_John&name_x=s_s&residence=_norwalk-fairfield-connecticut-usa_72&residence_x=1-0_1-0,Norwalk,Fairfield County,CT,town
701,749,['Caleb Atwater'],"[""['Caleb Atwater']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Atwater&name_x=ps_ps&residence=_Wallingford-New+Haven+County-Connecticut&residence_x=1-0_1-1,Wallingford,New Haven County,CT,town
702,750,['Phineas Miller'],"[""['Phineas Miller']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phineas_Miller&name_x=ps_ps&residence=_Georgia&residence_x=1-0_1-0,,,GA,state
703,751,['David Booth'],"[""['David Booth']""]",1,Match,Only Location Found, Fairfield,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Booth&name_x=1_1&residence=_stratford-fairfield-connecticut-usa_86&residence_x=1-0_1-0,Stratford,Fairfield County,CT,town
704,752,['Benjamin Isaacs'],"[""['Benjamin Isaacs']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Isaacs&name_x=ps_ps&residence=_norwalk-fairfield-connecticut-usa_72&residence_x=1-0_1-1,Norwalk,Fairfield County,CT,town
705,753,['Comfort Sage'],"['Comfort, Esqr Sage Esquire']",1,Match,Full Match,"Middleton, Middlesex, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Comfort_Sage&name_x=1_1&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
706,754,['John Wheeler'],['John Wheeler'],1,Match,Full Match,"Stratford, Fairfield, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Wheeler&name_x=1_1&residence=_stratford-fairfield-connecticut-usa_86&residence_x=1-0_1-0,Stratford,Fairfield County,CT,town
707,755,['Peter Colt'],['Peter Colt'],1,Match,Full Match,"Hartford, Hartford, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Colt&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,,,CT,state
708,756,['Josiah Bradley'],"[""['Josiah Bradley']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Josiah_Bradley&name_x=ps_ps&residence=_East+Haven-New+Haven+County-Connecticut&residence_x=1-0_1-1,East Haven,New Haven County,CT,town
709,759,['Abel Morse'],['Abiel Morse'],1,Match,Full Match,"Woodstock, Windham, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abel_Morse&name_x=s_s&residence=_woodstock-windham-connecticut-usa_3467&residence_x=1-0_1-0,Woodstock,Windham County,CT,town
710,760,['Jacob Riley'],['Jacob Riley'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",9,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Riley&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
711,761,['Henry Champion II'],"[""['Henry Champion Ii']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry+Champion_Ii&name_x=ps_ps&residence=_colchester-new+london-connecticut-usa_3363&residence_x=1-0_1-1,Colchester,New London County,CT,town
712,763,['John Hall'],['Jno Hall'],1,Match,Full Match,"Ellington, Tolland, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hall&name_x=s_s&residence=_ellington-tolland-connecticut-usa_3412&residence_x=1-0_1-0,Ellington,Tolland County,CT,town
713,764,['John Hancock'],['John Hancock'],1,Match,Full Match,"Boston, Suffolk, Massachusetts",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hancock&name_x=1_1&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=1-0_1-0,Boston,Suffolk County,MA,town
714,765,['Samuel Beamont'],"[""['Samuel Beamont']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Beamont&name_x=ps_ps&residence=_lebanon-new+london-connecticut-usa_3374&residence_x=1-0_1-1,Lebanon,New London County,CT,town
715,767,['Reuben Moss'],"[""['Reuben Moss']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Reuben_Moss&name_x=ps_ps&residence=_cheshire-new+haven-connecticut-usa_3331&residence_x=1-0_1-1,Cheshire,New Haven County,CT,town
716,768,['Seth Wetmore'],"[""['Seth Wetmore']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Wetmore&name_x=ps_ps&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
717,769,['William Woodbridge'],"[""['William Woodbridge']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Woodbridge&name_x=ps_ps&residence=_stonington-new+london-connecticut-usa_3399&residence_x=1-0_1-1,Stonington,New London County,CT,town
718,771,['Roger Wells'],['Roger Wells'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Roger_Wells&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
719,772,['James Clark'],"[""['James Clark']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Clark&name_x=ps_ps&residence=_lebanon-new+london-connecticut-usa_3374&residence_x=1-0_1-1,Lebanon,New London County,CT,town
720,773,['Ashbel King'],['Ashbel King'],1,Match,Full Match,"Suffield, Hartford, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ashbel_King&name_x=1_1&residence=_suffield-hartford-connecticut-usa_2521&residence_x=1-0_1-0,Suffield,Hartford County,CT,town
721,774,['Joseph Palmer'],['Joseph Palmer'],1,Match,Full Match,"Ashford, Windham, Connecticut",14,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Palmer&name_x=1_1&residence=_ashford-windham-connecticut-usa_3432&residence_x=1-0_1-0,Ashford,Windham County,CT,town
722,776,"['Nathan Bolles', 'Nathan Belles']",['Nathan Bolles'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Bolles&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
723,776,"['Nathan Bolles', 'Nathan Belles']",['Nathan Belles'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Belles&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
724,777,['Abraham Brinsmade'],"[""['Abraham Brinsmade']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brinsmade&name_x=ps_ps&residence=_stratford-fairfield-connecticut-usa_86&residence_x=1-0_1-1,Stratford,Fairfield County,CT,town
725,779,['Thaddeus King'],['Thaddeus King'],1,Match,Full Match,"Suffield, Hartford, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_King&name_x=1_1&residence=_suffield-hartford-connecticut-usa_2521&residence_x=1-0_1-0,Suffield,Hartford County,CT,town
726,780,['Abel Tibbals'],"[""['Abel Tibbals']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abel_Tibbals&name_x=ps_ps&residence=_durham-middlesex-connecticut-usa_3308&residence_x=1-0_1-1,Durham,Middlesex County,CT,town
727,781,['Noah Bissell'],['Noah Bissell'],1,Match,Full Match,"East Windsor, Hartford, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Noah_Bissell&name_x=1_1&residence=_east windsor-hartford-connecticut-usa_669&residence_x=1-0_1-0,East Windsor,Hartford County,CT,town
728,784,['William Soule'],"[""['William Soule']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Soule&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
729,785,['Ichabod Ward'],"[""['Ichabod Ward']""]",1,Match,Only Location Found, Windham,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ichabod_Ward&name_x=1_1&residence=_windham-windham-connecticut-usa_3465&residence_x=1-0_1-1,Windham,Windham County,CT,town
730,786,['Miles Beach'],['Miles Beach'],1,Match,Full Match,"Hartford, Hartford, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Miles_Beach&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
731,789,['Amos Lyon'],['Amos Lyon'],1,Match,Full Match,"Woodstock, Windham, Connecticut", ,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Amos_Lyon&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=1-0_1-0,Woodstock,Windham County,CT,town
732,790,['Joseph Perkins'],['Joseph Perkins'],1,Match,Full Match,"New London, Connecticut",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Perkins&name_x=1_1&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
733,799,['Daniel Abbott'],['Danl Abbot'],1,Match,Full Match,"New London, Connecticut",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Abbott&name_x=s_s&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
734,801,"['John Williams', 'John Williams of Wethersfield']","[""['John Williams']""]",1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Williams&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
735,802,['Sarah Williams'],"[""['Sarah Williams']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Williams&name_x=ps_ps&residence=_east+hartford-hartford-connecticut-usa_405&residence_x=1-0_1-1,East Hartford,Hartford County,CT,town
736,804,['Philip Sellew'],"[""['Philip Sellew']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Sellew&name_x=ps_ps&residence=_glastonbury-hartford-connecticut-usa_818&residence_x=1-0_1-1,Glastonbury,Hartford County,CT,town
737,808,['Henry Huntington'],"[""['Henry Huntington']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Huntington&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
738,812,['Daniel Talcott'],['Danl Talcott'],1,Match,Full Match,"Windsor, Hartford, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Talcott&name_x=s_s&residence=_windsor-hartford-connecticut-usa_3163&residence_x=1-0_1-0,Windsor,Hartford County,CT,town
739,816,['Timothy Mix'],['Timothy Mix'],1,Match,Full Match,"New Haven, New Haven, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Mix&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
740,817,['Samuel Gerrish'],['Samuel Gerrish'],1,Match,Full Match,"Portsmouth, Rockingham, New Hampshire",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Gerrish&name_x=1_1&residence=_portsmouth-rockingham-new hampshire-usa_5430&residence_x=1-0_1-0,Portsmouth,Rockingham County,NH,town
741,820,['Jonathan Gray'],['Jonathan Grey'],1,Match,Full Match,"New London, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Gray&name_x=s_s&residence=_stonington-new+london-connecticut-usa_3399&residence_x=1-0_1-1,Stonington,New London County,CT,town
742,821,['Eneas Munson'],['Eneas Munson'],1,Match,Full Match,"New Haven, New Haven, Connecticut",10,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eneas_Munson&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
743,822,['Nathaniel Niles'],['Nathaniel Niles'],1,Match,Full Match,"Fairley, Orange, Vermont",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Niles&name_x=1_1&residence=_Vermont-usa_48&residence_x=1-0_1-0,,,VT,state
744,825,['Stephen Holt'],"[""['Stephen Holt']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Holt&name_x=ps_ps&residence=_new+haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-1,New Haven,New Haven County,CT,town
745,826,['Thomas Rogers'],"[""['Thomas Rogers']""]",1,Match,Only Location Found, Connecticut,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Rogers&name_x=ps_ps&residence=_montville-new+london-connecticut-usa_3378&residence_x=1-0_1-1,Montville,New London County,CT,town
746,827,['Lois Fellows'],['Lois Fellows'],1,Match,Full Match,"Litchfield, Litchfield, Connecticut",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lois_Fellows&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,,,CT,state
747,829,['Joseph Willcox'],"[""['Joseph Willcox']""]",1,Match,Only Location Found, Middlesex,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Willcox&name_x=1_1&residence=_killingworth-middlesex-connecticut-usa_3316&residence_x=1-0_1-0,Killingworth,Middlesex County,CT,town
748,830,['Sarah Raymond'],"[""['Sarah Raymond']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Raymond&name_x=ps_ps&residence=_new+london-new+london-connecticut-usa_3381&residence_x=1-0_1-1,New London,New London County,CT,town
749,831,['Thomas Bull'],['Thomas Bull'],1,Match,Full Match,"Hartford, Hartford, Connecticut",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bull&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
750,833,['Jonathan Woodward'],"[""['Jonathan Woodward']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Woodward&name_x=ps_ps&residence=_granby-hampshire-massachusetts-usa_4478&residence_x=1-0_1-1,Granby,Hampshire County,MA,town
751,836,['Samuel Bull'],['Samuel Bull'],1,Match,Full Match,"Middleton, Middlesex, Connecticut",12,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Bull&name_x=1_1&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
752,837,['Jonathan Russell'],"[""['Jonathan Russell']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Russell&name_x=ps_ps&residence=_thompson-windham-connecticut-usa_3462&residence_x=1-0_1-1,Thompson,Windham County,CT,town
753,838,['Saybrook 1st Society'],"[""['Saybrook 1St Society']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Saybrook+1St_Society&name_x=ps_ps&residence=_old+saybrook-middlesex-connecticut-usa_3322&residence_x=1-0_1-1,Saybrook,Middlesex County,CT,town
754,839,['Oliver Phelps'],"[""['Oliver Phelps']""]",1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Oliver_Phelps&name_x=1_1&residence=_suffield-hartford-connecticut-usa_2521&residence_x=1-0_1-0,Suffield,Hartford County,CT,town
755,840,['William Jones'],"[""['William Jones']""]",1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Jones&name_x=1_1&residence=_New York-usa_35&residence_x=1-0_1-0,,,NY,state
756,843,['Daniel Hine'],['Daniel Hine'],1,Match,Full Match,"New Milford, Litchfield, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Hine&name_x=1_1&residence=_new milford-litchfield-connecticut-usa_3273&residence_x=1-0_1-0,New Milford,Litchfield County,CT,town
757,844,['Ephraim Parish'],['Ephraim Parrish'],1,Match,Full Match,"Branford, New Haven, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Parish&name_x=s_s&residence=_branford-new+haven-connecticut-usa_3330&residence_x=1-0_1-0,Branford,New Haven County,CT,town
758,847,['Benajah Kent'],['Benajah Kent'],1,Match,Full Match,"Suffield, Hartford, Connecticut",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benajah_Kent&name_x=1_1&residence=_suffield-hartford-connecticut-usa_2521&residence_x=1-0_1-0,Suffield,Hartford County,CT,town
759,851,['Nathaniel Ely'],['Nathl Ely'],1,Match,Full Match,"West Springfield, Hampshire, Massachusetts",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Ely&name_x=1_1&residence=_hampshire-massachusetts-usa_1271&residence_x=1-0_1-0,Long Meadow,Hampshire County,MA,town
760,854,['Elihu Marvin'],['Elihu Marvin'],1,Match,Full Match,"New London, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elihu_Marvin&name_x=1_1&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
761,855,['Constant Storrs'],['Constant Storrs'],1,Match,Full Match,"Lebanon, Grafton, New Hampshire",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Constant_Storrs&name_x=1_1&residence=_New Hampshire-usa_32&residence_x=1-0_1-0,,,NH,state
762,856,['David Williams'],['David Williams'],1,Match,Full Match,"Woodstock, Windham, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Williams&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=1-0_1-0,Woodstock,Windham County,CT,town
763,857,['Thomas Brattle'],"['Thos, Esqr Brattle Esquire']",1,Match,Full Match,"Cambridge, Middlesex, Massachusetts",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Brattle&name_x=s_s&residence=_cambridge-middlesex-massachusetts-usa_4514&residence_x=1-0_1-0,Cambridge,Middlesex County,MA,town
764,858,['Hannah Chapman'],['Hannah Chapman'],1,Match,Full Match,"New London, Connecticut",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Chapman&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,,,CT,state
765,859,['Asa Hopkins'],['Asa Hopkins'],1,Match,Full Match,"Hartford, Hartford, Connecticut", ,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asa_Hopkins&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
766,861,['William Powell'],['William Powell'],1,Match,Full Match,"New Haven, New Haven, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Powell&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
767,863,['Abner Johnson'],['Abner Johnson'],1,Match,Full Match,"Waterbury, New Haven, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abner_Johnson&name_x=1_1&residence=_waterbury-new+haven-connecticut-usa_3353&residence_x=1-0_1-0,Waterbury,New Haven County,CT,town
768,866,['Seth Turner'],['Seth Turner'],1,Match,Full Match,"New Haven, New Haven, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Turner&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
769,867,['William Barnard'],['William Barnard'],1,Match,Full Match,"Hartford, Hartford, Connecticut",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Barnard&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
770,868,"['Thomas Lloyd', 'Thoamas Llyod']",['Thoamas Llyod'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thoamas_Llyod&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
771,868,"['Thomas Lloyd', 'Thoamas Llyod']",['Thomas Lloyd'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Lloyd&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
